hisse,fark,adet2,tks2,tip,donem,yukleme
NTHOL,776548,4298113,485479112,fon,2026_02,2026-04-18 13:53
PLTUR,775423,1187186,49500000,fon,2026_02,2026-04-18 13:53
KRONT,756850,7580661,116892885,fon,2026_02,2026-04-18 13:53
AKGRT,752513,87623758,629007625,fon,2026_02,2026-04-18 13:53
TMPOL,730533,6330565,11039990,fon,2026_02,2026-04-18 13:53
MEGMT,715038,2578263,72749986,fon,2026_02,2026-04-18 13:53
ULUUN,672900,36250847,290523352,fon,2026_02,2026-04-18 13:53
ULUFA,659508,6416850,305269391,fon,2026_02,2026-04-18 13:53
DZGYO,615412,3138296,399777846,fon,2026_02,2026-04-18 13:53
EGEPO,610244,615305,200000000,fon,2026_02,2026-04-18 13:53
TATGD,598326,4401068,119286243,fon,2026_02,2026-04-18 13:53
OBAMS,573240,18909986,751078524,fon,2026_02,2026-04-18 13:53
KRSTL,557050,4960732,183664642,fon,2026_02,2026-04-18 13:53
EUPWR,552924,15304671,199610525,fon,2026_02,2026-04-18 13:53
OSMEN,550790,1004897,157750927,fon,2026_02,2026-04-18 13:53
VAKFA,540325,1125605,224999701,fon,2026_02,2026-04-18 13:53
YEOTK,491208,4364362,160933198,fon,2026_02,2026-04-18 13:53
ENTRA,487577,87857378,369383564,fon,2026_02,2026-04-18 13:53
EGPRO,484111,1639174,175170570,fon,2026_02,2026-04-18 13:53
OZSUB,475104,1747993,42499126,fon,2026_02,2026-04-18 13:53
KNFRT,458985,885985,131747000,fon,2026_02,2026-04-18 13:53
BURVA,449889,450041,4723271,fon,2026_02,2026-04-18 13:53
LILAK,447950,164070573,260252705,fon,2026_02,2026-04-18 13:53
SMRTG,442868,4407804,664164672,fon,2026_02,2026-04-18 13:53
USAK,412511,1615707,2436064709,fon,2026_02,2026-04-18 13:53
PNLSN,407410,15740964,34752383,fon,2026_02,2026-04-18 13:53
ALCTL,406822,1502203,13543218,fon,2026_02,2026-04-18 13:53
RYSAS,405799,18735931,1504020937,fon,2026_02,2026-04-18 13:53
KOCMT,401940,5824920,587485478,fon,2026_02,2026-04-18 13:53
BALSU,371911,102833616,278000000,fon,2026_02,2026-04-18 13:53
ISYAT,370776,2969203,152245569,fon,2026_02,2026-04-18 13:53
MAKIM,369675,6565332,42559998,fon,2026_02,2026-04-18 13:53
KRDMA,363439,10210832,240300917,fon,2026_02,2026-04-18 13:53
RYGYO,357799,4208094,770588057,fon,2026_02,2026-04-18 13:53
AGXAAC,355491,2302527,36193521,fon,2026_02,2026-04-18 13:53
VAKFN,347716,167560040,2064378140,fon,2026_02,2026-04-18 13:53
BASGZ,338863,15802922,174999999,fon,2026_02,2026-04-18 13:53
BRKSN,322260,1277829,62639942,fon,2026_02,2026-04-18 13:53
MNDTR,315409,1254773,910071938,fon,2026_02,2026-04-18 13:53
CATES,310158,1410041,33050000,fon,2026_02,2026-04-18 13:53
POLHO,308017,14624894,164140074,fon,2026_02,2026-04-18 13:53
DESA,301021,4704703,171107590,fon,2026_02,2026-04-18 13:53
GEDZA,299477,407407,42983624,fon,2026_02,2026-04-18 13:53
ISGYO,270067,28635598,531312439,fon,2026_02,2026-04-18 13:53
BMSCH,256536,1892508,69277402,fon,2026_02,2026-04-18 13:53
GEDIK,251180,69454807,983076857,fon,2026_02,2026-04-18 13:53
AGYO,249422,1480891,129036460,fon,2026_02,2026-04-18 13:53
KIMMR,223116,1925798,75000000,fon,2026_02,2026-04-18 13:53
AFYON,206364,13491979,399992258,fon,2026_02,2026-04-18 13:53
AKSGY,206068,92920474,1628451947,fon,2026_02,2026-04-18 13:53
YIGIT,203841,568587,74999975,fon,2026_02,2026-04-18 13:53
BOBET,200118,12317880,113999998,fon,2026_02,2026-04-18 13:53
ISMEN,200049,36084352,467723147,fon,2026_02,2026-04-18 13:53
HLGYO,192576,6389630,1075198517,fon,2026_02,2026-04-18 13:53
KFEIN,191026,8592355,150306170,fon,2026_02,2026-04-18 13:53
BLUME,189815,2927322,174710134,fon,2026_02,2026-04-18 13:53
SELVA,187548,214995,747897737,fon,2026_02,2026-04-18 13:53
ISDMR,176397,5125581,147623050,fon,2026_02,2026-04-18 13:53
VAKKO,175097,3845901,30788486,fon,2026_02,2026-04-18 13:53
ZGOLDF,174904,14133560,152040000,fon,2026_02,2026-04-18 13:53
OFSYM,174595,600908,22749998,fon,2026_02,2026-04-18 13:53
TARKM,164084,267389,4999997,fon,2026_02,2026-04-18 13:53
HRKET,162677,1630098,24000000,fon,2026_02,2026-04-18 13:53
CEMTS,156426,4172327,233425986,fon,2026_02,2026-04-18 13:53
PCILT,155203,3044383,45014182,fon,2026_02,2026-04-18 13:53
ATAKP,142551,8776361,28224000,fon,2026_02,2026-04-18 13:53
BANVT,142407,319317,36961044,fon,2026_02,2026-04-18 13:53
FRIGO,140953,225959,263258455,fon,2026_02,2026-04-18 13:53
PARSN,126937,1585270,34033246,fon,2026_02,2026-04-18 13:53
AYES,124266,1010636,87567109,fon,2026_02,2026-04-18 13:53
KTSKR,120066,128914,14691795,fon,2026_02,2026-04-18 13:53
PINSU,114353,984772,101635846,fon,2026_02,2026-04-18 13:53
LINK,114112,529663,18231985,fon,2026_02,2026-04-18 13:53
BIENY,110920,1956066,83144831,fon,2026_02,2026-04-18 13:53
GOLTS,104077,736385,12422783,fon,2026_02,2026-04-18 13:53
KAYSE,103171,20989482,818951998,fon,2026_02,2026-04-18 13:53
SMART,101529,1483260,29737499,fon,2026_02,2026-04-18 13:53
REEDR,100971,15059681,632419525,fon,2026_02,2026-04-18 13:53
CUSAN,100726,851301,18500000,fon,2026_02,2026-04-18 13:53
MERCN,100242,468087,74389005,fon,2026_02,2026-04-18 13:53
DUNYH,100110,396204,36443197,fon,2026_02,2026-04-18 13:53
KLMSN,95245,95264,30881297,fon,2026_02,2026-04-18 13:53
BINHO,84382,174725,488884380,fon,2026_02,2026-04-18 13:53
BAGFS,82721,8750723,100042745,fon,2026_02,2026-04-18 13:53
AYCES,79601,110639,1895369,fon,2026_02,2026-04-18 13:53
ZRGYO,77817,762358644,1173404997,fon,2026_02,2026-04-18 13:53
BULGS,77667,432140,72499900,fon,2026_02,2026-04-18 13:53
ARFYE,72297,288288,47000000,fon,2026_02,2026-04-18 13:53
YYLGD,68928,75458196,369826200,fon,2026_02,2026-04-18 13:53
CRFSA,67265,198422,18312793,fon,2026_02,2026-04-18 13:53
BINBN,67232,754834,17000000,fon,2026_02,2026-04-18 13:53
BJKAS,64606,50160344,1776089716,fon,2026_02,2026-04-18 13:53
TTRAK,64482,2104845,24967158,fon,2026_02,2026-04-18 13:53
AVOD,60299,210002,253604577,fon,2026_02,2026-04-18 13:53
KUTPO,54667,200075,10524430,fon,2026_02,2026-04-18 13:53
ARMGD,53248,11581295,54996000,fon,2026_02,2026-04-18 13:53
BESTE,52020,52020,54578499,fon,2026_02,2026-04-18 13:53
FRMPL,49766,144046,39997767,fon,2026_02,2026-04-18 13:53
ZPBDLF,45713,4670308,8240000,fon,2026_02,2026-04-18 13:53
PAGYO,39796,245530,57781202,fon,2026_02,2026-04-18 13:53
DOFRB,38920,1099402,45000000,fon,2026_02,2026-04-18 13:53
NATEN,36375,56390,309375000,fon,2026_02,2026-04-18 13:53
DENGE,36345,87219,525284797,fon,2026_02,2026-04-18 13:53
DESPC,36323,820251,16023700,fon,2026_02,2026-04-18 13:53
ONCSM,33030,33361,10086000,fon,2026_02,2026-04-18 13:53
ARZUM,32522,53176,400949823,fon,2026_02,2026-04-18 13:53
GEREL,31771,715652,219036379,fon,2026_02,2026-04-18 13:53
BLCYT,30590,118326,49088907,fon,2026_02,2026-04-18 13:53
KAPLM,30042,30175,4563571,fon,2026_02,2026-04-18 13:53
YESIL,25069,33107,640699949,fon,2026_02,2026-04-18 13:53
MMCAS,24756,251241,12393964,fon,2026_02,2026-04-18 13:53
ARDYZ,22602,25990363,279551557,fon,2026_02,2026-04-18 13:53
BRSAN,22303,341518,35912460,fon,2026_02,2026-04-18 13:53
KLSER,20657,69854,109457566,fon,2026_02,2026-04-18 13:53
MERKO,19965,20000,101104700,fon,2026_02,2026-04-18 13:53
DURKN,19474,19541,42500000,fon,2026_02,2026-04-18 13:53
APLIBF,18510,3840195,58200000,fon,2026_02,2026-04-18 13:53
GOODY,17274,666290,132804473,fon,2026_02,2026-04-18 13:53
OZATD,15431,3327802,13349988,fon,2026_02,2026-04-18 13:53
IZFAS,15202,47377435,156001658,fon,2026_02,2026-04-18 13:53
BAKAB,14236,40209,34985326,fon,2026_02,2026-04-18 13:53
INTEM,13980,313838,9428747,fon,2026_02,2026-04-18 13:53
YGGYO,13940,127649,240625741,fon,2026_02,2026-04-18 13:53
SKTAS,13905,13907,332865443,fon,2026_02,2026-04-18 13:53
ALKA,13274,21174,330750000,fon,2026_02,2026-04-18 13:53
NUHCM,13135,2623581,33163299,fon,2026_02,2026-04-18 13:53
VRGYO,12283,784871,597693904,fon,2026_02,2026-04-18 13:53
IMASM,12072,40745,622850499,fon,2026_02,2026-04-18 13:53
NUGYO,11073,2121761,324943976,fon,2026_02,2026-04-18 13:53
SERNT,9814,10450,113000000,fon,2026_02,2026-04-18 13:53
IHGZT,8395,46789,570666228,fon,2026_02,2026-04-18 13:53
IHLGM,8246,68310,986078000,fon,2026_02,2026-04-18 13:53
HKTM,6302,7734,72747495,fon,2026_02,2026-04-18 13:53
RAYSG,5722,11022,51947024,fon,2026_02,2026-04-18 13:53
KZGYO,5503,124835,49999978,fon,2026_02,2026-04-18 13:53
YAPRK,5166,5856,4214998,fon,2026_02,2026-04-18 13:53
KUVVA,5000,1405000,24204585,fon,2026_02,2026-04-18 13:53
ETILR,4828,4828,156217454,fon,2026_02,2026-04-18 13:53
BVSAN,4410,79440,13749998,fon,2026_02,2026-04-18 13:53
OSTIM,4057,53756215,510004637,fon,2026_02,2026-04-18 13:53
ISGLKF,3956,3713844,113800000,fon,2026_02,2026-04-18 13:53
PRKME,3490,4995,53038641,fon,2026_02,2026-04-18 13:53
MARBL,2870,3990,65226403,fon,2026_02,2026-04-18 13:53
BRLSM,2485,10977,108025075,fon,2026_02,2026-04-18 13:53
DNISI,2025,2050,59171727,fon,2026_02,2026-04-18 13:53
FADE,1929,17160,42347497,fon,2026_02,2026-04-18 13:53
LYDHO,1925,8882923,197140970,fon,2026_02,2026-04-18 13:53
GIPTA,1737,19210,51617863,fon,2026_02,2026-04-18 13:53
JANTS,1717,7990,207512786,fon,2026_02,2026-04-18 13:53
IZMDC,1662,2731799,723225318,fon,2026_02,2026-04-18 13:53
MEKAG,1551,3147,320319999,fon,2026_02,2026-04-18 13:53
ICUGS,1517,25126,336250000,fon,2026_02,2026-04-18 13:53
CEOEM,1118,3579,22209658,fon,2026_02,2026-04-18 13:53
BOSSA,990,6732,508724189,fon,2026_02,2026-04-18 13:53
BEYAZ,925,1835,42317352,fon,2026_02,2026-04-18 13:53
VKING,910,910,30932905,fon,2026_02,2026-04-18 13:53
ANELE,910,2071,151405542,fon,2026_02,2026-04-18 13:53
MSGYO,867,878,169650150,fon,2026_02,2026-04-18 13:53
KRTEK,795,138397,18914650,fon,2026_02,2026-04-18 13:53
BRKVY,605,160615,13618361,fon,2026_02,2026-04-18 13:53
SANKO,579,579,37499197,fon,2026_02,2026-04-18 13:53
ARTMS,573,727065,24199999,fon,2026_02,2026-04-18 13:53
SAFKR,433,1105219,139406162,fon,2026_02,2026-04-18 13:53
PKENT,426,744,23766169,fon,2026_02,2026-04-18 13:53
KRGYO,409,5310,275246747,fon,2026_02,2026-04-18 13:53
EGEEN,380,457,1137161,fon,2026_02,2026-04-18 13:53
AVHOL,361,15780,26047279,fon,2026_02,2026-04-18 13:53
UFUK,320,1114438,46845974,fon,2026_02,2026-04-18 13:53
OTTO,316,447,5824438,fon,2026_02,2026-04-18 13:53
ISSEN,293,400341,107411517,fon,2026_02,2026-04-18 13:53
TDGYO,214,2514,59898213,fon,2026_02,2026-04-18 13:53
LUKSK,210,210,27257202,fon,2026_02,2026-04-18 13:53
ULUSE,198,225,24000000,fon,2026_02,2026-04-18 13:53
AKSUE,192,22241,56376184,fon,2026_02,2026-04-18 13:53
VERTU,150,1255,22000000,fon,2026_02,2026-04-18 13:53
DURDO,146,4329,379703149,fon,2026_02,2026-04-18 13:53
DERHL,140,4526,197281316,fon,2026_02,2026-04-18 13:53
DERIM,135,585,40403770,fon,2026_02,2026-04-18 13:53
ERBOS,116,3818700,15899843,fon,2026_02,2026-04-18 13:53
KARTN,104,727,72781126,fon,2026_02,2026-04-18 13:53
PAMEL,100,123,21533681,fon,2026_02,2026-04-18 13:53
SMRVA,100,1911,28000000,fon,2026_02,2026-04-18 13:53
ALCAR,66,123,1721735,fon,2026_02,2026-04-18 13:53
MAALT,66,128,4763850,fon,2026_02,2026-04-18 13:53
TGSAS,42,84602,12348294,fon,2026_02,2026-04-18 13:53
ENDAE,40,4229,123506828,fon,2026_02,2026-04-18 13:53
GSDDE,20,836770,106850751,fon,2026_02,2026-04-18 13:53
MARKA,16,16,20752018,fon,2026_02,2026-04-18 13:53
CMBTN,8,3006,1023000,fon,2026_02,2026-04-18 13:53
KONYA,4,32,1646416,fon,2026_02,2026-04-18 13:53
AVGYO,0,1,111590302,fon,2026_02,2026-04-18 13:53
ENPRA,0,4,15294299,fon,2026_02,2026-04-18 13:53
OPTLRF,0,330527,3000000,fon,2026_02,2026-04-18 13:53
DGGYO,0,1,280709437,fon,2026_02,2026-04-18 13:53
TLMAN,0,189669,10300000,fon,2026_02,2026-04-18 13:53
AKYHO,0,1,223895870,fon,2026_02,2026-04-18 13:53
GRNYO,0,3014682,37386059,fon,2026_02,2026-04-18 13:53
OZRDN,0,1,57107579,fon,2026_02,2026-04-18 13:53
SEYKM,0,1100000,151040901,fon,2026_02,2026-04-18 13:53
EUHOL,0,911013,142999954,fon,2026_02,2026-04-18 13:53
MHRGY,0,11427338,310499991,fon,2026_02,2026-04-18 13:53
AKMGY,0,677989,21568998,fon,2026_02,2026-04-18 13:53
QNBTR,0,2,2571745911,fon,2026_02,2026-04-18 13:53
DOGUB,0,682,19821566,fon,2026_02,2026-04-18 13:53
APBDLF,0,32794,14400000,fon,2026_02,2026-04-18 13:53
UZEL,0,15606,26329793,fon,2026_02,2026-04-18 13:53
FMIZP,-11,2,3497641,fon,2026_02,2026-04-18 13:53
POLTK,-13,29,1125000,fon,2026_02,2026-04-18 13:53
BFREN,-24,768,24586148,fon,2026_02,2026-04-18 13:53
ONRYT,-33,2105778,19730000,fon,2026_02,2026-04-18 13:53
BIGTK,-66,142120,23834373,fon,2026_02,2026-04-18 13:53
TSGYO,-76,1399083,266499982,fon,2026_02,2026-04-18 13:53
VERUS,-79,233771,34499937,fon,2026_02,2026-04-18 13:53
DOKTA,-120,795,145872862,fon,2026_02,2026-04-18 13:53
TURGG,-203,22,32042988,fon,2026_02,2026-04-18 13:53
LYDYE,-482,122900,1391287,fon,2026_02,2026-04-18 13:53
HATEK,-537,35,62998947,fon,2026_02,2026-04-18 13:53
ANGEN,-551,2748,86440002,fon,2026_02,2026-04-18 13:53
ZEDUR,-642,1026,69899992,fon,2026_02,2026-04-18 13:53
INVES,-937,3969094,37480000,fon,2026_02,2026-04-18 13:53
BIZIM,-1059,292142,27601626,fon,2026_02,2026-04-18 13:53
EDIP,-1149,40430,36468204,fon,2026_02,2026-04-18 13:53
ISGSY,-1202,424448,47378729,fon,2026_02,2026-04-18 13:53
VSNMD,-1459,1088,24000000,fon,2026_02,2026-04-18 13:53
EMKEL,-1548,5817,149999456,fon,2026_02,2026-04-18 13:53
CLEBI,-1671,17811,5490178,fon,2026_02,2026-04-18 13:53
HURGZ,-2139,6586,220784167,fon,2026_02,2026-04-18 13:53
ADEL,-2687,4008,112043619,fon,2026_02,2026-04-18 13:53
INGRM,-2688,69963,14969536,fon,2026_02,2026-04-18 13:53
PRKAB,-2857,2260,35225443,fon,2026_02,2026-04-18 13:53
METRO,-3229,22943,539989959,fon,2026_02,2026-04-18 13:53
DMSAS,-3875,2466,199994510,fon,2026_02,2026-04-18 13:53
TAVHL,-4142,13530924,213213415,fon,2026_02,2026-04-18 13:53
BMSTL,-4326,3954,74772261,fon,2026_02,2026-04-18 13:53
IHYAY,-5167,24463,388124996,fon,2026_02,2026-04-18 13:53
GATEG,-6260,47826,10570341,fon,2026_02,2026-04-18 13:53
BORLS,-8877,23554931,308652686,fon,2026_02,2026-04-18 13:53
BRYAT,-10134,20210,10264685,fon,2026_02,2026-04-18 13:53
SNICA,-10172,571673,321688855,fon,2026_02,2026-04-18 13:53
AYEN,-14180,122665,55531320,fon,2026_02,2026-04-18 13:53
YYAPI,-15026,789520,1705025550,fon,2026_02,2026-04-18 13:53
PKART,-15348,184191,11048497,fon,2026_02,2026-04-18 13:53
DOFER,-18314,661,20172500,fon,2026_02,2026-04-18 13:53
VANGD,-20000,1362986,24374995,fon,2026_02,2026-04-18 13:53
EGGUB,-27013,407588,75862197,fon,2026_02,2026-04-18 13:53
KRDMB,-27432,1175815,118762110,fon,2026_02,2026-04-18 13:53
NETAS,-30135,756993,31783484,fon,2026_02,2026-04-18 13:53
ALFAS,-31080,131190,84639559,fon,2026_02,2026-04-18 13:53
MARMR,-32888,55183,961218727,fon,2026_02,2026-04-18 13:53
AKFIS,-34461,8254439,66841328,fon,2026_02,2026-04-18 13:53
TCKRC,-34788,5815157,70000000,fon,2026_02,2026-04-18 13:53
HDFGS,-40555,45991,956974191,fon,2026_02,2026-04-18 13:53
SURGY,-44031,207054,44999990,fon,2026_02,2026-04-18 13:53
FORTE,-45640,1194030,21999999,fon,2026_02,2026-04-18 13:53
OYLUM,-50000,5350000,80937367,fon,2026_02,2026-04-18 13:53
BRISA,-50777,3314857,31247472,fon,2026_02,2026-04-18 13:53
MTRKS,-50952,2675598,43633165,fon,2026_02,2026-04-18 13:53
ICBCT,-51662,415003,216761845,fon,2026_02,2026-04-18 13:53
BURCE,-52352,1711,44422390,fon,2026_02,2026-04-18 13:53
ARENA,-53522,2845961,66996461,fon,2026_02,2026-04-18 13:53
EKSUN,-66000,1039498,171792833,fon,2026_02,2026-04-18 13:53
GUBRF,-72366,7458670,85359737,fon,2026_02,2026-04-18 13:53
ORGE,-75883,4350989,41839996,fon,2026_02,2026-04-18 13:53
DGATE,-77765,745766,15227271,fon,2026_02,2026-04-18 13:53
CEMAS,-85900,26985,790994229,fon,2026_02,2026-04-18 13:53
GRTHO,-89666,16568016,36745000,fon,2026_02,2026-04-18 13:53
GRSEL,-92751,9514570,29650000,fon,2026_02,2026-04-18 13:53
DOAS,-97519,1984733,97899975,fon,2026_02,2026-04-18 13:53
PAPIL,-100249,6445535,206247674,fon,2026_02,2026-04-18 13:53
KLRHO,-103104,205714193,341250000,fon,2026_02,2026-04-18 13:53
ARSAN,-104349,11530983,887344274,fon,2026_02,2026-04-18 13:53
SDTTR,-108068,2870036,15990000,fon,2026_02,2026-04-18 13:53
MAKTK,-110749,66217581,184370066,fon,2026_02,2026-04-18 13:53
VBTYZ,-113033,3297096,56160000,fon,2026_02,2026-04-18 13:53
EBEBK,-122684,5166810,40534692,fon,2026_02,2026-04-18 13:53
SELEC,-127319,21714815,124262097,fon,2026_02,2026-04-18 13:53
MEDTR,-129840,1151458,24499999,fon,2026_02,2026-04-18 13:53
AKENR,-135964,237181,385189146,fon,2026_02,2026-04-18 13:53
ELITE,-153518,484491,44650000,fon,2026_02,2026-04-18 13:53
OBASE,-155211,517438,14924000,fon,2026_02,2026-04-18 13:53
ECZYT,-157753,567136,45880511,fon,2026_02,2026-04-18 13:53
NPTLRF,-161206,1135926,1825000,fon,2026_02,2026-04-18 13:53
TMSN,-176585,1486749,44449988,fon,2026_02,2026-04-18 13:53
SAYAS,-177603,625908,42530887,fon,2026_02,2026-04-18 13:53
TBORG,-192703,844241,59392160,fon,2026_02,2026-04-18 13:53
PRDGS,-196928,300000,110850000,fon,2026_02,2026-04-18 13:53
GZNMI,-203423,17202028,40949825,fon,2026_02,2026-04-18 13:53
MOBTL,-214731,5624061,207999999,fon,2026_02,2026-04-18 13:53
ATATP,-217540,1136576,18809999,fon,2026_02,2026-04-18 13:53
SARKY,-223406,324713,999999671,fon,2026_02,2026-04-18 13:53
GMSTRF,-234916,24740734,73800000,fon,2026_02,2026-04-18 13:53
KORDS,-242220,1860908,65421451,fon,2026_02,2026-04-18 13:53
AZTEK,-244066,12800561,279000000,fon,2026_02,2026-04-18 13:53
ARASE,-247462,5919653,49999991,fon,2026_02,2026-04-18 13:53
FORMT,-249283,364394,1029046010,fon,2026_02,2026-04-18 13:53
OYYAT,-270342,8721135,91048322,fon,2026_02,2026-04-18 13:53
SISE,-270991,108288018,1814905642,fon,2026_02,2026-04-18 13:53
IHLAS,-271904,173187,1396079076,fon,2026_02,2026-04-18 13:53
VESTL,-273738,4530383,295447203,fon,2026_02,2026-04-18 13:53
IEYHO,-279669,161850264,541032947,fon,2026_02,2026-04-18 13:53
HATSN,-294522,3396742,44299964,fon,2026_02,2026-04-18 13:53
AGESA,-297853,4385429,35829553,fon,2026_02,2026-04-18 13:53
PENGD,-300398,503508,171069968,fon,2026_02,2026-04-18 13:53
CEMZY,-319525,49996280,124119970,fon,2026_02,2026-04-18 13:53
MACKO,-321087,2338761,41500000,fon,2026_02,2026-04-18 13:53
MNDRS,-322282,7760019,222007982,fon,2026_02,2026-04-18 13:53
SANFM,-374083,11139280,225029995,fon,2026_02,2026-04-18 13:53
TRGYO,-378635,9838665,251573369,fon,2026_02,2026-04-18 13:53
CIMSA,-390898,52670791,488404404,fon,2026_02,2026-04-18 13:53
AGROT,-398054,65618,843999770,fon,2026_02,2026-04-18 13:53
BEGYO,-420627,480479,290000000,fon,2026_02,2026-04-18 13:53
LKMNH,-421644,20422606,163262533,fon,2026_02,2026-04-18 13:53
TKNSA,-436279,10796302,100485379,fon,2026_02,2026-04-18 13:53
TRENJ,-439798,4406733,98018735,fon,2026_02,2026-04-18 13:53
EKOS,-450091,1001591,307199852,fon,2026_02,2026-04-18 13:53
GMTAS,-451765,6717955,298687813,fon,2026_02,2026-04-18 13:53
BAHKM,-466730,2393605,23289000,fon,2026_02,2026-04-18 13:53
PENTA,-518122,7075155,181070136,fon,2026_02,2026-04-18 13:53
HOROZ,-520029,5795243,24599986,fon,2026_02,2026-04-18 13:53
MEYSU,-551895,726462,175000000,fon,2026_02,2026-04-18 13:53
CCOLA,-553309,44400053,820001147,fon,2026_02,2026-04-18 13:53
BESLR,-568085,33903038,658098036,fon,2026_02,2026-04-18 13:53
ARCLK,-570444,11084475,170054748,fon,2026_02,2026-04-18 13:53
EPLAS,-575000,2275000,190491857,fon,2026_02,2026-04-18 13:53
SEGYO,-576875,103155,203351321,fon,2026_02,2026-04-18 13:53
MRGYO,-577408,1189631,1753202571,fon,2026_02,2026-04-18 13:53
KONKA,-649178,14952566,89670000,fon,2026_02,2026-04-18 13:53
TUREX,-681002,9615309,432000000,fon,2026_02,2026-04-18 13:53
TNZTP,-759311,19930648,87499950,fon,2026_02,2026-04-18 13:53
KLKIM,-765432,16400936,138383655,fon,2026_02,2026-04-18 13:53
PATEK,-769380,11567456,293081892,fon,2026_02,2026-04-18 13:53
ALGYO,-786434,72801276,989338262,fon,2026_02,2026-04-18 13:53
ENJSA,-795064,27300288,236209270,fon,2026_02,2026-04-18 13:53
KOPOL,-797534,5848356,266319652,fon,2026_02,2026-04-18 13:53
RALYH,-801073,48741291,176370972,fon,2026_02,2026-04-18 13:53
SRVGY,-809859,21686674,812499687,fon,2026_02,2026-04-18 13:53
AKFYE,-810183,54478145,551782160,fon,2026_02,2026-04-18 13:53
TRCAS,-842022,10448386,206252778,fon,2026_02,2026-04-18 13:53
OTKAR,-855165,3828690,33417145,fon,2026_02,2026-04-18 13:53
AYGAZ,-890694,5898463,98568807,fon,2026_02,2026-04-18 13:53
FZLGY,-895640,299562830,398427644,fon,2026_02,2026-04-18 13:53
UNLU,-901772,39105000,102181558,fon,2026_02,2026-04-18 13:53
YATAS,-934466,10147771,94866488,fon,2026_02,2026-04-18 13:53
ISFIN,-939180,22695287,310154523,fon,2026_02,2026-04-18 13:53
TUCLK,-942707,27318,253181400,fon,2026_02,2026-04-18 13:53
SUNTK,-962146,68899658,145280000,fon,2026_02,2026-04-18 13:53
KRPLS,-965218,303980,78486163,fon,2026_02,2026-04-18 13:53
THYAO,-982682,52405075,739463453,fon,2026_02,2026-04-18 13:53
TABGD,-992211,7757484,52499906,fon,2026_02,2026-04-18 13:53
SKYLP,-993000,1028927,7159255,fon,2026_02,2026-04-18 13:53
BAYRK,-997700,21235217,189751123,fon,2026_02,2026-04-18 13:53
AGHOL,-1057284,347906829,1068828243,fon,2026_02,2026-04-18 13:53
MIATK,-1085685,12922200,313087979,fon,2026_02,2026-04-18 13:53
VESBE,-1123041,3035318,503578676,fon,2026_02,2026-04-18 13:53
PNSUT,-1136090,844642,128323851,fon,2026_02,2026-04-18 13:53
TOASO,-1202412,17328486,120585076,fon,2026_02,2026-04-18 13:53
OZGYO,-1214534,6066,490916869,fon,2026_02,2026-04-18 13:53
LMKDC,-1268761,26279824,155929999,fon,2026_02,2026-04-18 13:53
MGROS,-1293837,10826008,96563550,fon,2026_02,2026-04-18 13:53
KAREL,-1316212,99857551,329659497,fon,2026_02,2026-04-18 13:53
ANHYT,-1347753,11166755,88457041,fon,2026_02,2026-04-18 13:53
LOGO,-1399289,7595062,74328248,fon,2026_02,2026-04-18 13:53
KLSYN,-1419137,385588,107854952,fon,2026_02,2026-04-18 13:53
MPARK,-1421032,11318346,80869110,fon,2026_02,2026-04-18 13:53
YKSLN,-1448057,132690,197429570,fon,2026_02,2026-04-18 13:53
ISKPL,-1529130,120605718,724625736,fon,2026_02,2026-04-18 13:53
BIOEN,-1683854,36422609,197983418,fon,2026_02,2026-04-18 13:53
SOKM,-1719855,41385744,448708248,fon,2026_02,2026-04-18 13:53
GLRMK,-1747754,4796571,38760000,fon,2026_02,2026-04-18 13:53
GLCVY,-1828545,3549153,26400000,fon,2026_02,2026-04-18 13:53
EREGL,-1831652,528222015,3554238535,fon,2026_02,2026-04-18 13:53
EGEGY,-1859016,690198,69140000,fon,2026_02,2026-04-18 13:53
GOKNR,-1900325,11503798,178040711,fon,2026_02,2026-04-18 13:53
TRMET,-1925295,18548677,174483588,fon,2026_02,2026-04-18 13:53
INVEO,-1935040,7527410,998999954,fon,2026_02,2026-04-18 13:53
GLDTRF,-1935957,4712050,45850000,fon,2026_02,2026-04-18 13:53
RGYAS,-2071253,6555645,105523000,fon,2026_02,2026-04-18 13:53
EYGYO,-2100391,21866584,362859667,fon,2026_02,2026-04-18 13:53
SEGMN,-2135287,31480,80999980,fon,2026_02,2026-04-18 13:53
KLYPV,-2242792,8066429,46334639,fon,2026_02,2026-04-18 13:53
TRILC,-2325895,19768625,118499496,fon,2026_02,2026-04-18 13:53
AVPGY,-2480127,12483254,99999990,fon,2026_02,2026-04-18 13:53
BARMA,-2572727,2660913,68130939,fon,2026_02,2026-04-18 13:53
ZPLIBF,-2709869,122489546,190200000,fon,2026_02,2026-04-18 13:53
OZKGY,-2735589,120358470,363999945,fon,2026_02,2026-04-18 13:53
KMPUR,-2825517,20413591,132432524,fon,2026_02,2026-04-18 13:53
ODAS,-2883306,52064224,1113798031,fon,2026_02,2026-04-18 13:53
KOTON,-2961515,13791810,136599922,fon,2026_02,2026-04-18 13:53
ENKAI,-2975253,38605033,874733059,fon,2026_02,2026-04-18 13:53
TTKOM,-3087516,25792710,524999999,fon,2026_02,2026-04-18 13:53
TEKTU,-3134651,30663,195639311,fon,2026_02,2026-04-18 13:53
ESCAR,-3138387,13000926,101933690,fon,2026_02,2026-04-18 13:53
