hisse,fark,adet2,tks2,tip,donem,yukleme
KNFRT,-12703,11397,131747000,yabanci,2026_01,2026-04-18 13:52
ISYAT,-14091,2,152245569,yabanci,2026_01,2026-04-18 13:52
SERNT,-19868,19352,113000000,yabanci,2026_01,2026-04-18 13:52
INGRM,-20833,616,14969536,yabanci,2026_01,2026-04-18 13:52
KTSKR,-21029,45374,14691795,yabanci,2026_01,2026-04-18 13:52
YAYLA,-23672,9497,39874966,yabanci,2026_01,2026-04-18 13:52
BLCYT,-25004,375455,49088907,yabanci,2026_01,2026-04-18 13:52
RUZYE,-29638,1031516,267748491,yabanci,2026_01,2026-04-18 13:52
INTEM,-30770,9182,9428747,yabanci,2026_01,2026-04-18 13:52
OTKAR,-32808,6040536,33417145,yabanci,2026_01,2026-04-18 13:52
ULUSE,-34712,72067,24000000,yabanci,2026_01,2026-04-18 13:52
POLTK,-37061,294347,1125000,yabanci,2026_01,2026-04-18 13:52
VKING,-38031,6232,30932905,yabanci,2026_01,2026-04-18 13:52
GSDDE,-40736,1716724,106850751,yabanci,2026_01,2026-04-18 13:52
LUKSK,-43270,20846,27257202,yabanci,2026_01,2026-04-18 13:52
FRIGO,-44141,32001,153667954,yabanci,2026_01,2026-04-18 13:52
AKMGY,-44545,2,21568998,yabanci,2026_01,2026-04-18 13:52
TUCLK,-47224,50861,230681400,yabanci,2026_01,2026-04-18 13:52
VERUS,-51695,12927054,34499937,yabanci,2026_01,2026-04-18 13:52
TRCAS,-51709,7261469,206252778,yabanci,2026_01,2026-04-18 13:52
CGCAM,-52101,384,42000000,yabanci,2026_01,2026-04-18 13:52
SEKFK,-55285,533752,62311473,yabanci,2026_01,2026-04-18 13:52
EDIP,-58395,368298,36468204,yabanci,2026_01,2026-04-18 13:52
JANTS,-61389,3919144,207477849,yabanci,2026_01,2026-04-18 13:52
INVES,-64393,2769584,37480000,yabanci,2026_01,2026-04-18 13:52
MAKIM,-65702,2079704,42559998,yabanci,2026_01,2026-04-18 13:52
ONCSM,-69007,324159,10086000,yabanci,2026_01,2026-04-18 13:52
HOROZ,-70371,21944,24599986,yabanci,2026_01,2026-04-18 13:52
ODINE,-82427,1539977,52576848,yabanci,2026_01,2026-04-18 13:52
TMSN,-91536,2055452,44449988,yabanci,2026_01,2026-04-18 13:52
OZSUB,-93349,33059,42499126,yabanci,2026_01,2026-04-18 13:52
GENTS,-93436,2310680,749958921,yabanci,2026_01,2026-04-18 13:52
POLHO,-94304,16706726,164140074,yabanci,2026_01,2026-04-18 13:52
ATAKP,-94940,172057,28224000,yabanci,2026_01,2026-04-18 13:52
RNPOL,-99559,200176,16795000,yabanci,2026_01,2026-04-18 13:52
GRTHO,-101056,6573648,36745000,yabanci,2026_01,2026-04-18 13:52
ARENA,-102047,63438,66996461,yabanci,2026_01,2026-04-18 13:52
KLMSN,-103144,12034,30881197,yabanci,2026_01,2026-04-18 13:52
DEVA,-105501,1266189,199971814,yabanci,2026_01,2026-04-18 13:52
PAGYO,-106245,2412308,57781202,yabanci,2026_01,2026-04-18 13:52
ECZYT,-106381,2135821,45880511,yabanci,2026_01,2026-04-18 13:52
KONKA,-114524,27072,89670000,yabanci,2026_01,2026-04-18 13:52
PINSU,-115404,183094,101635846,yabanci,2026_01,2026-04-18 13:52
FZLGY,-118315,2146646,398427439,yabanci,2026_01,2026-04-18 13:52
AGYO,-125361,246031,129036460,yabanci,2026_01,2026-04-18 13:52
BNTAS,-128330,1,170624998,yabanci,2026_01,2026-04-18 13:52
YATAS,-128435,13658894,94866488,yabanci,2026_01,2026-04-18 13:52
BINBN,-132585,9630033,17000000,yabanci,2026_01,2026-04-18 13:52
BASGZ,-138431,12758395,174999999,yabanci,2026_01,2026-04-18 13:52
AVGYO,-142042,70653,111590302,yabanci,2026_01,2026-04-18 13:52
GLCVY,-145774,927898,26400000,yabanci,2026_01,2026-04-18 13:52
OBAMS,-146654,8230963,725750028,yabanci,2026_01,2026-04-18 13:52
CEMZY,-157049,116539,124118690,yabanci,2026_01,2026-04-18 13:52
SUNTK,-161926,13945056,144433250,yabanci,2026_01,2026-04-18 13:52
ENTRA,-162438,5977600,369383564,yabanci,2026_01,2026-04-18 13:52
NETAS,-166744,339283,31783484,yabanci,2026_01,2026-04-18 13:52
OZATD,-172686,971990,13349933,yabanci,2026_01,2026-04-18 13:52
SAYAS,-178066,698810,42530887,yabanci,2026_01,2026-04-18 13:52
KORDS,-182766,2834839,65421451,yabanci,2026_01,2026-04-18 13:52
KRGYO,-192269,491027,275373393,yabanci,2026_01,2026-04-18 13:52
ENDAE,-196791,497909,120211591,yabanci,2026_01,2026-04-18 13:52
BIGCH,-213841,2742465,73786589,yabanci,2026_01,2026-04-18 13:52
AKENR,-220916,1890275,385189146,yabanci,2026_01,2026-04-18 13:52
CATES,-224585,669828,33050000,yabanci,2026_01,2026-04-18 13:52
PARSN,-241471,683135,34033246,yabanci,2026_01,2026-04-18 13:52
OFSYM,-245725,785249,22749998,yabanci,2026_01,2026-04-18 13:52
TURGG,-250236,579071,32042988,yabanci,2026_01,2026-04-18 13:52
DESPC,-258366,118546,16023700,yabanci,2026_01,2026-04-18 13:52
GEREL,-267090,9836,219036379,yabanci,2026_01,2026-04-18 13:52
BIZIM,-288989,511937,27601626,yabanci,2026_01,2026-04-18 13:52
BARMA,-289689,438398,67594701,yabanci,2026_01,2026-04-18 13:52
ARDYZ,-321949,2961631,279551557,yabanci,2026_01,2026-04-18 13:52
LIDER,-325035,21583319,279500000,yabanci,2026_01,2026-04-18 13:52
HATSN,-328841,900301,44299973,yabanci,2026_01,2026-04-18 13:52
USAK,-339110,12216605,1218028690,yabanci,2026_01,2026-04-18 13:52
YESIL,-349123,0,640699952,yabanci,2026_01,2026-04-18 13:52
PRKAB,-351335,306759,35225443,yabanci,2026_01,2026-04-18 13:52
EUPWR,-351735,17501427,199610525,yabanci,2026_01,2026-04-18 13:52
OYYAT,-360053,7175567,91048322,yabanci,2026_01,2026-04-18 13:52
AKCNS,-362058,3342618,39359284,yabanci,2026_01,2026-04-18 13:52
NTHOL,-363417,24684310,485479112,yabanci,2026_01,2026-04-18 13:52
SMRVA,-366218,2241280,28000000,yabanci,2026_01,2026-04-18 13:52
TKNSA,-367722,1479716,100485379,yabanci,2026_01,2026-04-18 13:52
DGNMO,-395817,4075848,327634635,yabanci,2026_01,2026-04-18 13:52
OZYSR,-399725,607232,40488000,yabanci,2026_01,2026-04-18 13:52
UNLU,-411752,2942042,102181558,yabanci,2026_01,2026-04-18 13:52
SUWEN,-424501,47460430,365687500,yabanci,2026_01,2026-04-18 13:52
SKYMD,-429186,3576,52499981,yabanci,2026_01,2026-04-18 13:52
ALKIM,-443243,10333806,182767821,yabanci,2026_01,2026-04-18 13:52
VSNMD,-447690,1163218,24000000,yabanci,2026_01,2026-04-18 13:52
VBTYZ,-458411,1253788,55935000,yabanci,2026_01,2026-04-18 13:52
DAGI,-466578,4,175301274,yabanci,2026_01,2026-04-18 13:52
KLRHO,-471108,58945242,341250000,yabanci,2026_01,2026-04-18 13:52
ADGYO,-492576,897082,379654367,yabanci,2026_01,2026-04-18 13:52
PETUN,-499648,4746862,134673118,yabanci,2026_01,2026-04-18 13:52
NTGAZ,-509078,7045000,276000000,yabanci,2026_01,2026-04-18 13:52
MERKO,-523021,782655,101104701,yabanci,2026_01,2026-04-18 13:52
ISSEN,-528754,13320,107411517,yabanci,2026_01,2026-04-18 13:52
ALKLC,-537151,4247557,45382467,yabanci,2026_01,2026-04-18 13:52
RALYH,-540029,16259209,176324572,yabanci,2026_01,2026-04-18 13:52
SELEC,-551040,13193313,124262097,yabanci,2026_01,2026-04-18 13:52
NIBAS,-562328,22447,267767946,yabanci,2026_01,2026-04-18 13:52
MTRKS,-567483,215243,43633165,yabanci,2026_01,2026-04-18 13:52
BAGFS,-602437,5933209,100042745,yabanci,2026_01,2026-04-18 13:52
LKMNH,-621800,3423927,163262533,yabanci,2026_01,2026-04-18 13:52
DOFER,-623423,39123,19572500,yabanci,2026_01,2026-04-18 13:52
RGYAS,-658946,53459162,105523000,yabanci,2026_01,2026-04-18 13:52
KBORU,-678416,517710,143999994,yabanci,2026_01,2026-04-18 13:52
BERA,-711409,52279261,491816866,yabanci,2026_01,2026-04-18 13:52
SNICA,-731487,5179833,321688855,yabanci,2026_01,2026-04-18 13:52
OSMEN,-744536,461934,157750927,yabanci,2026_01,2026-04-18 13:52
YYLGD,-753133,25063278,369826200,yabanci,2026_01,2026-04-18 13:52
ADEL,-780188,17131,112043619,yabanci,2026_01,2026-04-18 13:52
MEDTR,-793446,170011,24499999,yabanci,2026_01,2026-04-18 13:52
CEMTS,-795818,5023684,233425986,yabanci,2026_01,2026-04-18 13:52
AVOD,-830558,649572,253604577,yabanci,2026_01,2026-04-18 13:52
VESBE,-840770,32723250,503578676,yabanci,2026_01,2026-04-18 13:52
MARBL,-851909,8069,65226403,yabanci,2026_01,2026-04-18 13:52
YIGIT,-890319,160951,74999975,yabanci,2026_01,2026-04-18 13:52
KOCMT,-932862,1351388,581991187,yabanci,2026_01,2026-04-18 13:52
IHLAS,-975627,14412138,1396079076,yabanci,2026_01,2026-04-18 13:52
GEDIK,-977205,3402814,983076856,yabanci,2026_01,2026-04-18 13:52
DOFRB,-1009363,282371,45000000,yabanci,2026_01,2026-04-18 13:52
LOGO,-1060898,25924048,74328248,yabanci,2026_01,2026-04-18 13:52
HKTM,-1086224,156865,72747500,yabanci,2026_01,2026-04-18 13:52
TRILC,-1102205,746926,118499496,yabanci,2026_01,2026-04-18 13:52
AKSEN,-1139930,22964590,638545796,yabanci,2026_01,2026-04-18 13:52
OSTIM,-1158278,8817371,509984964,yabanci,2026_01,2026-04-18 13:52
BIMAS,-1163821,200381613,436214016,yabanci,2026_01,2026-04-18 13:52
KUYAS,-1228490,16357528,395658898,yabanci,2026_01,2026-04-18 13:52
BINHO,-1261833,1442528,488884390,yabanci,2026_01,2026-04-18 13:52
PENGD,-1326916,1429058,171069968,yabanci,2026_01,2026-04-18 13:52
GOKNR,-1338344,5394363,178040711,yabanci,2026_01,2026-04-18 13:52
MEKAG,-1446386,202291,320319999,yabanci,2026_01,2026-04-18 13:52
YYAPI,-1446528,1069390,1705025550,yabanci,2026_01,2026-04-18 13:52
KRVGD,-1460493,64675400,596159766,yabanci,2026_01,2026-04-18 13:52
HTTBT,-1508179,16793784,82805422,yabanci,2026_01,2026-04-18 13:52
ZEDUR,-1519978,0,69899992,yabanci,2026_01,2026-04-18 13:52
MNDRS,-1616779,5563593,222007982,yabanci,2026_01,2026-04-18 13:52
GSDHO,-1641861,117393689,999994969,yabanci,2026_01,2026-04-18 13:52
MACKO,-1668754,2806957,41453550,yabanci,2026_01,2026-04-18 13:52
SANFM,-1749202,144057,225029995,yabanci,2026_01,2026-04-18 13:52
INVEO,-1848016,454048,998999954,yabanci,2026_01,2026-04-18 13:52
IHYAY,-1890373,1436043,388124996,yabanci,2026_01,2026-04-18 13:52
HEDEF,-1911730,4545777,562499930,yabanci,2026_01,2026-04-18 13:52
ANELE,-1926406,509626,151405542,yabanci,2026_01,2026-04-18 13:52
TNZTP,-1936162,6677955,87496826,yabanci,2026_01,2026-04-18 13:52
EGSER,-1939564,556638,545751057,yabanci,2026_01,2026-04-18 13:52
KARSN,-1948824,21798668,827850973,yabanci,2026_01,2026-04-18 13:52
SELVA,-2000000,436374,747897737,yabanci,2026_01,2026-04-18 13:52
TEZOL,-2018227,1014093,139835975,yabanci,2026_01,2026-04-18 13:52
PRKME,-2114525,35584,53038641,yabanci,2026_01,2026-04-18 13:52
DURDO,-2136269,4634005,379703149,yabanci,2026_01,2026-04-18 13:52
IEYHO,-2181845,25711173,541032947,yabanci,2026_01,2026-04-18 13:52
AHGAZ,-2211654,75277024,659370871,yabanci,2026_01,2026-04-18 13:52
KRSTL,-2355900,11137049,183664642,yabanci,2026_01,2026-04-18 13:52
PGSUS,-2360293,41777292,245068871,yabanci,2026_01,2026-04-18 13:52
DMSAS,-2381546,3871166,199994510,yabanci,2026_01,2026-04-18 13:52
ISGYO,-2458718,38966234,531312439,yabanci,2026_01,2026-04-18 13:52
HUNER,-2466921,18901304,670137934,yabanci,2026_01,2026-04-18 13:52
ARZUM,-2577084,3299753,293999828,yabanci,2026_01,2026-04-18 13:52
OYAKC,-2624565,235321992,4656879380,yabanci,2026_01,2026-04-18 13:52
IHLGM,-2644132,2152962,986078000,yabanci,2026_01,2026-04-18 13:52
SNGYO,-2711218,157636472,3607173097,yabanci,2026_01,2026-04-18 13:52
IZFAS,-2788110,981643,156001658,yabanci,2026_01,2026-04-18 13:52
AKSA,-2880887,253838209,1503670642,yabanci,2026_01,2026-04-18 13:52
ESCAR,-2933575,28161233,101933690,yabanci,2026_01,2026-04-18 13:52
EKSUN,-2994497,37291,171792833,yabanci,2026_01,2026-04-18 13:52
EGEGY,-2996263,1765988,61200000,yabanci,2026_01,2026-04-18 13:52
EFOR,-3030747,86399481,539999994,yabanci,2026_01,2026-04-18 13:52
TATEN,-3040828,4277192,347769724,yabanci,2026_01,2026-04-18 13:52
EDATA,-3049293,376078,160065396,yabanci,2026_01,2026-04-18 13:52
TERA,-3234511,23222216,240888789,yabanci,2026_01,2026-04-18 13:52
TRGYO,-3354933,47989349,251573369,yabanci,2026_01,2026-04-18 13:52
BSOKE,-3375232,31957109,458486931,yabanci,2026_01,2026-04-18 13:52
KTLEV,-3738488,90287142,1288500000,yabanci,2026_01,2026-04-18 13:52
ULUUN,-4176760,4902080,290523352,yabanci,2026_01,2026-04-18 13:52
GENIL,-4631297,11164105,85937999,yabanci,2026_01,2026-04-18 13:52
ESCOM,-4640857,969213,463831670,yabanci,2026_01,2026-04-18 13:52
VRGYO,-4828894,29084484,597643904,yabanci,2026_01,2026-04-18 13:52
INDES,-4892096,50845943,462749768,yabanci,2026_01,2026-04-18 13:52
YKSLN,-4978493,3934488,197429570,yabanci,2026_01,2026-04-18 13:52
FONET,-5031365,5914947,577082984,yabanci,2026_01,2026-04-18 13:52
KONTR,-5210052,50253164,936038763,yabanci,2026_01,2026-04-18 13:52
VKGYO,-5575918,92489348,1637202242,yabanci,2026_01,2026-04-18 13:52
MRGYO,-5710252,5984363,1035439185,yabanci,2026_01,2026-04-18 13:52
AKSGY,-5829190,97243701,1628451947,yabanci,2026_01,2026-04-18 13:52
KLSYN,-6133079,914872,107854952,yabanci,2026_01,2026-04-18 13:52
CCOLA,-6362949,592834388,818085147,yabanci,2026_01,2026-04-18 13:52
MARMR,-6797557,48832116,961218727,yabanci,2026_01,2026-04-18 13:52
GOZDE,-7116323,10670803,384992447,yabanci,2026_01,2026-04-18 13:52
PASEU,-7888308,34279021,215295868,yabanci,2026_01,2026-04-18 13:52
MARTI,-9383719,9,590191701,yabanci,2026_01,2026-04-18 13:52
ISMEN,-9631809,135911739,467723147,yabanci,2026_01,2026-04-18 13:52
ODAS,-13349606,82982146,1113798031,yabanci,2026_01,2026-04-18 13:52
EUREN,-20246217,68484817,1040132637,yabanci,2026_01,2026-04-18 13:52
IZENR,-24294008,70399252,914537597,yabanci,2026_01,2026-04-18 13:52
DMRGD,-33699261,8108837,1277294592,yabanci,2026_01,2026-04-18 13:52
TURSG,-46675581,423782162,7907296076,yabanci,2026_01,2026-04-18 13:52
ADESE,-50298751,558655493,4687131701,yabanci,2026_01,2026-04-18 13:52
PAHOL,-208648739,10972932,3999999979,yabanci,2026_01,2026-04-18 13:52
SASA,737733537,1252618131,25700421137,fon,2026_01,2026-04-18 13:52
PEKGY,215470941,1230574267,4685012615,fon,2026_01,2026-04-18 13:52
KTLEV,76531299,131007374,1288500000,fon,2026_01,2026-04-18 13:52
ALGYO,61857245,73587710,989357377,fon,2026_01,2026-04-18 13:52
DAPGM,34177615,114544188,928276145,fon,2026_01,2026-04-18 13:52
BSOKE,32013905,85340625,458486931,fon,2026_01,2026-04-18 13:52
ZGYO,29704618,29704618,84499889,fon,2026_01,2026-04-18 13:52
TERA,26072375,86242228,240888789,fon,2026_01,2026-04-18 13:52
EFOR,22698018,258832839,539999994,fon,2026_01,2026-04-18 13:52
TATEN,22673647,107784639,347769724,fon,2026_01,2026-04-18 13:52
LIDFA,22495180,49372726,458180545,fon,2026_01,2026-04-18 13:52
PASEU,22034804,66757960,215295868,fon,2026_01,2026-04-18 13:52
KAYSE,20351100,20886311,814062605,fon,2026_01,2026-04-18 13:52
PAHOL,19584383,46007714,3999999979,fon,2026_01,2026-04-18 13:52
KRDMD,18665750,86470636,780216365,fon,2026_01,2026-04-18 13:52
FONET,14226284,38664516,577082984,fon,2026_01,2026-04-18 13:52
ISCTR,13411882,1371514667,8880196742,fon,2026_01,2026-04-18 13:52
CANTE,13291994,125000429,6026143802,fon,2026_01,2026-04-18 13:52
EREGL,12926762,530053667,3554238535,fon,2026_01,2026-04-18 13:52
AEFES,12576380,175842836,2028860053,fon,2026_01,2026-04-18 13:52
EDATA,9805073,22759231,160065396,fon,2026_01,2026-04-18 13:52
SNGYO,9727541,274869872,3607173097,fon,2026_01,2026-04-18 13:52
ESCOM,9163105,40901129,463831670,fon,2026_01,2026-04-18 13:52
ALTNY,8179082,72117019,399889404,fon,2026_01,2026-04-18 13:52
KATMR,8023994,31814963,1980989998,fon,2026_01,2026-04-18 13:52
ALVES,7891826,8100959,862856920,fon,2026_01,2026-04-18 13:52
UCAYM,7665473,7665473,59996268,fon,2026_01,2026-04-18 13:52
ISGYO,7512096,28365531,531312439,fon,2026_01,2026-04-18 13:52
RTALB,7041983,7236484,432976722,fon,2026_01,2026-04-18 13:52
SISE,6488311,108559009,1814922730,fon,2026_01,2026-04-18 13:52
ECILC,6350839,23990736,210589603,fon,2026_01,2026-04-18 13:52
DOHOL,5825302,102525395,984706959,fon,2026_01,2026-04-18 13:52
LMKDC,5819666,27548585,155929999,fon,2026_01,2026-04-18 13:52
KRVGD,5697851,93083869,596159766,fon,2026_01,2026-04-18 13:52
FENER,5627050,5697051,2772321026,fon,2026_01,2026-04-18 13:52
GESAN,5417256,17940262,141759180,fon,2026_01,2026-04-18 13:52
ESCAR,5372479,16139313,101933690,fon,2026_01,2026-04-18 13:52
KUYAS,4841618,56823258,395658898,fon,2026_01,2026-04-18 13:52
AKSGY,4494637,92714406,1628451947,fon,2026_01,2026-04-18 13:52
NTGAZ,4323493,18710931,276000000,fon,2026_01,2026-04-18 13:52
AGHOL,4286756,348964113,1068828243,fon,2026_01,2026-04-18 13:52
CIMSA,4221783,53061689,488404404,fon,2026_01,2026-04-18 13:52
KOTON,4069169,16753325,136599960,fon,2026_01,2026-04-18 13:52
AHSGY,4022150,90241762,184999889,fon,2026_01,2026-04-18 13:52
SOKM,3983172,43105599,448708248,fon,2026_01,2026-04-18 13:52
GMTAS,3829176,7169720,298687813,fon,2026_01,2026-04-18 13:52
OBAMS,3821217,18336746,725750028,fon,2026_01,2026-04-18 13:52
ODINE,3707909,7491864,52576848,fon,2026_01,2026-04-18 13:52
EUPWR,3553682,14751747,199610525,fon,2026_01,2026-04-18 13:52
THYAO,3541047,53387757,739329751,fon,2026_01,2026-04-18 13:52
AKSA,3137716,152880769,1503670642,fon,2026_01,2026-04-18 13:52
MAGEN,3128189,411268634,719512140,fon,2026_01,2026-04-18 13:52
YYLGD,3121849,75389268,369826200,fon,2026_01,2026-04-18 13:52
ODAS,3062216,54947530,1113798031,fon,2026_01,2026-04-18 13:52
TEKTU,3038679,3165314,195639308,fon,2026_01,2026-04-18 13:52
INDES,2993777,58363403,462749768,fon,2026_01,2026-04-18 13:52
EPLAS,2850000,2850000,190491857,fon,2026_01,2026-04-18 13:52
SRVGY,2800156,22496533,806067999,fon,2026_01,2026-04-18 13:52
SMRTG,2760344,3964936,664164672,fon,2026_01,2026-04-18 13:52
TRHOL,2712526,6535110,17635692,fon,2026_01,2026-04-18 13:52
KARSN,2697928,5710579,827850973,fon,2026_01,2026-04-18 13:52
BIMAS,2597037,22050922,436214016,fon,2026_01,2026-04-18 13:52
DZGYO,2516385,2522884,399777846,fon,2026_01,2026-04-18 13:52
HEDEF,2479975,296298245,562499930,fon,2026_01,2026-04-18 13:52
RALYH,2395241,49542364,176324572,fon,2026_01,2026-04-18 13:52
DGNMO,2388871,20279057,327634635,fon,2026_01,2026-04-18 13:52
IZFAS,2379449,47362233,156001658,fon,2026_01,2026-04-18 13:52
GENTS,2215848,3051558,749958921,fon,2026_01,2026-04-18 13:52
EGEGY,2007058,2549214,61200000,fon,2026_01,2026-04-18 13:52
BOBET,1956569,12117762,113999998,fon,2026_01,2026-04-18 13:52
AKFYE,1915963,55288328,551782160,fon,2026_01,2026-04-18 13:52
ALBRK,1776986,132820341,1050739765,fon,2026_01,2026-04-18 13:52
TOASO,1728367,18530898,120585076,fon,2026_01,2026-04-18 13:52
ALKLC,1685577,7101741,45382467,fon,2026_01,2026-04-18 13:52
AYDEM,1675733,3699972,130000000,fon,2026_01,2026-04-18 13:52
BESLR,1549706,34471123,658098036,fon,2026_01,2026-04-18 13:52
TTKOM,1541563,28880226,524999999,fon,2026_01,2026-04-18 13:52
PATEK,1499302,12336836,293081892,fon,2026_01,2026-04-18 13:52
ADGYO,1410135,12639200,379654367,fon,2026_01,2026-04-18 13:52
LKMNH,1406902,20844250,163262533,fon,2026_01,2026-04-18 13:52
MANAS,1376511,4307079,149942371,fon,2026_01,2026-04-18 13:52
VESTL,1347113,4804121,295447203,fon,2026_01,2026-04-18 13:52
NPTLRF,1297132,1297132,1375000,fon,2026_01,2026-04-18 13:52
MEYSU,1278357,1278357,175000000,fon,2026_01,2026-04-18 13:52
TRALT,1224747,71760553,952271819,fon,2026_01,2026-04-18 13:52
OZGYO,1220600,1220600,490916869,fon,2026_01,2026-04-18 13:52
MOPAS,1209414,26740232,57330000,fon,2026_01,2026-04-18 13:52
POLHO,1200205,14316877,164140074,fon,2026_01,2026-04-18 13:52
KBORU,1176270,5148435,143999994,fon,2026_01,2026-04-18 13:52
SELEC,1149476,21842134,124262097,fon,2026_01,2026-04-18 13:52
TRMET,1144273,20473972,174454588,fon,2026_01,2026-04-18 13:52
SUWEN,1142628,106770887,365687500,fon,2026_01,2026-04-18 13:52
SAFKR,1100403,1104786,139427409,fon,2026_01,2026-04-18 13:52
GOKNR,1099476,13404123,178040711,fon,2026_01,2026-04-18 13:52
KGYO,1084880,76723621,767895149,fon,2026_01,2026-04-18 13:52
ISDMR,1056476,4949184,147623050,fon,2026_01,2026-04-18 13:52
SUNTK,996075,69861804,144433250,fon,2026_01,2026-04-18 13:52
BIGCH,984831,9008870,73786589,fon,2026_01,2026-04-18 13:52
ARDYZ,977086,25967761,279551557,fon,2026_01,2026-04-18 13:52
SANFM,967804,11513363,225029995,fon,2026_01,2026-04-18 13:52
TUCLK,960183,970025,230681400,fon,2026_01,2026-04-18 13:52
KLGYO,943168,105863700,689399869,fon,2026_01,2026-04-18 13:52
TKFEN,934267,11816479,230848007,fon,2026_01,2026-04-18 13:52
SAHOL,929128,155321021,1142761094,fon,2026_01,2026-04-18 13:52
AVPGY,928310,14963381,100000000,fon,2026_01,2026-04-18 13:52
UNLU,916772,40006772,102181558,fon,2026_01,2026-04-18 13:52
ARMGD,908558,11528047,54996000,fon,2026_01,2026-04-18 13:52
EUREN,904620,53730525,1040132637,fon,2026_01,2026-04-18 13:52
USAK,881722,1203196,1218028690,fon,2026_01,2026-04-18 13:52
DCTTR,834418,27783939,157328724,fon,2026_01,2026-04-18 13:52
INFO,796731,269860208,767463337,fon,2026_01,2026-04-18 13:52
LOGO,770845,8994351,74328248,fon,2026_01,2026-04-18 13:52
CUSAN,750575,750575,18500000,fon,2026_01,2026-04-18 13:52
YUNSA,732162,1938127,202164056,fon,2026_01,2026-04-18 13:52
TRENJ,707349,4846531,97964682,fon,2026_01,2026-04-18 13:52
ENKAI,703587,41580286,874736059,fon,2026_01,2026-04-18 13:52
GSDHO,695264,97461322,999994969,fon,2026_01,2026-04-18 13:52
HEKTS,678974,189719685,3946474643,fon,2026_01,2026-04-18 13:52
BORSK,673415,2660722,279999879,fon,2026_01,2026-04-18 13:52
ARASE,662829,6167115,49999991,fon,2026_01,2026-04-18 13:52
BLUME,628879,2737507,174710134,fon,2026_01,2026-04-18 13:52
YATAS,628259,11082237,94866488,fon,2026_01,2026-04-18 13:52
GUBRF,611761,7531036,85359737,fon,2026_01,2026-04-18 13:52
BEGYO,599641,901106,277250000,fon,2026_01,2026-04-18 13:52
ZGOLDF,595016,13958656,152040000,fon,2026_01,2026-04-18 13:52
RUBNS,589747,589747,42377765,fon,2026_01,2026-04-18 13:52
MNDRS,580089,8082301,222007982,fon,2026_01,2026-04-18 13:52
TEZOL,528927,599735,139835975,fon,2026_01,2026-04-18 13:52
PAPIL,525834,6545784,206247674,fon,2026_01,2026-04-18 13:52
OZSUB,518900,1272889,42499126,fon,2026_01,2026-04-18 13:52
FROTO,507457,48584174,625120847,fon,2026_01,2026-04-18 13:52
VESBE,499668,4158359,503578676,fon,2026_01,2026-04-18 13:52
HRKET,488384,1467421,24000000,fon,2026_01,2026-04-18 13:52
MTRKS,484042,2726550,43633165,fon,2026_01,2026-04-18 13:52
ALKIM,476457,14387542,182767821,fon,2026_01,2026-04-18 13:52
AGROT,450311,463672,843999770,fon,2026_01,2026-04-18 13:52
LILAK,446798,163622623,260252730,fon,2026_01,2026-04-18 13:52
BAHKM,439986,2860335,23289000,fon,2026_01,2026-04-18 13:52
IZENR,439962,15306909,914537597,fon,2026_01,2026-04-18 13:52
DARDL,438305,21687369,1753442695,fon,2026_01,2026-04-18 13:52
AGXAAC,432536,1947036,35877518,fon,2026_01,2026-04-18 13:52
AYES,419869,886370,86971609,fon,2026_01,2026-04-18 13:52
DESA,412414,4403682,171107590,fon,2026_01,2026-04-18 13:52
AHGAZ,410750,104143494,659370871,fon,2026_01,2026-04-18 13:52
IHLAS,388483,445091,1396079076,fon,2026_01,2026-04-18 13:52
KNFRT,377000,427000,131747000,fon,2026_01,2026-04-18 13:52
TMPOL,373886,5600032,11039990,fon,2026_01,2026-04-18 13:52
