hisse,adet2,tks2,oran,tip,donem,yukleme
TCKRC,349637,70000000,0.5,tera,2026_03,2026-04-18 13:53
BLUME,100791,174710134,0.06,tera,2026_03,2026-04-18 13:53
AKFIS,279990,66841328,0.42,tera,2026_03,2026-04-18 13:53
GMTAS,105598,298687813,0.04,tera,2026_03,2026-04-18 13:53
CEMTS,327694,233425986,0.14,tera,2026_03,2026-04-18 13:53
YUNSA,22528,202164056,0.01,tera,2026_03,2026-04-18 13:53
ERSU,5931,31755894,0.02,tera,2026_03,2026-04-18 13:53
LIDFA,8711,458180545,0.0,tera,2026_03,2026-04-18 13:53
BESTE,31418,54578499,0.06,tera,2026_03,2026-04-18 13:53
ETILR,31524,156217454,0.02,tera,2026_03,2026-04-18 13:53
VAKFN,228434,2064378140,0.01,tera,2026_03,2026-04-18 13:53
IHAAS,42006,56031248,0.07,tera,2026_03,2026-04-18 13:53
ARDYZ,28474,279551557,0.01,tera,2026_03,2026-04-18 13:53
AHSGY,7120,184999889,0.0,tera,2026_03,2026-04-18 13:53
TCELL,52333,1622604373,0.0,tera,2026_03,2026-04-18 13:53
EGPRO,50936,175170570,0.03,tera,2026_03,2026-04-18 13:53
GRTHO,957234,36745000,2.61,tera,2026_03,2026-04-18 13:53
PRKAB,23447,35225443,0.07,tera,2026_03,2026-04-18 13:53
ISDMR,24212,147631816,0.02,tera,2026_03,2026-04-18 13:53
KUVVA,11537,24204585,0.05,tera,2026_03,2026-04-18 13:53
DERIM,1117,40403770,0.0,tera,2026_03,2026-04-18 13:53
NETAS,1565,31783484,0.0,tera,2026_03,2026-04-18 13:53
ENTRA,411838,369383564,0.11,tera,2026_03,2026-04-18 13:53
ONRYT,-17031,19730000,-0.09,tera,2026_03,2026-04-18 13:53
BIENY,95254,83144831,0.11,tera,2026_03,2026-04-18 13:53
SEGYO,214569,203351321,0.11,tera,2026_03,2026-04-18 13:53
VRGYO,629610,597693904,0.11,tera,2026_03,2026-04-18 13:53
DOAS,32636,97899975,0.03,tera,2026_03,2026-04-18 13:53
HTTBT,25948,82805422,0.03,tera,2026_03,2026-04-18 13:53
GLCVY,43415,26400000,0.16,tera,2026_03,2026-04-18 13:53
AYGAZ,-22562,98568807,-0.02,tera,2026_03,2026-04-18 13:53
MEPET,1,73940585,0.0,tera,2026_03,2026-04-18 13:53
ULAS,14425,25200172,0.06,tera,2026_03,2026-04-18 13:53
DOHOL,13558837,984706978,1.38,tera,2026_03,2026-04-18 13:53
RYSAS,274729,1504020937,0.02,tera,2026_03,2026-04-18 13:53
SOKE,20588,126999996,0.02,tera,2026_03,2026-04-18 13:53
VAKFA,35192,224999701,0.02,tera,2026_03,2026-04-18 13:53
HATEK,396034,62998947,0.63,tera,2026_03,2026-04-18 13:53
BTCIM,1589189,4220286921,0.04,tera,2026_03,2026-04-18 13:53
OTKAR,8003,33417145,0.02,tera,2026_03,2026-04-18 13:53
ZPLIBF,812,193280000,0.0,tera,2026_03,2026-04-18 13:53
KBORU,58737,143999994,0.04,tera,2026_03,2026-04-18 13:53
SANEL,15397,18112451,0.09,tera,2026_03,2026-04-18 13:53
PCILT,8165,45014182,0.02,tera,2026_03,2026-04-18 13:53
ASGYO,15756,165000000,0.01,tera,2026_03,2026-04-18 13:53
OYAKC,121733,4656879379,0.0,tera,2026_03,2026-04-18 13:53
ULKER,-5704,338855989,-0.0,tera,2026_03,2026-04-18 13:53
FENER,395427,2772321468,0.01,tera,2026_03,2026-04-18 13:53
ALKA,723912,330750000,0.22,tera,2026_03,2026-04-18 13:53
REEDR,520152,632419525,0.08,tera,2026_03,2026-04-18 13:53
MAGEN,327178,719512140,0.05,tera,2026_03,2026-04-18 13:53
BIMAS,11225,436214016,0.0,tera,2026_03,2026-04-18 13:53
KLSYN,211392,107854952,0.2,tera,2026_03,2026-04-18 13:53
ULUFA,594141,305269391,0.19,tera,2026_03,2026-04-18 13:53
ARSAN,10073,887344281,0.0,tera,2026_03,2026-04-18 13:53
ALKIM,72323,182767821,0.04,tera,2026_03,2026-04-18 13:53
MERCN,-510,74389005,-0.0,tera,2026_03,2026-04-18 13:53
SERNT,38678,113000000,0.03,tera,2026_03,2026-04-18 13:53
NUGYO,99035,324943976,0.03,tera,2026_03,2026-04-18 13:53
GCBFOV,94958,1084376,8.76,tera,2026_03,2026-04-18 13:53
KLRHO,692851,341250000,0.2,tera,2026_03,2026-04-18 13:53
BJKAS,1684585,1776089716,0.09,tera,2026_03,2026-04-18 13:53
ALBRK,328004,1050739765,0.03,tera,2026_03,2026-04-18 13:53
TNZTP,58888,87499950,0.07,tera,2026_03,2026-04-18 13:53
KNFRT,660837,131747000,0.5,tera,2026_03,2026-04-18 13:53
TRHOL,656756,17583212,3.74,tera,2026_03,2026-04-18 13:53
OZATD,117572,13349988,0.88,tera,2026_03,2026-04-18 13:53
SOKM,28750,448708248,0.01,tera,2026_03,2026-04-18 13:53
RYGYO,198249,770588057,0.03,tera,2026_03,2026-04-18 13:53
AYES,171754,87622392,0.2,tera,2026_03,2026-04-18 13:53
TRENJ,-64583,98018735,-0.07,tera,2026_03,2026-04-18 13:53
NTHOL,3117,485479112,0.0,tera,2026_03,2026-04-18 13:53
OSTIM,791721,510004637,0.16,tera,2026_03,2026-04-18 13:53
KAYSE,275838,828951998,0.03,tera,2026_03,2026-04-18 13:53
HUNER,176798,670137933,0.03,tera,2026_03,2026-04-18 13:53
ESEN,1584237,682499950,0.23,tera,2026_03,2026-04-18 13:53
BIGCH,31999,368932945,0.01,tera,2026_03,2026-04-18 13:53
SURGY,40903,44999990,0.09,tera,2026_03,2026-04-18 13:53
NATEN,5181,309374995,0.0,tera,2026_03,2026-04-18 13:53
ULIFTV,110000,3835471,2.87,tera,2026_03,2026-04-18 13:53
AKFYE,44807,551782160,0.01,tera,2026_03,2026-04-18 13:53
EGEPO,300652,200000000,0.15,tera,2026_03,2026-04-18 13:53
BMSCH,26560,69277402,0.04,tera,2026_03,2026-04-18 13:53
NETCD,92918,40000000,0.23,tera,2026_03,2026-04-18 13:53
MAVI,-70742,576779312,-0.01,tera,2026_03,2026-04-18 13:53
EDATA,738074,160065395,0.46,tera,2026_03,2026-04-18 13:53
AZTEK,119196,279000000,0.04,tera,2026_03,2026-04-18 13:53
BOBET,10048,113999998,0.01,tera,2026_03,2026-04-18 13:53
GEREL,346850,219036379,0.16,tera,2026_03,2026-04-18 13:53
YATAS,-126991,94866488,-0.13,tera,2026_03,2026-04-18 13:53
LRSHO,1128724,724120946,0.16,tera,2026_03,2026-04-18 13:53
PAPIL,432683,206247674,0.21,tera,2026_03,2026-04-18 13:53
ASELS,57102,1178601424,0.0,tera,2026_03,2026-04-18 13:53
MHRGY,818989,310499991,0.26,tera,2026_03,2026-04-18 13:53
UCAYM,25368,60000000,0.04,tera,2026_03,2026-04-18 13:53
ESCOM,115482,465831670,0.02,tera,2026_03,2026-04-18 13:53
TATEN,1289735,347799724,0.37,tera,2026_03,2026-04-18 13:53
ALARK,93553,165125148,0.06,tera,2026_03,2026-04-18 13:53
DCTTR,282488,157328724,0.18,tera,2026_03,2026-04-18 13:53
LKMNH,-195090,163262533,-0.12,tera,2026_03,2026-04-18 13:53
FONET,-59757,577082984,-0.01,tera,2026_03,2026-04-18 13:53
GUBRF,13962,85403679,0.02,tera,2026_03,2026-04-18 13:53
TRMET,-228235,174483588,-0.13,tera,2026_03,2026-04-18 13:53
ZGYO,231164,84500000,0.27,tera,2026_03,2026-04-18 13:53
BORLS,110369,308652686,0.04,tera,2026_03,2026-04-18 13:53
KGYO,13058,767894934,0.0,tera,2026_03,2026-04-18 13:53
ADGYO,61214,379654333,0.02,tera,2026_03,2026-04-18 13:53
IMASM,730519,650600499,0.11,tera,2026_03,2026-04-18 13:53
GRSEL,335594,29650000,1.13,tera,2026_03,2026-04-18 13:53
KCAER,505288,496494775,0.1,tera,2026_03,2026-04-18 13:53
ARFYE,19271,47000000,0.04,tera,2026_03,2026-04-18 13:53
ESCAR,343854,101933690,0.34,tera,2026_03,2026-04-18 13:53
SANFM,756595,225029995,0.34,tera,2026_03,2026-04-18 13:53
INFO,-387088,767463333,-0.05,tera,2026_03,2026-04-18 13:53
AGROT,1114573,879999770,0.13,tera,2026_03,2026-04-18 13:53
BULGS,180792,72500000,0.25,tera,2026_03,2026-04-18 13:53
TUPRS,99373,942334139,0.01,tera,2026_03,2026-04-18 13:53
RTALB,249710,432976722,0.06,tera,2026_03,2026-04-18 13:53
FROTO,-40910,625119847,-0.01,tera,2026_03,2026-04-18 13:53
ALVES,227868,1159999780,0.02,tera,2026_03,2026-04-18 13:53
TATGD,2866535,119286243,2.4,tera,2026_03,2026-04-18 13:53
PENTA,8690,181070136,0.0,tera,2026_03,2026-04-18 13:53
GARAN,-38588,2454957797,-0.0,tera,2026_03,2026-04-18 13:53
MEKAG,80515789,320319999,25.14,tera,2026_03,2026-04-18 13:53
KRDMD,251669,780216365,0.03,tera,2026_03,2026-04-18 13:53
ENKAI,65243,874733059,0.01,tera,2026_03,2026-04-18 13:53
THYAO,374852,739463453,0.05,tera,2026_03,2026-04-18 13:53
EUREN,827675,1040132637,0.08,tera,2026_03,2026-04-18 13:53
BRKO,2049578,138283723,1.48,tera,2026_03,2026-04-18 13:53
CIMSA,55288,488602363,0.01,tera,2026_03,2026-04-18 13:53
IZFAS,558102,156001658,0.36,tera,2026_03,2026-04-18 13:53
ALGYO,1564645,989338262,0.16,tera,2026_03,2026-04-18 13:53
PNSUT,741555,128323851,0.58,tera,2026_03,2026-04-18 13:53
DENGE,308712,525284797,0.06,tera,2026_03,2026-04-18 13:53
FORMT,2859825,1029046010,0.28,tera,2026_03,2026-04-18 13:53
PAHOL,5000847,3999999979,0.13,tera,2026_03,2026-04-18 13:53
ARZUM,333380,400949823,0.08,tera,2026_03,2026-04-18 13:53
PETKM,-905419,1241729843,-0.07,tera,2026_03,2026-04-18 13:53
OBAMS,555730,751078524,0.07,tera,2026_03,2026-04-18 13:53
SAFKR,248736,140056162,0.18,tera,2026_03,2026-04-18 13:53
RUZYE,457552,267748491,0.17,tera,2026_03,2026-04-18 13:53
DGNMO,-944979,327634635,-0.29,tera,2026_03,2026-04-18 13:53
PASEU,8177617,215295868,3.8,tera,2026_03,2026-04-18 13:53
AKGRT,240312,629007625,0.04,tera,2026_03,2026-04-18 13:53
RNPOL,1207739,335900000,0.36,tera,2026_03,2026-04-18 13:53
MARMR,627024,961218727,0.07,tera,2026_03,2026-04-18 13:53
TKFEN,-149858,230848007,-0.06,tera,2026_03,2026-04-18 13:53
KRDMA,-579300,240300917,-0.24,tera,2026_03,2026-04-18 13:53
KATMR,1259425,1980989998,0.06,tera,2026_03,2026-04-18 13:53
EKGYO,275326,1925107366,0.01,tera,2026_03,2026-04-18 13:53
BINHO,446980,488884380,0.09,tera,2026_03,2026-04-18 13:53
KRVGD,-2229578,596159766,-0.37,tera,2026_03,2026-04-18 13:53
TURSG,407947,7907296076,0.01,tera,2026_03,2026-04-18 13:53
GOZDE,41711,384991447,0.01,tera,2026_03,2026-04-18 13:53
SKBNK,4981087,2498877855,0.2,tera,2026_03,2026-04-18 13:53
EUHOL,22046226,142999954,15.42,tera,2026_03,2026-04-18 13:53
TSPOR,4616817,3674975174,0.13,tera,2026_03,2026-04-18 13:53
IZENR,462716,914537597,0.05,tera,2026_03,2026-04-18 13:53
AKSEN,3698289,638545796,0.58,tera,2026_03,2026-04-18 13:53
ODAS,296640,1113798031,0.03,tera,2026_03,2026-04-18 13:53
ADESE,7261278,4687131701,0.15,tera,2026_03,2026-04-18 13:53
CANTE,8517625,8608815636,0.1,tera,2026_03,2026-04-18 13:53
SELVA,665468,775687737,0.09,tera,2026_03,2026-04-18 13:53
TEHOL,616294237,1967930261,31.32,tera,2026_03,2026-04-18 13:53
GSRAY,8750070,10123744690,0.09,tera,2026_03,2026-04-18 13:53
PEKGY,274487748,4685173406,5.86,tera,2026_03,2026-04-18 13:53
TERA,14602603,240888789,6.06,tera,2026_03,2026-04-18 13:53
ISKPL,79137069,724625736,10.92,tera,2026_03,2026-04-18 13:53
LINK,83464883,747511382,11.17,bulls,2026_03,2026-04-18 13:53
SEGMN,23963868,80999980,29.59,bulls,2026_03,2026-04-18 13:53
QUAGR,17243405,1773200000,0.97,bulls,2026_03,2026-04-18 13:53
DMRGD,61152760,1277294592,4.79,bulls,2026_03,2026-04-18 13:53
ICUGS,13885298,336250000,4.13,bulls,2026_03,2026-04-18 13:53
ISCTR,14849146,8880396856,0.17,bulls,2026_03,2026-04-18 13:53
BEGYO,9481844,290000000,3.27,bulls,2026_03,2026-04-18 13:53
YKBNK,10037119,4705620952,0.21,bulls,2026_03,2026-04-18 13:53
SASA,27196548,25700434927,0.11,bulls,2026_03,2026-04-18 13:53
PETKM,6015836,1241729843,0.48,bulls,2026_03,2026-04-18 13:53
EGEGY,19551942,69140000,28.28,bulls,2026_03,2026-04-18 13:53
GSRAY,14620277,10123744690,0.14,bulls,2026_03,2026-04-18 13:53
EKGYO,1939854,1925107366,0.1,bulls,2026_03,2026-04-18 13:53
MIATK,30745557,313087979,9.82,bulls,2026_03,2026-04-18 13:53
FENER,5269526,2772321468,0.19,bulls,2026_03,2026-04-18 13:53
HEKTS,7216321,3946424637,0.18,bulls,2026_03,2026-04-18 13:53
ESCAR,4131110,101933690,4.05,bulls,2026_03,2026-04-18 13:53
SERNT,3631394,113000000,3.21,bulls,2026_03,2026-04-18 13:53
RUZYE,18129827,267748491,6.77,bulls,2026_03,2026-04-18 13:53
KATMR,5196539,1980989998,0.26,bulls,2026_03,2026-04-18 13:53
SELVA,5270495,775687737,0.68,bulls,2026_03,2026-04-18 13:53
KZBGY,12960076,1959999915,0.66,bulls,2026_03,2026-04-18 13:53
EREGL,4086860,3554243274,0.11,bulls,2026_03,2026-04-18 13:53
MRGYO,9285645,2277966226,0.41,bulls,2026_03,2026-04-18 13:53
VKGYO,3902593,1637203242,0.24,bulls,2026_03,2026-04-18 13:53
PEKGY,5909381,4685173406,0.13,bulls,2026_03,2026-04-18 13:53
SEKUR,3069304,131457835,2.33,bulls,2026_03,2026-04-18 13:53
BINHO,3598957,488884380,0.74,bulls,2026_03,2026-04-18 13:53
AEFES,1309500,2028860053,0.06,bulls,2026_03,2026-04-18 13:53
NIBAS,2122212,267767946,0.79,bulls,2026_03,2026-04-18 13:53
ZGYO,2461628,84500000,2.91,bulls,2026_03,2026-04-18 13:53
IHLGM,11762555,986078000,1.19,bulls,2026_03,2026-04-18 13:53
KLYPV,1901476,46334639,4.1,bulls,2026_03,2026-04-18 13:53
ATATR,3222804,280000000,1.15,bulls,2026_03,2026-04-18 13:53
SVGYO,1580544,295400000,0.54,bulls,2026_03,2026-04-18 13:53
EUPWR,1879172,199610525,0.94,bulls,2026_03,2026-04-18 13:53
MARTI,2133140,1475768116,0.14,bulls,2026_03,2026-04-18 13:53
CONSE,4000548,377854899,1.06,bulls,2026_03,2026-04-18 13:53
LXGYO,1176708,118936300,0.99,bulls,2026_03,2026-04-18 13:53
TCELL,1321755,1622604373,0.08,bulls,2026_03,2026-04-18 13:53
KRDMD,241310,780216365,0.03,bulls,2026_03,2026-04-18 13:53
INFO,1597049,767463333,0.21,bulls,2026_03,2026-04-18 13:53
AKSEN,1210095,638545796,0.19,bulls,2026_03,2026-04-18 13:53
TRALT,2289625,952269019,0.24,bulls,2026_03,2026-04-18 13:53
VAKBN,842806,8046896130,0.01,bulls,2026_03,2026-04-18 13:53
BULGS,6556568,72500000,9.04,bulls,2026_03,2026-04-18 13:53
ZOREN,2495991,2681244194,0.09,bulls,2026_03,2026-04-18 13:53
KCHOL,1358815,674053695,0.2,bulls,2026_03,2026-04-18 13:53
MEKAG,1567672,320319999,0.49,bulls,2026_03,2026-04-18 13:53
MEYSU,2116988,175000000,1.21,bulls,2026_03,2026-04-18 13:53
KONTR,1369990,936038761,0.15,bulls,2026_03,2026-04-18 13:53
BIGTK,16966262,23834373,71.18,bulls,2026_03,2026-04-18 13:53
BORLS,1252959,308652686,0.41,bulls,2026_03,2026-04-18 13:53
TKFEN,812567,230848007,0.35,bulls,2026_03,2026-04-18 13:53
GENKM,791852,124845000,0.63,bulls,2026_03,2026-04-18 13:53
DOHOL,651690,984706978,0.07,bulls,2026_03,2026-04-18 13:53
GRTHO,4762203,36745000,12.96,bulls,2026_03,2026-04-18 13:53
NTGAZ,859557,276000000,0.31,bulls,2026_03,2026-04-18 13:53
CRDFA,1025085,224990570,0.46,bulls,2026_03,2026-04-18 13:53
TUPRS,986610,942334139,0.1,bulls,2026_03,2026-04-18 13:53
RTALB,916369,432976722,0.21,bulls,2026_03,2026-04-18 13:53
ENKAI,506821,874733059,0.06,bulls,2026_03,2026-04-18 13:53
ARZUM,5271742,400949823,1.31,bulls,2026_03,2026-04-18 13:53
ESEN,767909,682499950,0.11,bulls,2026_03,2026-04-18 13:53
TEHOL,4042313,1967930261,0.21,bulls,2026_03,2026-04-18 13:53
ALARK,884204,165125148,0.54,bulls,2026_03,2026-04-18 13:53
FZLGY,543774,398427644,0.14,bulls,2026_03,2026-04-18 13:53
ARFYE,977929,47000000,2.08,bulls,2026_03,2026-04-18 13:53
SOKM,455191,448708248,0.1,bulls,2026_03,2026-04-18 13:53
AKCNS,964697,39359284,2.45,bulls,2026_03,2026-04-18 13:53
DCTTR,1019669,157328724,0.65,bulls,2026_03,2026-04-18 13:53
ALGYO,1116569,989338262,0.11,bulls,2026_03,2026-04-18 13:53
METRO,882486,539989959,0.16,bulls,2026_03,2026-04-18 13:53
FROTO,495238,625119847,0.08,bulls,2026_03,2026-04-18 13:53
DURDO,422727,379703149,0.11,bulls,2026_03,2026-04-18 13:53
AKBNK,922174,3059320211,0.03,bulls,2026_03,2026-04-18 13:53
AKFGY,2749589,3457819313,0.08,bulls,2026_03,2026-04-18 13:53
BIOEN,480310,197983418,0.24,bulls,2026_03,2026-04-18 13:53
INDES,536074,462749767,0.12,bulls,2026_03,2026-04-18 13:53
ENJSA,227838,236209270,0.1,bulls,2026_03,2026-04-18 13:53
MGROS,264945,96563568,0.27,bulls,2026_03,2026-04-18 13:53
PENGD,459485,171069968,0.27,bulls,2026_03,2026-04-18 13:53
SOKE,330356,126999996,0.26,bulls,2026_03,2026-04-18 13:53
VESTL,724974,295447203,0.25,bulls,2026_03,2026-04-18 13:53
KERVN,412738,588346973,0.07,bulls,2026_03,2026-04-18 13:53
OYAKC,948501,4656879379,0.02,bulls,2026_03,2026-04-18 13:53
HDFGS,5437414,956974191,0.57,bulls,2026_03,2026-04-18 13:53
AGHOL,367046,1069828243,0.03,bulls,2026_03,2026-04-18 13:53
HURGZ,470012,220784167,0.21,bulls,2026_03,2026-04-18 13:53
CEMTS,593113,233425986,0.25,bulls,2026_03,2026-04-18 13:53
USAK,534537660,2436064709,21.94,bulls,2026_03,2026-04-18 13:53
GZNMI,224490,40949825,0.55,bulls,2026_03,2026-04-18 13:53
EKSUN,992509,171792833,0.58,bulls,2026_03,2026-04-18 13:53
TRGYO,345651,251573369,0.14,bulls,2026_03,2026-04-18 13:53
YKSLN,848029,197429566,0.43,bulls,2026_03,2026-04-18 13:53
ULUFA,374893,305269391,0.12,bulls,2026_03,2026-04-18 13:53
TATGD,246232,119286243,0.21,bulls,2026_03,2026-04-18 13:53
VESBE,915377,503578676,0.18,bulls,2026_03,2026-04-18 13:53
BJKAS,1037214,1776089716,0.06,bulls,2026_03,2026-04-18 13:53
KBORU,3064570,143999994,2.13,bulls,2026_03,2026-04-18 13:53
OBAMS,6068018,751078524,0.81,bulls,2026_03,2026-04-18 13:53
ZERGY,627174,156799985,0.4,bulls,2026_03,2026-04-18 13:53
ALBRK,1126066,1050739765,0.11,bulls,2026_03,2026-04-18 13:53
ARCLK,395271,170054765,0.23,bulls,2026_03,2026-04-18 13:53
AXSMDV,168877,12800000,1.32,bulls,2026_03,2026-04-18 13:53
GSDDE,286561,106850751,0.27,bulls,2026_03,2026-04-18 13:53
MHRGY,355289,310499991,0.11,bulls,2026_03,2026-04-18 13:53
KTSKR,249084,14691795,1.7,bulls,2026_03,2026-04-18 13:53
ULKER,201147,338855989,0.06,bulls,2026_03,2026-04-18 13:53
FRMPL,231606,39997767,0.58,bulls,2026_03,2026-04-18 13:53
CEMAS,2006277,790994229,0.25,bulls,2026_03,2026-04-18 13:53
CIMSA,462989,488602363,0.09,bulls,2026_03,2026-04-18 13:53
EGEPO,297671,200000000,0.15,bulls,2026_03,2026-04-18 13:53
LIDFA,477043,458180545,0.1,bulls,2026_03,2026-04-18 13:53
TNZTP,260777,87499950,0.3,bulls,2026_03,2026-04-18 13:53
ALKIM,1751627,182767821,0.96,bulls,2026_03,2026-04-18 13:53
EUHOL,1082813,142999954,0.76,bulls,2026_03,2026-04-18 13:53
DURKN,457880,42500000,1.08,bulls,2026_03,2026-04-18 13:53
RALYH,1548839,176370972,0.88,bulls,2026_03,2026-04-18 13:53
LMKDC,536226,155929999,0.34,bulls,2026_03,2026-04-18 13:53
GLRYH,515074,599623814,0.09,bulls,2026_03,2026-04-18 13:53
TTKOM,245520,524999999,0.05,bulls,2026_03,2026-04-18 13:53
MNDTR,2885046,910071938,0.32,bulls,2026_03,2026-04-18 13:53
AKFYE,305194,551782160,0.06,bulls,2026_03,2026-04-18 13:53
POLHO,772233,164140074,0.47,bulls,2026_03,2026-04-18 13:53
MOPAS,124004,57330000,0.22,bulls,2026_03,2026-04-18 13:53
NTHOL,408943,485479112,0.08,bulls,2026_03,2026-04-18 13:53
TURSG,666337,7907296076,0.01,bulls,2026_03,2026-04-18 13:53
BMSCH,204168,69277402,0.29,bulls,2026_03,2026-04-18 13:53
MEGMT,268268,85749986,0.31,bulls,2026_03,2026-04-18 13:53
CEMZY,157344,124119970,0.13,bulls,2026_03,2026-04-18 13:53
SMART,228049,29737499,0.77,bulls,2026_03,2026-04-18 13:53
LIDER,321111,279500000,0.11,bulls,2026_03,2026-04-18 13:53
MCARD,88535,18900000,0.47,bulls,2026_03,2026-04-18 13:53
KAREL,1360934,329659497,0.41,bulls,2026_03,2026-04-18 13:53
TKNSA,225009,100485379,0.22,bulls,2026_03,2026-04-18 13:53
SAFKR,471266,140056162,0.34,bulls,2026_03,2026-04-18 13:53
YESIL,1992380,640699949,0.31,bulls,2026_03,2026-04-18 13:53
AKGRT,326933,629007625,0.05,bulls,2026_03,2026-04-18 13:53
BOSSA,1237888,508724189,0.24,bulls,2026_03,2026-04-18 13:53
EYGYO,414426,362859668,0.11,bulls,2026_03,2026-04-18 13:53
DYOBY,232432,186553687,0.12,bulls,2026_03,2026-04-18 13:53
ICBCT,126180,216761845,0.06,bulls,2026_03,2026-04-18 13:53
TUREX,427945,432000000,0.1,bulls,2026_03,2026-04-18 13:53
PATEK,922806,293081893,0.31,bulls,2026_03,2026-04-18 13:53
BIMAS,75065,436214016,0.02,bulls,2026_03,2026-04-18 13:53
GOKNR,302191,178040711,0.17,bulls,2026_03,2026-04-18 13:53
EMKEL,145072,149999458,0.1,bulls,2026_03,2026-04-18 13:53
BESTE,83829,54578499,0.15,bulls,2026_03,2026-04-18 13:53
KCAER,408203,496494775,0.08,bulls,2026_03,2026-04-18 13:53
TUCLK,981905,263182600,0.37,bulls,2026_03,2026-04-18 13:53
KRTEK,106929,18914650,0.57,bulls,2026_03,2026-04-18 13:53
TOASO,192081,120585077,0.16,bulls,2026_03,2026-04-18 13:53
MOBTL,91747,207999999,0.04,bulls,2026_03,2026-04-18 13:53
DENGE,688943,525284797,0.13,bulls,2026_03,2026-04-18 13:53
LKMNH,1897074,163262533,1.16,bulls,2026_03,2026-04-18 13:53
ALCTL,141760,13543218,1.05,bulls,2026_03,2026-04-18 13:53
DARDL,1183879,1753442695,0.07,bulls,2026_03,2026-04-18 13:53
GOODY,122925,132804473,0.09,bulls,2026_03,2026-04-18 13:53
FRIGO,1178943,263258455,0.45,bulls,2026_03,2026-04-18 13:53
KARSN,359235,827827039,0.04,bulls,2026_03,2026-04-18 13:53
FADE,191309,42347497,0.45,bulls,2026_03,2026-04-18 13:53
IHAAS,67642,56031248,0.12,bulls,2026_03,2026-04-18 13:53
IDGYO,51729,118909256,0.04,bulls,2026_03,2026-04-18 13:53
HOROZ,70093,24599986,0.28,bulls,2026_03,2026-04-18 13:53
ISGYO,66913,531312439,0.01,bulls,2026_03,2026-04-18 13:53
KLNMA,173330,91846864,0.19,bulls,2026_03,2026-04-18 13:53
ISYAT,254489,152245569,0.17,bulls,2026_03,2026-04-18 13:53
MERCN,144914,74389005,0.19,bulls,2026_03,2026-04-18 13:53
SMRTG,357331,664164672,0.05,bulls,2026_03,2026-04-18 13:53
VKFYO,55732,26473700,0.21,bulls,2026_03,2026-04-18 13:53
OSMEN,176730,159162130,0.11,bulls,2026_03,2026-04-18 13:53
ALVES,1208400,1159999780,0.1,bulls,2026_03,2026-04-18 13:53
BLUME,450428,174710134,0.26,bulls,2026_03,2026-04-18 13:53
BURVA,238417,4723271,5.05,bulls,2026_03,2026-04-18 13:53
EUREN,1427272,1040132637,0.14,bulls,2026_03,2026-04-18 13:53
VERTU,71547,22000000,0.33,bulls,2026_03,2026-04-18 13:53
TEZOL,416658,139999972,0.3,bulls,2026_03,2026-04-18 13:53
GLDTRF,12784,47850000,0.03,bulls,2026_03,2026-04-18 13:53
BNTAS,1194008,170624998,0.7,bulls,2026_03,2026-04-18 13:53
CRFSA,193626,18312793,1.06,bulls,2026_03,2026-04-18 13:53
YYLGD,182201,369826200,0.05,bulls,2026_03,2026-04-18 13:53
OZRDN,257068,57107579,0.45,bulls,2026_03,2026-04-18 13:53
ZEDUR,55098,69899991,0.08,bulls,2026_03,2026-04-18 13:53
BORSK,1289844,279999879,0.46,bulls,2026_03,2026-04-18 13:53
BRLSM,251635,108025075,0.23,bulls,2026_03,2026-04-18 13:53
GARAN,27854,2454957797,0.0,bulls,2026_03,2026-04-18 13:53
DESA,364226,171107590,0.21,bulls,2026_03,2026-04-18 13:53
EGPRO,133049,175170570,0.08,bulls,2026_03,2026-04-18 13:53
KAYSE,624866,828951998,0.08,bulls,2026_03,2026-04-18 13:53
SAYAS,66963,42530887,0.16,bulls,2026_03,2026-04-18 13:53
BOBET,276339,113999998,0.24,bulls,2026_03,2026-04-18 13:53
KRGYO,186610,275246747,0.07,bulls,2026_03,2026-04-18 13:53
PASEU,109937,215295868,0.05,bulls,2026_03,2026-04-18 13:53
AFYON,259498,399992258,0.06,bulls,2026_03,2026-04-18 13:53
BRISA,52198,31247472,0.17,bulls,2026_03,2026-04-18 13:53
OZGYO,1561168,490916869,0.32,bulls,2026_03,2026-04-18 13:53
ASGYO,312599,165000000,0.19,bulls,2026_03,2026-04-18 13:53
YUNSA,1107423,202164056,0.55,bulls,2026_03,2026-04-18 13:53
TATEN,311061,347799724,0.09,bulls,2026_03,2026-04-18 13:53
SANEL,29874,18112451,0.16,bulls,2026_03,2026-04-18 13:53
AVTUR,288261,43067999,0.67,bulls,2026_03,2026-04-18 13:53
PINSU,27651,101635846,0.03,bulls,2026_03,2026-04-18 13:53
YEOTK,301587,160933198,0.19,bulls,2026_03,2026-04-18 13:53
OYYAT,33855,91048322,0.04,bulls,2026_03,2026-04-18 13:53
BRKO,1256603,138283723,0.91,bulls,2026_03,2026-04-18 13:53
MRIGMV,40002,1478910,2.7,bulls,2026_03,2026-04-18 13:53
DOAS,48147,97899975,0.05,bulls,2026_03,2026-04-18 13:53
MAKTK,851552,184370066,0.46,bulls,2026_03,2026-04-18 13:53
BIGEN,216767,115500000,0.19,bulls,2026_03,2026-04-18 13:53
BIZIM,20733,27601626,0.08,bulls,2026_03,2026-04-18 13:53
KLSYN,407942,107854952,0.38,bulls,2026_03,2026-04-18 13:53
