hisse,adet2,tks2,oran,tip,donem,yukleme
ZGOLDF,2122,152040000,0.0,pusula,2026_02,2026-04-18 13:53
TUPRS,159357,902334139,0.02,pusula,2026_02,2026-04-18 13:53
BASCM,1181,49238593,0.0,pusula,2026_02,2026-04-18 13:53
KZGYO,38570,49999978,0.08,pusula,2026_02,2026-04-18 13:53
AYCES,1079,1895369,0.06,pusula,2026_02,2026-04-18 13:53
BRISA,4066,31247472,0.01,pusula,2026_02,2026-04-18 13:53
GOZDE,18746,384991447,0.0,pusula,2026_02,2026-04-18 13:53
SONME,2654,4349319,0.06,pusula,2026_02,2026-04-18 13:53
INGRM,1035,14969536,0.01,pusula,2026_02,2026-04-18 13:53
ENSRI,11982,236333503,0.01,pusula,2026_02,2026-04-18 13:53
CLEBI,1457,5490178,0.03,pusula,2026_02,2026-04-18 13:53
SUMAS,2210,5434738,0.04,pusula,2026_02,2026-04-18 13:53
EMNIS,4874,3429235,0.14,pusula,2026_02,2026-04-18 13:53
MRSHL,674,4212888,0.02,pusula,2026_02,2026-04-18 13:53
EGEEN,2018,1137161,0.18,pusula,2026_02,2026-04-18 13:53
CMENT,2241,56829666,0.0,pusula,2026_02,2026-04-18 13:53
ORMA,1102,3663265,0.03,pusula,2026_02,2026-04-18 13:53
POLTK,137,1125000,0.01,pusula,2026_02,2026-04-18 13:53
DMISH,5,41526838,0.0,pusula,2026_02,2026-04-18 13:53
MEPET,15414,73940585,0.02,pusula,2026_02,2026-04-18 13:53
AAIDZV,1,1778964,0.0,pusula,2026_02,2026-04-18 13:53
MRTGG,14130,14339249,0.1,pusula,2026_02,2026-04-18 13:53
FENIS,1,26080019,0.0,pusula,2026_02,2026-04-18 13:53
UKIM,5000,2053621,0.24,pusula,2026_02,2026-04-18 13:53
LIOYS,7250,31625013,0.02,pusula,2026_02,2026-04-18 13:53
UMPAS,64227,19421124,0.33,pusula,2026_02,2026-04-18 13:53
PRTAS,0,21405233,0.0,pusula,2026_02,2026-04-18 13:53
UNTAR,10350,29562129,0.04,pusula,2026_02,2026-04-18 13:53
EGYO,4500,36676214,0.01,pusula,2026_02,2026-04-18 13:53
EKIZ,62,8198720,0.0,pusula,2026_02,2026-04-18 13:53
UZEL,124850,26329793,0.47,pusula,2026_02,2026-04-18 13:53
LYDYE,18,1391287,0.0,pusula,2026_02,2026-04-18 13:53
AKSEL,1,7100000,0.0,pusula,2026_02,2026-04-18 13:53
CBSBO,500,14692447,0.0,pusula,2026_02,2026-04-18 13:53
ASYAB,112752,477899601,0.02,pusula,2026_02,2026-04-18 13:53
ATAC,66667,103398067,0.06,pusula,2026_02,2026-04-18 13:53
YGYO,508255,1310632851,0.04,pusula,2026_02,2026-04-18 13:53
FVORI,18039,17564673,0.1,pusula,2026_02,2026-04-18 13:53
APMDLF,150,12300000,0.0,pusula,2026_02,2026-04-18 13:53
SALIX,2,4949230,0.0,pusula,2026_02,2026-04-18 13:53
GATEG,3227,10570341,0.03,pusula,2026_02,2026-04-18 13:53
ARTOG,1,18578922,0.0,pusula,2026_02,2026-04-18 13:53
ENPRA,8864,15294299,0.06,pusula,2026_02,2026-04-18 13:53
SKPLC,501,13084995,0.0,pusula,2026_02,2026-04-18 13:53
BMEKS,35284,114192339,0.03,pusula,2026_02,2026-04-18 13:53
MEMSA,14507,160110709,0.01,pusula,2026_02,2026-04-18 13:53
GENYH,19619,9999906,0.2,pusula,2026_02,2026-04-18 13:53
PAGYO,2908,57781202,0.01,pusula,2026_02,2026-04-18 13:53
ATPET,21670,11403497,0.19,pusula,2026_02,2026-04-18 13:53
KSTUR,79,3952560,0.0,pusula,2026_02,2026-04-18 13:53
EGCEY,8162,19749798,0.04,pusula,2026_02,2026-04-18 13:53
GOLDS,302820,192323946,0.16,pusula,2026_02,2026-04-18 13:53
EGCYH,310,39900235,0.0,pusula,2026_02,2026-04-18 13:53
EGCYO,2,21986285,0.0,pusula,2026_02,2026-04-18 13:53
LATEK,12001,39499512,0.03,pusula,2026_02,2026-04-18 13:53
BYSAN,18373,16552134,0.11,pusula,2026_02,2026-04-18 13:53
TRNSK,1000,25616249,0.0,pusula,2026_02,2026-04-18 13:53
CLKHO,12467,26183651,0.05,pusula,2026_02,2026-04-18 13:53
AKPAZ,35619,22488832,0.16,pusula,2026_02,2026-04-18 13:53
TUMTK,8070,76370187,0.01,pusula,2026_02,2026-04-18 13:53
UFUK,4402,46845974,0.01,pusula,2026_02,2026-04-18 13:53
CMBTN,1771,1023000,0.17,pusula,2026_02,2026-04-18 13:53
KONYA,348,1646416,0.02,pusula,2026_02,2026-04-18 13:53
YGGYO,91,240625741,0.0,pusula,2026_02,2026-04-18 13:53
KLNMA,40050,91846864,0.04,pusula,2026_02,2026-04-18 13:53
AKMGY,8629,21568998,0.04,pusula,2026_02,2026-04-18 13:53
ANELT,1,43199817,0.0,pusula,2026_02,2026-04-18 13:53
ARMGD,662,54996000,0.0,pusula,2026_02,2026-04-18 13:53
NUHCM,2708,33163299,0.01,pusula,2026_02,2026-04-18 13:53
LUKSK,4708,27257202,0.02,pusula,2026_02,2026-04-18 13:53
KLRHO,435,341250000,0.0,pusula,2026_02,2026-04-18 13:53
ALCTL,3703,13543218,0.03,pusula,2026_02,2026-04-18 13:53
TGSAS,691,12348294,0.01,pusula,2026_02,2026-04-18 13:53
TRMET,27519,174483588,0.02,pusula,2026_02,2026-04-18 13:53
DIRIT,2570,10150123,0.03,pusula,2026_02,2026-04-18 13:53
SAYAS,11948,42530887,0.03,pusula,2026_02,2026-04-18 13:53
PAMEL,2584,21533681,0.01,pusula,2026_02,2026-04-18 13:53
ALCAR,438,1721735,0.03,pusula,2026_02,2026-04-18 13:53
ICUGS,417494,336250000,0.12,pusula,2026_02,2026-04-18 13:53
OTTO,5981,5824438,0.1,pusula,2026_02,2026-04-18 13:53
DOGUB,129,19821566,0.0,pusula,2026_02,2026-04-18 13:53
TCKRC,26314,70000000,0.04,pusula,2026_02,2026-04-18 13:53
ZPLIBF,150,190200000,0.0,pusula,2026_02,2026-04-18 13:53
FMIZP,611,3497641,0.02,pusula,2026_02,2026-04-18 13:53
INTEK,831,5043584,0.02,pusula,2026_02,2026-04-18 13:53
KTSKR,30574,14691795,0.21,pusula,2026_02,2026-04-18 13:53
KAPLM,3924,4563571,0.09,pusula,2026_02,2026-04-18 13:53
TOASO,35417,120585076,0.03,pusula,2026_02,2026-04-18 13:53
ACSEL,2971,8589113,0.03,pusula,2026_02,2026-04-18 13:53
YONGA,6682,7198435,0.09,pusula,2026_02,2026-04-18 13:53
EDIP,3281,36468204,0.01,pusula,2026_02,2026-04-18 13:53
QNBFK,6889,843137646,0.0,pusula,2026_02,2026-04-18 13:53
EGGUB,7423,75862197,0.01,pusula,2026_02,2026-04-18 13:53
YBTAS,23692,31595793,0.07,pusula,2026_02,2026-04-18 13:53
MNDRS,15457,222007982,0.01,pusula,2026_02,2026-04-18 13:53
IHAAS,2380,56031248,0.0,pusula,2026_02,2026-04-18 13:53
GLDTRF,3772,45850000,0.01,pusula,2026_02,2026-04-18 13:53
KUTPO,12309,10524430,0.12,pusula,2026_02,2026-04-18 13:53
ERSU,13015,31755894,0.04,pusula,2026_02,2026-04-18 13:53
INTEM,9859,9428747,0.1,pusula,2026_02,2026-04-18 13:53
TRGYO,10125,251573369,0.0,pusula,2026_02,2026-04-18 13:53
GLRMK,29599,38760000,0.08,pusula,2026_02,2026-04-18 13:53
BRYAT,4821,10264685,0.05,pusula,2026_02,2026-04-18 13:53
ATAKP,18959,28224000,0.07,pusula,2026_02,2026-04-18 13:53
KIMMR,128,75000000,0.0,pusula,2026_02,2026-04-18 13:53
VERUS,2274,34499937,0.01,pusula,2026_02,2026-04-18 13:53
SEYKM,484043,151040901,0.32,pusula,2026_02,2026-04-18 13:53
AYGAZ,769,98568807,0.0,pusula,2026_02,2026-04-18 13:53
RAYSG,7949,51947024,0.02,pusula,2026_02,2026-04-18 13:53
ORGE,32690,41839996,0.08,pusula,2026_02,2026-04-18 13:53
ARTI,101,9881683,0.0,pusula,2026_02,2026-04-18 13:53
GLBMD,14335,28880500,0.05,pusula,2026_02,2026-04-18 13:53
KARTN,20738,72781126,0.03,pusula,2026_02,2026-04-18 13:53
BANVT,10827,36961044,0.03,pusula,2026_02,2026-04-18 13:53
CRDFA,79833,74996857,0.11,pusula,2026_02,2026-04-18 13:53
EUYO,28868,19932875,0.14,pusula,2026_02,2026-04-18 13:53
BIGTK,1820,23834373,0.01,pusula,2026_02,2026-04-18 13:53
SELEC,18935,124262097,0.02,pusula,2026_02,2026-04-18 13:53
GIPTA,23793,51617863,0.05,pusula,2026_02,2026-04-18 13:53
TRCAS,46335,206252778,0.02,pusula,2026_02,2026-04-18 13:53
PSDTC,16192,6599991,0.25,pusula,2026_02,2026-04-18 13:53
ISFIN,32074,310154523,0.01,pusula,2026_02,2026-04-18 13:53
ULKER,26896,338855989,0.01,pusula,2026_02,2026-04-18 13:53
TARKM,2981,4999997,0.06,pusula,2026_02,2026-04-18 13:53
LKMNH,749409,163262533,0.46,pusula,2026_02,2026-04-18 13:53
SANKO,9142,37499197,0.02,pusula,2026_02,2026-04-18 13:53
ISYAT,158774,152245569,0.1,pusula,2026_02,2026-04-18 13:53
INVES,67,37480000,0.0,pusula,2026_02,2026-04-18 13:53
BRKSN,44067,62639942,0.07,pusula,2026_02,2026-04-18 13:53
ARAT,2858,39867975,0.01,pusula,2026_02,2026-04-18 13:53
SDTTR,12034,15990000,0.08,pusula,2026_02,2026-04-18 13:53
ONCSM,5220,10086000,0.05,pusula,2026_02,2026-04-18 13:53
BURVA,321,4723271,0.01,pusula,2026_02,2026-04-18 13:53
TTKOM,50073,524999999,0.01,pusula,2026_02,2026-04-18 13:53
SMRVA,15685,28000000,0.06,pusula,2026_02,2026-04-18 13:53
BINBN,4091,17000000,0.02,pusula,2026_02,2026-04-18 13:53
DAGI,348059,175301274,0.2,pusula,2026_02,2026-04-18 13:53
MMCAS,8110,12393964,0.07,pusula,2026_02,2026-04-18 13:53
GUBRF,15647,85359737,0.02,pusula,2026_02,2026-04-18 13:53
PKENT,10568,23766169,0.04,pusula,2026_02,2026-04-18 13:53
DESPC,5887,16023700,0.04,pusula,2026_02,2026-04-18 13:53
AVTUR,35633,43067999,0.08,pusula,2026_02,2026-04-18 13:53
VKING,18188,30932905,0.06,pusula,2026_02,2026-04-18 13:53
BYDNR,131231,22999984,0.57,pusula,2026_02,2026-04-18 13:53
AHSGY,45404,184999889,0.02,pusula,2026_02,2026-04-18 13:53
IDGYO,20982,119234999,0.02,pusula,2026_02,2026-04-18 13:53
AYEN,72397,55531320,0.13,pusula,2026_02,2026-04-18 13:53
NETAS,6818,31783484,0.02,pusula,2026_02,2026-04-18 13:53
ULUSE,2082,24000000,0.01,pusula,2026_02,2026-04-18 13:53
AKSGY,269146,1628451947,0.02,pusula,2026_02,2026-04-18 13:53
OFSYM,23050,22749998,0.1,pusula,2026_02,2026-04-18 13:53
TRHOL,146927,17635692,0.83,pusula,2026_02,2026-04-18 13:53
AVPGY,15644,99999990,0.02,pusula,2026_02,2026-04-18 13:53
DEVA,10985,199971824,0.01,pusula,2026_02,2026-04-18 13:53
PETUN,202101,134673118,0.15,pusula,2026_02,2026-04-18 13:53
SNPAM,479,19679871,0.0,pusula,2026_02,2026-04-18 13:53
AGYO,126127,129036460,0.1,pusula,2026_02,2026-04-18 13:53
ARTMS,40141,24199999,0.17,pusula,2026_02,2026-04-18 13:53
AVHOL,6531,26047279,0.03,pusula,2026_02,2026-04-18 13:53
TLMAN,8561,10300000,0.08,pusula,2026_02,2026-04-18 13:53
DERIM,1825,40403770,0.0,pusula,2026_02,2026-04-18 13:53
INVEO,63789,998999954,0.01,pusula,2026_02,2026-04-18 13:53
BMSCH,38091,69277402,0.05,pusula,2026_02,2026-04-18 13:53
PRKME,38669,53038641,0.07,pusula,2026_02,2026-04-18 13:53
TRILC,69298,118499496,0.06,pusula,2026_02,2026-04-18 13:53
BAGFS,83273,100042745,0.08,pusula,2026_02,2026-04-18 13:53
BVSAN,8228,13749998,0.06,pusula,2026_02,2026-04-18 13:53
ETYAT,28451,17735341,0.16,pusula,2026_02,2026-04-18 13:53
VAKKO,1515,30788486,0.0,pusula,2026_02,2026-04-18 13:53
GARAN,47527,2454957798,0.0,pusula,2026_02,2026-04-18 13:53
SMART,24396,29737499,0.08,pusula,2026_02,2026-04-18 13:53
ALFAS,60025,84639559,0.07,pusula,2026_02,2026-04-18 13:53
ASUZU,25185,41130807,0.06,pusula,2026_02,2026-04-18 13:53
MEDTR,3439,24499999,0.01,pusula,2026_02,2026-04-18 13:53
SANEL,19271,18112451,0.11,pusula,2026_02,2026-04-18 13:53
TMPOL,2359,11039990,0.02,pusula,2026_02,2026-04-18 13:53
AGESA,8365,35829553,0.02,pusula,2026_02,2026-04-18 13:53
FADE,299414,42347497,0.71,pusula,2026_02,2026-04-18 13:53
BUCIM,56727,1292638065,0.0,pusula,2026_02,2026-04-18 13:53
POLHO,21229,164140074,0.01,pusula,2026_02,2026-04-18 13:53
ANHYT,4641,88457041,0.01,pusula,2026_02,2026-04-18 13:53
GOLTS,2582,12422783,0.02,pusula,2026_02,2026-04-18 13:53
BRKVY,329416,13618361,2.42,pusula,2026_02,2026-04-18 13:53
ARASE,5550,49999991,0.01,pusula,2026_02,2026-04-18 13:53
DGNMO,84595,327634635,0.03,pusula,2026_02,2026-04-18 13:53
DOKTA,5017,145872862,0.0,pusula,2026_02,2026-04-18 13:53
ULAS,21575,25200172,0.09,pusula,2026_02,2026-04-18 13:53
KFEIN,95062,150306170,0.06,pusula,2026_02,2026-04-18 13:53
DMSAS,127795,199994510,0.06,pusula,2026_02,2026-04-18 13:53
OSMEN,61221,157750927,0.04,pusula,2026_02,2026-04-18 13:53
SEGMN,2790,80999980,0.0,pusula,2026_02,2026-04-18 13:53
ATEKS,2319,5441598,0.04,pusula,2026_02,2026-04-18 13:53
OZRDN,16137,57107579,0.03,pusula,2026_02,2026-04-18 13:53
UCAYM,60735,60000000,0.1,pusula,2026_02,2026-04-18 13:53
HOROZ,2833,24599986,0.01,pusula,2026_02,2026-04-18 13:53
ALARK,36687,165125148,0.02,pusula,2026_02,2026-04-18 13:53
ISGYO,6625,531312439,0.0,pusula,2026_02,2026-04-18 13:53
MSGYO,590473,169650150,0.35,pusula,2026_02,2026-04-18 13:53
KGYO,4095583,767895148,0.53,pusula,2026_02,2026-04-18 13:53
BASGZ,3869,174999999,0.0,pusula,2026_02,2026-04-18 13:53
KCHOL,47404,674052308,0.01,pusula,2026_02,2026-04-18 13:53
KOTON,47772,136599922,0.03,pusula,2026_02,2026-04-18 13:53
VSNMD,22484,24000000,0.09,pusula,2026_02,2026-04-18 13:53
AYDEM,8074,130000000,0.01,pusula,2026_02,2026-04-18 13:53
ESEN,904465,682499950,0.13,pusula,2026_02,2026-04-18 13:53
TRENJ,10088,98018735,0.01,pusula,2026_02,2026-04-18 13:53
SEKFK,26104,62311473,0.04,pusula,2026_02,2026-04-18 13:53
VANGD,78209,24374995,0.32,pusula,2026_02,2026-04-18 13:53
BRLSM,115005,108025075,0.11,pusula,2026_02,2026-04-18 13:53
THYAO,137087,739463453,0.02,pusula,2026_02,2026-04-18 13:53
ASELS,121216,1178597817,0.01,pusula,2026_02,2026-04-18 13:53
YEOTK,59326,160933198,0.04,pusula,2026_02,2026-04-18 13:53
RGYAS,2210,105523000,0.0,pusula,2026_02,2026-04-18 13:53
GSDHO,95192,999994969,0.01,pusula,2026_02,2026-04-18 13:53
KRTEK,38341,18914650,0.2,pusula,2026_02,2026-04-18 13:53
ALKLC,22571,45382467,0.05,pusula,2026_02,2026-04-18 13:53
MGROS,8018,96563550,0.01,pusula,2026_02,2026-04-18 13:53
GEDIK,214589,983076857,0.02,pusula,2026_02,2026-04-18 13:53
LMKDC,47778,155929999,0.03,pusula,2026_02,2026-04-18 13:53
GLCVY,41653,26400000,0.16,pusula,2026_02,2026-04-18 13:53
HKTM,51114,72747495,0.07,pusula,2026_02,2026-04-18 13:53
NETCD,10459,40000000,0.03,pusula,2026_02,2026-04-18 13:53
TMSN,15925,44449988,0.04,pusula,2026_02,2026-04-18 13:53
PKART,17849,11048497,0.16,pusula,2026_02,2026-04-18 13:53
KRONT,7447,116892885,0.01,pusula,2026_02,2026-04-18 13:53
DOFER,9730,20172500,0.05,pusula,2026_02,2026-04-18 13:53
DNISI,37542,59171727,0.06,pusula,2026_02,2026-04-18 13:53
VBTYZ,44721,56160000,0.08,pusula,2026_02,2026-04-18 13:53
ISMEN,71644,467723147,0.02,pusula,2026_02,2026-04-18 13:53
MACKO,36842,41500000,0.09,pusula,2026_02,2026-04-18 13:53
DSTKF,-13606,84533333,-0.02,pusula,2026_02,2026-04-18 13:53
EGEGY,350342,69140000,0.51,pusula,2026_02,2026-04-18 13:53
HTTBT,15335,82805422,0.02,pusula,2026_02,2026-04-18 13:53
GSDDE,92718,106850751,0.09,pusula,2026_02,2026-04-18 13:53
EFOR,12954,670679994,0.0,pusula,2026_02,2026-04-18 13:53
KORDS,16148,65421451,0.02,pusula,2026_02,2026-04-18 13:53
ALKA,435301,330750000,0.13,pusula,2026_02,2026-04-18 13:53
GLYHO,23733,1949290631,0.0,pusula,2026_02,2026-04-18 13:53
ULUUN,57325,290523352,0.02,pusula,2026_02,2026-04-18 13:53
ISGSY,7019,47378729,0.01,pusula,2026_02,2026-04-18 13:53
VERTU,10491,22000000,0.05,pusula,2026_02,2026-04-18 13:53
AKCNS,11483,39359284,0.03,pusula,2026_02,2026-04-18 13:53
ARDYZ,96551,279551557,0.03,pusula,2026_02,2026-04-18 13:53
TKNSA,42754,100485379,0.04,pusula,2026_02,2026-04-18 13:53
TEKTU,196775,195639311,0.1,pusula,2026_02,2026-04-18 13:53
GOKNR,88367,178040711,0.05,pusula,2026_02,2026-04-18 13:53
SERNT,238479,113000000,0.21,pusula,2026_02,2026-04-18 13:53
SUWEN,23042,365687500,0.01,pusula,2026_02,2026-04-18 13:53
BIZIM,31001,27601626,0.11,pusula,2026_02,2026-04-18 13:53
CUSAN,6255,18500000,0.03,pusula,2026_02,2026-04-18 13:53
ESCOM,60947,463831670,0.01,pusula,2026_02,2026-04-18 13:53
KLMSN,49058,30881297,0.16,pusula,2026_02,2026-04-18 13:53
KLYPV,36826,46334639,0.08,pusula,2026_02,2026-04-18 13:53
ATAGY,11903,45670114,0.03,pusula,2026_02,2026-04-18 13:53
TAVHL,-37979,213213415,-0.02,pusula,2026_02,2026-04-18 13:53
KMPUR,60573,132432524,0.05,pusula,2026_02,2026-04-18 13:53
TNZTP,87552,87499950,0.1,pusula,2026_02,2026-04-18 13:53
KLSER,96650,109457566,0.09,pusula,2026_02,2026-04-18 13:53
ETILR,75882,156217454,0.05,pusula,2026_02,2026-04-18 13:53
PRDGS,25889,110850000,0.02,pusula,2026_02,2026-04-18 13:53
ONRYT,44876,19730000,0.23,pusula,2026_02,2026-04-18 13:53
MAVI,51381,576779312,0.01,pusula,2026_02,2026-04-18 13:53
GESAN,87913,141759180,0.06,pusula,2026_02,2026-04-18 13:53
ISDMR,149013,147623050,0.1,pusula,2026_02,2026-04-18 13:53
KLKIM,44777,138383655,0.03,pusula,2026_02,2026-04-18 13:53
TEZOL,165187,139999972,0.12,pusula,2026_02,2026-04-18 13:53
DOHOL,98123,984706978,0.01,pusula,2026_02,2026-04-18 13:53
BLCYT,159495,49088907,0.32,pusula,2026_02,2026-04-18 13:53
HATSN,22773,44299964,0.05,pusula,2026_02,2026-04-18 13:53
ANELE,43627,151405542,0.03,pusula,2026_02,2026-04-18 13:53
RUZYE,74906,267748491,0.03,pusula,2026_02,2026-04-18 13:53
BULGS,53578,72499900,0.07,pusula,2026_02,2026-04-18 13:53
MNDTR,257106,910071938,0.03,pusula,2026_02,2026-04-18 13:53
OZSUB,13155,42499126,0.03,pusula,2026_02,2026-04-18 13:53
SURGY,30877,44999990,0.07,pusula,2026_02,2026-04-18 13:53
SOKE,78891,126999996,0.06,pusula,2026_02,2026-04-18 13:53
HALKB,311698,6546422780,0.0,pusula,2026_02,2026-04-18 13:53
TCELL,46641,1622604373,0.0,pusula,2026_02,2026-04-18 13:53
EDATA,68054,160065395,0.04,pusula,2026_02,2026-04-18 13:53
GEDIZ,5000,7163595,0.07,pusula,2026_02,2026-04-18 13:53
TATGD,20166,119286243,0.02,pusula,2026_02,2026-04-18 13:53
AGROT,620652,843999770,0.07,pusula,2026_02,2026-04-18 13:53
VRGYO,536386,597693904,0.09,pusula,2026_02,2026-04-18 13:53
SOKM,93065,448708248,0.02,pusula,2026_02,2026-04-18 13:53
PLTUR,797364,49500000,1.61,pusula,2026_02,2026-04-18 13:53
MIATK,298747,313087979,0.1,pusula,2026_02,2026-04-18 13:53
BIOEN,92772,197983418,0.05,pusula,2026_02,2026-04-18 13:53
AZTEK,209865,279000000,0.08,pusula,2026_02,2026-04-18 13:53
IEYHO,193304,541032947,0.04,pusula,2026_02,2026-04-18 13:53
GARFA,7849,138399778,0.01,pusula,2026_02,2026-04-18 13:53
ECILC,46550,210589603,0.02,pusula,2026_02,2026-04-18 13:53
KONTR,1120954,936038762,0.12,pusula,2026_02,2026-04-18 13:53
PAPIL,174684,206247674,0.08,pusula,2026_02,2026-04-18 13:53
PATEK,359514,293081892,0.12,pusula,2026_02,2026-04-18 13:53
MZHLD,220328,72215314,0.31,pusula,2026_02,2026-04-18 13:53
GMTAS,46178,298687813,0.02,pusula,2026_02,2026-04-18 13:53
NATEN,190114,309375000,0.06,pusula,2026_02,2026-04-18 13:53
DCTTR,142402,157328724,0.09,pusula,2026_02,2026-04-18 13:53
OYAKC,146739,4656879379,0.0,pusula,2026_02,2026-04-18 13:53
CEMAS,355048,790994229,0.04,pusula,2026_02,2026-04-18 13:53
YIGIT,184515,74999975,0.25,pusula,2026_02,2026-04-18 13:53
ARCLK,24807,170054748,0.01,pusula,2026_02,2026-04-18 13:53
BEGYO,374489,290000000,0.13,pusula,2026_02,2026-04-18 13:53
CELHA,22993,146124228,0.02,pusula,2026_02,2026-04-18 13:53
CWENE,199253,530758241,0.04,pusula,2026_02,2026-04-18 13:53
EUPWR,213872,199610525,0.11,pusula,2026_02,2026-04-18 13:53
HEKTS,2896696,3946424642,0.07,pusula,2026_02,2026-04-18 13:53
AKFGY,329831,3457819313,0.01,pusula,2026_02,2026-04-18 13:53
TDGYO,531882,59898213,0.89,pusula,2026_02,2026-04-18 13:53
DURDO,911235,379703149,0.24,pusula,2026_02,2026-04-18 13:53
SASA,10910557,25700419936,0.04,pusula,2026_02,2026-04-18 13:53
KRSTL,11701,183664642,0.01,pusula,2026_02,2026-04-18 13:53
MEKAG,181573,320319999,0.06,pusula,2026_02,2026-04-18 13:53
NTHOL,13697,485479112,0.0,pusula,2026_02,2026-04-18 13:53
DITAS,114153,83407812,0.14,pusula,2026_02,2026-04-18 13:53
HUBVC,618169,277189572,0.22,pusula,2026_02,2026-04-18 13:53
LRSHO,408005,724120946,0.06,pusula,2026_02,2026-04-18 13:53
TURGG,8181,32042988,0.03,pusula,2026_02,2026-04-18 13:53
EREGL,728644,3554238535,0.02,pusula,2026_02,2026-04-18 13:53
MAGEN,31934,719512140,0.0,pusula,2026_02,2026-04-18 13:53
IHYAY,573642,388124996,0.15,pusula,2026_02,2026-04-18 13:53
SMRTG,167345,664164672,0.03,pusula,2026_02,2026-04-18 13:53
SKBNK,255653,2498877855,0.01,pusula,2026_02,2026-04-18 13:53
BRKO,917227,138220828,0.66,pusula,2026_02,2026-04-18 13:53
SISE,457861,1814905642,0.03,pusula,2026_02,2026-04-18 13:53
BAYRK,422057,189751123,0.22,pusula,2026_02,2026-04-18 13:53
YYAPI,3485173,1705025550,0.2,pusula,2026_02,2026-04-18 13:53
AEFES,294469,2028860053,0.01,pusula,2026_02,2026-04-18 13:53
VAKFA,268302,224999701,0.12,pusula,2026_02,2026-04-18 13:53
TSGYO,227350,266499982,0.09,pusula,2026_02,2026-04-18 13:53
HATEK,126479,62998947,0.2,pusula,2026_02,2026-04-18 13:53
IZENR,187914,914537597,0.02,pusula,2026_02,2026-04-18 13:53
BSOKE,1374001,458487038,0.3,pusula,2026_02,2026-04-18 13:53
ORCAY,239050,150197341,0.16,pusula,2026_02,2026-04-18 13:53
NIBAS,290416,267767946,0.11,pusula,2026_02,2026-04-18 13:53
GLRYH,124230,599623814,0.02,pusula,2026_02,2026-04-18 13:53
REEDR,540381,632419525,0.09,pusula,2026_02,2026-04-18 13:53
SARKY,43356,999999671,0.0,pusula,2026_02,2026-04-18 13:53
PRZMA,174341,61941150,0.28,pusula,2026_02,2026-04-18 13:53
TUCLK,666968,253181400,0.26,pusula,2026_02,2026-04-18 13:53
SEGYO,99270,203351321,0.05,pusula,2026_02,2026-04-18 13:53
ISCTR,274228,8880396856,0.0,pusula,2026_02,2026-04-18 13:53
KRDMD,-54746,780216365,-0.01,pusula,2026_02,2026-04-18 13:53
ESCAR,153341,101933690,0.15,pusula,2026_02,2026-04-18 13:53
EMKEL,211730,149999456,0.14,pusula,2026_02,2026-04-18 13:53
ALTNY,169322,399885115,0.04,pusula,2026_02,2026-04-18 13:53
BORSK,419245,279999879,0.15,pusula,2026_02,2026-04-18 13:53
FLAP,150459,93599985,0.16,pusula,2026_02,2026-04-18 13:53
SEKUR,156995,131457835,0.12,pusula,2026_02,2026-04-18 13:53
KARSN,226814,827827039,0.03,pusula,2026_02,2026-04-18 13:53
BIGEN,410873,115500000,0.36,pusula,2026_02,2026-04-18 13:53
TRALT,510525,952269019,0.05,pusula,2026_02,2026-04-18 13:53
IZMDC,316259,723225318,0.04,pusula,2026_02,2026-04-18 13:53
DERHL,115334,197281316,0.06,pusula,2026_02,2026-04-18 13:53
AGHOL,51174,1068828243,0.0,pusula,2026_02,2026-04-18 13:53
INFO,319408,767463337,0.04,pusula,2026_02,2026-04-18 13:53
IMASM,1104481,622850499,0.18,pusula,2026_02,2026-04-18 13:53
TURSG,157109,7907296076,0.0,pusula,2026_02,2026-04-18 13:53
KRGYO,116461,275246747,0.04,pusula,2026_02,2026-04-18 13:53
MOBTL,942276,207999999,0.45,pusula,2026_02,2026-04-18 13:53
SELVA,224475,747897737,0.03,pusula,2026_02,2026-04-18 13:53
DMLKTG,1003446,2517503921,0.04,pusula,2026_02,2026-04-18 13:53
EKOS,801323,307199852,0.26,pusula,2026_02,2026-04-18 13:53
SAHOL,-383871,1145847384,-0.03,pusula,2026_02,2026-04-18 13:53
SKYMD,48761,52499981,0.09,pusula,2026_02,2026-04-18 13:53
ENKAI,-423944,874733059,-0.05,pusula,2026_02,2026-04-18 13:53
IHLGM,991162,986078000,0.1,pusula,2026_02,2026-04-18 13:53
OBAMS,1586320,751078524,0.21,pusula,2026_02,2026-04-18 13:53
YKBNK,-330888,4705620952,-0.01,pusula,2026_02,2026-04-18 13:53
EPLAS,306515,190491857,0.16,pusula,2026_02,2026-04-18 13:53
ARZUM,743489,400949823,0.19,pusula,2026_02,2026-04-18 13:53
FENER,1506358,2772321468,0.05,pusula,2026_02,2026-04-18 13:53
BINHO,474983,488884380,0.1,pusula,2026_02,2026-04-18 13:53
EGEPO,31488,200000000,0.02,pusula,2026_02,2026-04-18 13:53
QUAGR,660778,1773200000,0.04,pusula,2026_02,2026-04-18 13:53
TEHOL,89650,1967930261,0.0,pusula,2026_02,2026-04-18 13:53
GSRAY,1772092,10123744690,0.02,pusula,2026_02,2026-04-18 13:53
VAKBN,294279,8046896130,0.0,pusula,2026_02,2026-04-18 13:53
TATEN,350759,347799724,0.1,pusula,2026_02,2026-04-18 13:53
VKGYO,149128,1637203242,0.01,pusula,2026_02,2026-04-18 13:53
