hisse,adet2,adet_fark,tks2,oran2,pp_fark,dolasim_pct,kurum,donem,tip,yukleme
MACKO,1378876,-41673,41500000,3.3226,-0.1004,-0.1004,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
INVEO,9817769,-43680,998999954,0.9828,-0.0043,-0.0044,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EPLAS,6355964,-43763,190491857,3.3366,-0.023,-0.023,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
TCKRC,2130520,-43833,70000000,3.0436,-0.0626,-0.0626,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
GEREL,10751501,-44198,219036379,4.9085,-0.0202,-0.0202,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BULGS,3701425,-44414,72500000,5.1054,-0.0613,-0.0613,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
HUNER,37490242,-44836,670137933,5.5944,-0.0067,-0.0067,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
IEYHO,4856602,-45222,541033797,0.8977,-0.0083,-0.0084,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
PKART,567039,-46346,11048497,5.1323,-0.4195,-0.4195,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
MAKIM,1488625,-46552,42559998,3.4977,-0.1094,-0.1094,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
DAGI,10517321,-47849,175301274,5.9996,-0.0273,-0.0273,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
VESBE,19119198,-48307,503578676,3.7967,-0.0096,-0.0096,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
GENTS,15475539,-50730,749958921,2.0635,-0.0068,-0.0068,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AFYON,214874122,-50888,399992258,53.7196,-0.0127,-0.0127,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
DITAS,1592578,-51107,83407810,1.9094,-0.0613,-0.0613,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
DAPGM,16777844,-51563,942959850,1.7793,-0.0054,-0.0055,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ARFYE,1576055,-51709,47000000,3.3533,-0.11,-0.11,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
IHYAY,17578400,-53327,388124996,4.5291,-0.0137,-0.0137,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ISMEN,15168566,-53711,467723147,3.2431,-0.0114,-0.0115,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
SANFM,4786904,-53807,225029995,2.1272,-0.0239,-0.0239,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
KLSER,9078574,-54826,109458312,8.2941,-0.0501,-0.0501,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
DOAS,8191487,-55043,97899975,8.3672,-0.0562,-0.0562,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EMPAE,1251264,-55687,38000000,3.2928,-0.1465,-0.1465,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
PENGD,8489221,-56397,171069968,4.9624,-0.033,-0.033,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EGGUB,31327359,-56542,75862197,41.2951,-0.0745,-0.0745,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
GSDDE,2105444,-57107,106850751,1.9705,-0.0534,-0.0534,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
PRZMA,4506691,-57348,61941150,7.2758,-0.0925,-0.0926,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
MSGYO,14668352,-58917,171327893,8.5616,-0.0344,-0.0344,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
PLTUR,2205086,-60592,49500000,4.4547,-0.1224,-0.1224,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
KUYAS,5412080,-63927,398957788,1.3566,-0.016,-0.016,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
IHGZT,38966275,-64834,570666228,6.8282,-0.0114,-0.0114,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
SEYKM,11575195,-65054,151040901,7.6636,-0.0431,-0.0431,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
GIPTA,2641023,-66228,51617863,5.1165,-0.1283,-0.1283,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
MARKA,1408124,-68869,20802018,6.7692,-0.331,-0.3311,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
DURKN,2471104,-73087,42500000,5.8144,-0.1719,-0.172,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
GLCVY,1211485,-78644,26400000,4.589,-0.2979,-0.2979,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
NUGYO,206266145,-81349,324943976,63.4774,-0.0251,-0.025,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
DENGE,35635163,-83803,525284797,6.784,-0.0159,-0.016,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ANHYT,1752161,-84865,88457041,1.9808,-0.0959,-0.0959,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ENDAE,3781098,-84925,125773836,3.0063,-0.0675,-0.0675,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
MTRKS,1553015,-89751,44633165,3.4795,-0.2011,-0.2011,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
KNFRT,2469672,-90264,131747000,1.8746,-0.0685,-0.0685,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
OZKGY,4392996,-93045,363999945,1.2069,-0.0255,-0.0256,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ANELE,1866752,-94435,151405542,1.2329,-0.0624,-0.0624,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
DURDO,35003730,-95250,379703149,9.2187,-0.0251,-0.0251,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AKENR,18200502,-97823,385189246,4.7251,-0.0254,-0.0254,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ADEL,4705916,-99142,112043619,4.2001,-0.0885,-0.0885,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
LRSHO,41176830,-102361,724120946,5.6865,-0.0141,-0.0141,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BIGEN,3768027,-104069,115500000,3.2624,-0.0901,-0.0901,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BIGCH,4967242,-107943,368932945,1.3464,-0.0292,-0.0293,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BLCYT,1248871,-108425,49088907,2.5441,-0.2209,-0.2209,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
JANTS,8427466,-108703,207607465,4.0593,-0.0524,-0.0524,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
GENKM,5394439,-110472,124845000,4.3209,-0.0885,-0.0885,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ISFIN,4444966,-111792,310154523,1.4331,-0.0361,-0.036,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AKHAN,2199552,-113349,54700000,4.0211,-0.2072,-0.2072,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
KAYSE,50247176,-119559,828951998,6.0615,-0.0145,-0.0144,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
DOFRB,2347205,-127589,45000000,5.216,-0.2835,-0.2835,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AKSGY,16118209,-129225,1628451947,0.9898,-0.0079,-0.0079,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
VAKFN,86777787,-129384,2064378140,4.2036,-0.0062,-0.0063,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
METRO,10039621,-129805,539989959,1.8592,-0.0241,-0.024,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EMKEL,8043715,-130516,149999458,5.3625,-0.087,-0.087,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AKFYE,6566366,-131671,551782160,1.19,-0.0239,-0.0239,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BMSCH,3772205,-134349,70207402,5.3729,-0.1914,-0.1914,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EUREN,59070949,-135574,1040132637,5.6792,-0.013,-0.013,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AKFGY,41091187,-139978,3457819313,1.1884,-0.004,-0.004,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
SOKM,9758795,-149556,448708248,2.1749,-0.0333,-0.0333,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ISKPL,12128695,-149575,727625735,1.6669,-0.0205,-0.0206,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
TEZOL,5061563,-152454,139999972,3.6154,-0.1089,-0.1089,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BAYRK,16149963,-154225,189751123,8.5111,-0.0813,-0.0813,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
MAVI,21599969,-164166,576779312,3.7449,-0.0285,-0.0285,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
SILVR,10416152,-164313,212818206,4.8944,-0.0772,-0.0772,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
TKFEN,2378520,-165250,230848007,1.0303,-0.0716,-0.0716,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EDATA,4667086,-170776,160065395,2.9157,-0.1067,-0.1067,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
KONTR,78405439,-197326,1094556853,7.1632,-0.018,-0.018,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AKGRT,116971637,-199683,629007625,18.5962,-0.0318,-0.0317,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EUHOL,8291655,-201620,142999954,5.7984,-0.141,-0.141,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
RYGYO,53388350,-209351,770588057,6.9283,-0.0271,-0.0272,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
INDES,29072711,-215919,462749767,6.2826,-0.0467,-0.0467,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
GOKNR,5492520,-216808,185092608,2.9674,-0.1172,-0.1171,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BESLR,14381471,-219911,658098036,2.1853,-0.0334,-0.0334,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
TCELL,12475348,-240322,1622604373,0.7688,-0.0149,-0.0148,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
GEDIK,9999924,-242641,983076857,1.0172,-0.0247,-0.0247,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
KRGYO,16966082,-244678,275246747,6.164,-0.0888,-0.0889,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
KLGYO,36841742,-253053,689399869,5.344,-0.0367,-0.0367,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EUPWR,10722388,-257458,199598275,5.372,-0.129,-0.129,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
OSTIM,22479185,-258917,510004637,4.4076,-0.0508,-0.0508,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BESTE,3057471,-279627,54578499,5.602,-0.5123,-0.5123,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AGYO,4761489,-282099,129036460,3.69,-0.2187,-0.2186,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
DMRGD,24052925,-297178,1277294592,1.8831,-0.0233,-0.0233,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
TUREX,28496083,-305514,432000000,6.5963,-0.0707,-0.0707,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
SARKY,128514333,-312149,999999671,12.8514,-0.0313,-0.0312,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
CVKMD,22796823,-312533,461999787,4.9344,-0.0676,-0.0676,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
LILAK,4374347,-312708,260252705,1.6808,-0.1202,-0.1202,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
HKTM,4275024,-313420,72747495,5.8765,-0.4309,-0.4308,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AKBNK,393125398,-314219,3059320216,12.8501,-0.0103,-0.0103,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ALKA,10271579,-335190,330750000,3.1055,-0.1014,-0.1013,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
KCAER,22044643,-339152,496494775,4.4401,-0.0683,-0.0683,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
THYAO,42758067,-353234,739463453,5.7823,-0.0478,-0.0478,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
MPARK,3871570,-364215,80869110,4.7875,-0.4503,-0.4504,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ETILR,9522251,-368132,156217454,6.0955,-0.2357,-0.2357,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BIMAS,998485,-369772,436214016,0.2289,-0.0848,-0.0848,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
NIBAS,19960122,-370982,267767946,7.4543,-0.1385,-0.1385,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AKSA,213278039,-375262,1503650642,14.184,-0.025,-0.025,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AZTEK,16441524,-404792,279000000,5.893,-0.1451,-0.1451,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
FRIGO,8643455,-411403,263258455,3.2833,-0.1562,-0.1563,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
MERKO,8809422,-414420,101104700,8.7132,-0.4099,-0.4099,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
AGROT,70148678,-458927,995919770,7.0436,-0.0461,-0.0461,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ALARK,6847054,-477570,147125148,4.6539,-0.3246,-0.3246,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
YAPRK,6802096,-499875,88514958,7.6847,-0.5647,-0.5647,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EKOS,18534453,-514669,307199852,6.0334,-0.1675,-0.1675,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
MANAS,15318226,-567866,306992000,4.9898,-0.185,-0.185,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BINHO,24585782,-580348,488884380,5.029,-0.1187,-0.1187,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ULUUN,11661568,-605719,290523353,4.014,-0.2085,-0.2085,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ZOREN,140682604,-613233,2681244194,5.2469,-0.0229,-0.0229,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ENTRA,17082674,-653597,369383564,4.6246,-0.177,-0.1769,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
LIDFA,18921548,-663992,458180545,4.1297,-0.1449,-0.1449,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
TURSG,24940420,-678574,7907296076,0.3154,-0.0086,-0.0086,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ATATR,11676904,-786524,280000000,4.1703,-0.2809,-0.2809,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EKGYO,49631629,-875811,1925107366,2.5781,-0.0455,-0.0455,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
USAK,119796112,-942492,2436064709,4.9176,-0.0387,-0.0387,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
MRGYO,108407621,-971078,2277966226,4.759,-0.0426,-0.0426,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
FENER,223132503,-1019082,2772321468,8.0486,-0.0367,-0.0368,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BTCIM,143211731,-1020897,4220350772,3.3934,-0.0242,-0.0242,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
KATMR,105809918,-1153786,1980989998,5.3413,-0.0582,-0.0582,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
HLGYO,35191878,-1265356,1075198517,3.2731,-0.1176,-0.1177,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
FONET,29753665,-1330056,577082984,5.1559,-0.2305,-0.2305,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
VAKBN,8290482,-1368160,8046896130,0.103,-0.017,-0.017,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
PSGYO,157318748,-1410175,2954231556,5.3252,-0.0477,-0.0477,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
CCOLA,4798531,-1554500,821509647,0.5841,-0.1892,-0.1892,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
BORLS,20044861,-1622922,308652686,6.4943,-0.5258,-0.5258,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
SISE,65472963,-1938932,1814905641,3.6075,-0.1068,-0.1068,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
RTALB,28729082,-2260626,432976722,6.6352,-0.5222,-0.5221,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ASELS,27351729,-2451565,1178601424,2.3207,-0.208,-0.208,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
TUKAS,162016356,-2477299,4499995929,3.6004,-0.055,-0.0551,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
PEKGY,113941422,-3100666,4685180741,2.432,-0.0661,-0.0662,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
EREGL,101199955,-3303888,3554244056,2.8473,-0.093,-0.093,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
HEKTS,202853373,-3399615,3946424637,5.1402,-0.0861,-0.0861,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ALGYO,68072171,-3524749,989338262,6.8806,-0.3562,-0.3563,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
CANTE,434326384,-29705694,8608815636,5.0451,-0.3451,-0.3451,AK_YATIRIM,20260430,gunluk,2026-05-01 15:41
ISCTR,751371,6077120,8880396856,0.0085,0.0685,0.0684,ALNUS,20260430,gunluk,2026-05-01 15:41
ISKPL,83214728,1422943,727625735,11.4365,0.1956,0.1956,ALNUS,20260430,gunluk,2026-05-01 15:41
DAPGM,1482308,899344,942959850,0.1572,0.0954,0.0954,ALNUS,20260430,gunluk,2026-05-01 15:41
IEYHO,218181702,807744,541033797,40.3268,0.1493,0.1493,ALNUS,20260430,gunluk,2026-05-01 15:41
KONTR,2127425,697257,1094556853,0.1944,0.0637,0.0637,ALNUS,20260430,gunluk,2026-05-01 15:41
BORLS,1137521,694271,308652686,0.3685,0.2249,0.2249,ALNUS,20260430,gunluk,2026-05-01 15:41
TATEN,1959955,588352,381299816,0.514,0.1543,0.1543,ALNUS,20260430,gunluk,2026-05-01 15:41
CEMZY,671365,549758,692395830,0.097,0.0794,0.0794,ALNUS,20260430,gunluk,2026-05-01 15:41
KZBGY,8061475,544725,1959999915,0.4113,0.0278,0.0278,ALNUS,20260430,gunluk,2026-05-01 15:41
IHLAS,2183090,499700,1396079076,0.1564,0.0358,0.0358,ALNUS,20260430,gunluk,2026-05-01 15:41
ENERY,2688159,464774,2420687469,0.111,0.0192,0.0192,ALNUS,20260430,gunluk,2026-05-01 15:41
MRGYO,8110718,393975,2277966226,0.3561,0.0173,0.0173,ALNUS,20260430,gunluk,2026-05-01 15:41
ARZUM,2151802,367951,400949823,0.5367,0.0918,0.0918,ALNUS,20260430,gunluk,2026-05-01 15:41
HURGZ,652408,337008,220784167,0.2955,0.1526,0.1526,ALNUS,20260430,gunluk,2026-05-01 15:41
MOGAN,1568883,293167,262635000,0.5974,0.1117,0.1116,ALNUS,20260430,gunluk,2026-05-01 15:41
CELHA,580872,289213,146124225,0.3975,0.1979,0.1979,ALNUS,20260430,gunluk,2026-05-01 15:41
GSRAY,7670971,238381,10123744690,0.0758,0.0024,0.0024,ALNUS,20260430,gunluk,2026-05-01 15:41
AGROT,4981704,202321,995919770,0.5002,0.0203,0.0203,ALNUS,20260430,gunluk,2026-05-01 15:41
BESTE,355939,198434,54578499,0.6522,0.3636,0.3636,ALNUS,20260430,gunluk,2026-05-01 15:41
AZTEK,802284,173721,279000000,0.2876,0.0623,0.0623,ALNUS,20260430,gunluk,2026-05-01 15:41
BTCIM,1695786,160273,4220350772,0.0402,0.0038,0.0038,ALNUS,20260430,gunluk,2026-05-01 15:41
ALKA,2040801,155496,330750000,0.617,0.047,0.047,ALNUS,20260430,gunluk,2026-05-01 15:41
KAREL,936950,153723,329659497,0.2842,0.0466,0.0466,ALNUS,20260430,gunluk,2026-05-01 15:41
ARTMS,118518,134507,28399999,0.4173,0.4736,0.4736,ALNUS,20260430,gunluk,2026-05-01 15:41
PAPIL,1003936,116780,206247674,0.4868,0.0567,0.0566,ALNUS,20260430,gunluk,2026-05-01 15:41
BRMEN,188759,113448,57566555,0.3279,0.1971,0.1971,ALNUS,20260430,gunluk,2026-05-01 15:41
ESCOM,885599,109376,465831670,0.1901,0.0235,0.0235,ALNUS,20260430,gunluk,2026-05-01 15:41
VAKFN,1756300,100000,2064378140,0.0851,0.0049,0.0048,ALNUS,20260430,gunluk,2026-05-01 15:41
CONSE,829953,99712,377854899,0.2196,0.0263,0.0264,ALNUS,20260430,gunluk,2026-05-01 15:41
BULGS,315797,98534,72500000,0.4356,0.1359,0.1359,ALNUS,20260430,gunluk,2026-05-01 15:41
ASGYO,657196,95896,165000000,0.3983,0.0581,0.0581,ALNUS,20260430,gunluk,2026-05-01 15:41
MANAS,287173,86263,306992000,0.0935,0.0281,0.0281,ALNUS,20260430,gunluk,2026-05-01 15:41
SANFM,1144440,85386,225029995,0.5086,0.038,0.0379,ALNUS,20260430,gunluk,2026-05-01 15:41
DMRGD,2843116,74334,1277294592,0.2226,0.0058,0.0058,ALNUS,20260430,gunluk,2026-05-01 15:41
MERCN,129086,68470,74389005,0.1735,0.092,0.092,ALNUS,20260430,gunluk,2026-05-01 15:41
GZNMI,111745,52026,40949825,0.2729,0.1271,0.127,ALNUS,20260430,gunluk,2026-05-01 15:41
KGYO,104146,51210,767894934,0.0136,0.0067,0.0067,ALNUS,20260430,gunluk,2026-05-01 15:41
BESLR,379013,48001,658098036,0.0576,0.0073,0.0073,ALNUS,20260430,gunluk,2026-05-01 15:41
HDFGS,3499097,47402,956974191,0.3656,0.0049,0.005,ALNUS,20260430,gunluk,2026-05-01 15:41
ETILR,1461428,47250,156217454,0.9355,0.0302,0.0302,ALNUS,20260430,gunluk,2026-05-01 15:41
ASTOR,77152,46099,426646223,0.0181,0.0108,0.0108,ALNUS,20260430,gunluk,2026-05-01 15:41
DURKN,181116,45000,42500000,0.4262,0.1059,0.1059,ALNUS,20260430,gunluk,2026-05-01 15:41
AKBNK,139274,44850,3059320216,0.0046,0.0015,0.0015,ALNUS,20260430,gunluk,2026-05-01 15:41
HOROZ,73207,42684,24599986,0.2976,0.1735,0.1735,ALNUS,20260430,gunluk,2026-05-01 15:41
IZENR,607232,42058,914222597,0.0664,0.0046,0.0046,ALNUS,20260430,gunluk,2026-05-01 15:41
AHSGY,158016,41925,184999889,0.0854,0.0226,0.0227,ALNUS,20260430,gunluk,2026-05-01 15:41
REEDR,371151,41817,632419525,0.0587,0.0066,0.0066,ALNUS,20260430,gunluk,2026-05-01 15:41
ALKIM,132232,41710,182767821,0.0723,0.0228,0.0228,ALNUS,20260430,gunluk,2026-05-01 15:41
SRVGY,47961907,37342,812499687,5.903,0.0046,0.0046,ALNUS,20260430,gunluk,2026-05-01 15:41
METRO,400344,36642,539989959,0.0741,0.0067,0.0068,ALNUS,20260430,gunluk,2026-05-01 15:41
CVKMD,4663897,34829,461999787,1.0095,0.0075,0.0075,ALNUS,20260430,gunluk,2026-05-01 15:41
TUREX,1690824,31690,432000000,0.3914,0.0073,0.0073,ALNUS,20260430,gunluk,2026-05-01 15:41
HEKTS,5297896,31584,3946424637,0.1342,0.0008,0.0008,ALNUS,20260430,gunluk,2026-05-01 15:41
SMRTG,563312,31426,664164672,0.0848,0.0047,0.0047,ALNUS,20260430,gunluk,2026-05-01 15:41
YKBNK,589606,30328,4705620952,0.0125,0.0006,0.0006,ALNUS,20260430,gunluk,2026-05-01 15:41
BMSCH,344971,29752,70207402,0.4914,0.0424,0.0424,ALNUS,20260430,gunluk,2026-05-01 15:41
AYEN,58941,28058,55531320,0.1061,0.0505,0.0505,ALNUS,20260430,gunluk,2026-05-01 15:41
SANKO,40669,27739,37499197,0.1085,0.074,0.074,ALNUS,20260430,gunluk,2026-05-01 15:41
DYOBY,123255,27328,186553687,0.0661,0.0147,0.0146,ALNUS,20260430,gunluk,2026-05-01 15:41
MHRGY,661263,26282,310499991,0.213,0.0085,0.0085,ALNUS,20260430,gunluk,2026-05-01 15:41
AEFES,450285,25402,2028860053,0.0222,0.0013,0.0013,ALNUS,20260430,gunluk,2026-05-01 15:41
YIGIT,204623,24690,89724474,0.2281,0.0276,0.0275,ALNUS,20260430,gunluk,2026-05-01 15:41
EUPWR,184457,24213,199598275,0.0924,0.0121,0.0121,ALNUS,20260430,gunluk,2026-05-01 15:41
GIPTA,239849,23550,51617863,0.4647,0.0457,0.0456,ALNUS,20260430,gunluk,2026-05-01 15:41
BOBET,332019,22578,113999998,0.2912,0.0198,0.0198,ALNUS,20260430,gunluk,2026-05-01 15:41
DOFRB,65450,21452,45000000,0.1454,0.0476,0.0477,ALNUS,20260430,gunluk,2026-05-01 15:41
KIMMR,658421,21000,75000000,0.8779,0.028,0.028,ALNUS,20260430,gunluk,2026-05-01 15:41
TEKTU,313980,21000,195639311,0.1605,0.0107,0.0107,ALNUS,20260430,gunluk,2026-05-01 15:41
GLRMK,81377,20839,102957400,0.079,0.0202,0.0202,ALNUS,20260430,gunluk,2026-05-01 15:41
KUYAS,75578,20395,398957788,0.0189,0.0051,0.0051,ALNUS,20260430,gunluk,2026-05-01 15:41
ALVES,1880843,20362,1359999780,0.1383,0.0015,0.0015,ALNUS,20260430,gunluk,2026-05-01 15:41
KOPOL,2167894,20200,266319652,0.814,0.0076,0.0076,ALNUS,20260430,gunluk,2026-05-01 15:41
TSKB,75766,20000,1516591674,0.005,0.0013,0.0013,ALNUS,20260430,gunluk,2026-05-01 15:41
DCTTR,226113,20000,157328724,0.1437,0.0127,0.0127,ALNUS,20260430,gunluk,2026-05-01 15:41
NETCD,68358,19905,40000000,0.1709,0.0498,0.0498,ALNUS,20260430,gunluk,2026-05-01 15:41
HATEK,71658,17469,62998947,0.1137,0.0277,0.0277,ALNUS,20260430,gunluk,2026-05-01 15:41
KLKIM,145357,15525,138383655,0.105,0.0112,0.0112,ALNUS,20260430,gunluk,2026-05-01 15:41
BNTAS,290489,15000,170624998,0.1702,0.0087,0.0088,ALNUS,20260430,gunluk,2026-05-01 15:41
BORSK,614034,13620,279999879,0.2193,0.0049,0.0049,ALNUS,20260430,gunluk,2026-05-01 15:41
ERSU,1406590,12960,31755894,4.4294,0.0408,0.0408,ALNUS,20260430,gunluk,2026-05-01 15:41
PLTUR,206859,12342,49500000,0.4179,0.0249,0.0249,ALNUS,20260430,gunluk,2026-05-01 15:41
VKGYO,1053246,11881,1637203242,0.0643,0.0007,0.0007,ALNUS,20260430,gunluk,2026-05-01 15:41
EGEPO,134347,11499,200000000,0.0672,0.0058,0.0057,ALNUS,20260430,gunluk,2026-05-01 15:41
UNLU,154187,11116,102181558,0.1509,0.0109,0.0109,ALNUS,20260430,gunluk,2026-05-01 15:41
GRNYO,327052,10583,37386059,0.8748,0.0283,0.0283,ALNUS,20260430,gunluk,2026-05-01 15:41
KRGYO,124016,10000,275246747,0.0451,0.0037,0.0036,ALNUS,20260430,gunluk,2026-05-01 15:41
BERA,560122,9997,492053330,0.1138,0.002,0.002,ALNUS,20260430,gunluk,2026-05-01 15:41
