hisse,pp_fark,lot_fark,donem,yukleme
PRDGS,0.78,867.499,2026_01_04,2026-04-18 16:42
PRKAB,0.91,318.573,2026_01_04,2026-04-18 16:42
PRKME,-3.1,,2026_01_04,2026-04-18 16:42
PRZMA,0.05,29.138,2026_01_04,2026-04-18 16:42
PSDTC,-0.46,-30.707,2026_01_04,2026-04-18 16:42
PSGYO,-0.82,,2026_01_04,2026-04-18 16:42
QNBFK,0.0,6.0,2026_01_04,2026-04-18 16:42
QNBTR,0.0,,2026_01_04,2026-04-18 16:42
AZTEK,-1.19,,2026_01_04,2026-04-18 16:42
BAGFS,-0.24,-239.474,2026_01_04,2026-04-18 16:42
RAYSG,0.05,26.435,2026_01_04,2026-04-18 16:42
BAHKM,1.98,462.24,2026_01_04,2026-04-18 16:42
RGYAS,0.17,177.744,2026_01_04,2026-04-18 16:42
RNPOL,-0.54,-91.021,2026_01_04,2026-04-18 16:42
RODRG,-0.2,-33.683,2026_01_04,2026-04-18 16:42
ROYAL,0.0,86.0,2026_01_04,2026-04-18 16:42
RTALB,1.81,,2026_01_04,2026-04-18 16:42
RUBNS,-0.23,-97.598,2026_01_04,2026-04-18 16:42
RYGYO,0.34,,2026_01_04,2026-04-18 16:42
RYSAS,-0.01,-59.609,2026_01_04,2026-04-18 16:42
SAFKR,0.44,609.827,2026_01_04,2026-04-18 16:42
BAKAB,0.02,5.863,2026_01_04,2026-04-18 16:42
SAMAT,-0.04,-41.45,2026_01_04,2026-04-18 16:42
SANEL,0.5,90.817,2026_01_04,2026-04-18 16:42
SANFM,-0.26,-565.865,2026_01_04,2026-04-18 16:42
SANKO,0.3,111.237,2026_01_04,2026-04-18 16:42
SARKY,-0.13,,2026_01_04,2026-04-18 16:42
BALAT,0.0,0.0,2026_01_04,2026-04-18 16:42
SAYAS,0.97,410.383,2026_01_04,2026-04-18 16:42
SDTTR,1.38,220.012,2026_01_04,2026-04-18 16:42
SEGMN,0.84,679.501,2026_01_04,2026-04-18 16:42
SEGYO,-2.25,,2026_01_04,2026-04-18 16:42
SEKFK,0.0,0.0,2026_01_04,2026-04-18 16:42
SEKUR,-0.61,-803.203,2026_01_04,2026-04-18 16:42
SELEC,-0.61,-756.123,2026_01_04,2026-04-18 16:42
SELVA,-0.59,,2026_01_04,2026-04-18 16:42
SERNT,-2.52,,2026_01_04,2026-04-18 16:42
SEYKM,0.31,474.609,2026_01_04,2026-04-18 16:42
SILVR,0.39,826.208,2026_01_04,2026-04-18 16:42
AGYO,-0.19,-243.829,2026_01_04,2026-04-18 16:42
BANVT,0.22,79.048,2026_01_04,2026-04-18 16:42
SKTAS,0.34,,2026_01_04,2026-04-18 16:42
SKYLP,0.65,46.737,2026_01_04,2026-04-18 16:42
SKYMD,0.61,321.604,2026_01_04,2026-04-18 16:42
SMART,1.03,308.099,2026_01_04,2026-04-18 16:42
SMRTG,0.09,,2026_01_04,2026-04-18 16:42
SMRVA,-8.56,,2026_01_04,2026-04-18 16:42
SNGYO,0.29,,2026_01_04,2026-04-18 16:42
SNICA,0.69,,2026_01_04,2026-04-18 16:42
SNPAM,0.0,0.0,2026_01_04,2026-04-18 16:42
SODSN,0.0,23.681,2026_01_04,2026-04-18 16:42
SOKE,2.71,,2026_01_04,2026-04-18 16:42
BARMA,-6.88,,2026_01_04,2026-04-18 16:42
SONME,0.0,-46.0,2026_01_04,2026-04-18 16:42
SRVGY,0.07,502.694,2026_01_04,2026-04-18 16:42
SUMAS,0.0,0.0,2026_01_04,2026-04-18 16:42
SUNTK,0.06,98.122,2026_01_04,2026-04-18 16:42
SURGY,1.5,672.871,2026_01_04,2026-04-18 16:42
SUWEN,-0.41,,2026_01_04,2026-04-18 16:42
BASCM,-0.01,-7.321,2026_01_04,2026-04-18 16:42
TARKM,1.07,53.591,2026_01_04,2026-04-18 16:42
TATEN,-1.76,,2026_01_04,2026-04-18 16:42
TATGD,0.23,273.014,2026_01_04,2026-04-18 16:42
BASGZ,0.2,345.177,2026_01_04,2026-04-18 16:42
TBORG,0.09,56.716,2026_01_04,2026-04-18 16:42
BAYRK,-1.11,,2026_01_04,2026-04-18 16:42
TCKRC,0.38,270.668,2026_01_04,2026-04-18 16:42
TDGYO,-0.17,-96.51,2026_01_04,2026-04-18 16:42
TEKTU,1.52,,2026_01_04,2026-04-18 16:42
TERA,4.01,,2026_01_04,2026-04-18 16:42
TEZOL,1.07,,2026_01_04,2026-04-18 16:42
TGSAS,0.15,18.344,2026_01_04,2026-04-18 16:42
BEGYO,1.35,,2026_01_04,2026-04-18 16:42
BERA,-0.11,-515.363,2026_01_04,2026-04-18 16:42
TKNSA,-0.22,-220.37,2026_01_04,2026-04-18 16:42
TLMAN,0.89,92.356,2026_01_04,2026-04-18 16:42
TMPOL,1.18,130.664,2026_01_04,2026-04-18 16:42
TMSN,0.05,24.523,2026_01_04,2026-04-18 16:42
TNZTP,-2.32,,2026_01_04,2026-04-18 16:42
BESLR,0.02,147.311,2026_01_04,2026-04-18 16:42
TRCAS,-0.23,-470.64,2026_01_04,2026-04-18 16:42
TRGYO,-0.19,-481.485,2026_01_04,2026-04-18 16:42
TRILC,-1.65,,2026_01_04,2026-04-18 16:42
TSGYO,0.32,843.415,2026_01_04,2026-04-18 16:42
BEYAZ,0.83,354.593,2026_01_04,2026-04-18 16:42
BFREN,0.53,129.788,2026_01_04,2026-04-18 16:42
BIENY,0.19,163.172,2026_01_04,2026-04-18 16:42
BIGCH,4.81,,2026_01_04,2026-04-18 16:42
TUCLK,-2.97,,2026_01_04,2026-04-18 16:42
BIGEN,1.3,,2026_01_04,2026-04-18 16:42
BIGTK,0.1,23.151,2026_01_04,2026-04-18 16:42
AHGAZ,-0.09,-590.034,2026_01_04,2026-04-18 16:42
TURGG,0.45,143.331,2026_01_04,2026-04-18 16:42
BINBN,0.61,104.839,2026_01_04,2026-04-18 16:42
UCAYM,0.25,148.412,2026_01_04,2026-04-18 16:42
UFUK,0.01,3.536,2026_01_04,2026-04-18 16:42
ULAS,0.02,4.789,2026_01_04,2026-04-18 16:42
BINHO,0.73,,2026_01_04,2026-04-18 16:42
ULUFA,-0.15,-448.709,2026_01_04,2026-04-18 16:42
ULUSE,-0.23,-54.34,2026_01_04,2026-04-18 16:42
ULUUN,0.64,,2026_01_04,2026-04-18 16:42
UMPAS,0.0,0.0,2026_01_04,2026-04-18 16:42
UNLU,0.47,481.852,2026_01_04,2026-04-18 16:42
USAK,-0.31,,2026_01_04,2026-04-18 16:42
BIOEN,-0.11,-229.326,2026_01_04,2026-04-18 16:42
VAKFA,-0.06,-130.816,2026_01_04,2026-04-18 16:42
VAKFN,-0.43,,2026_01_04,2026-04-18 16:42
VAKKO,0.65,200.212,2026_01_04,2026-04-18 16:42
VANGD,0.0,1.372,2026_01_04,2026-04-18 16:42
VBTYZ,-1.9,,2026_01_04,2026-04-18 16:42
VERTU,-0.03,-6.581,2026_01_04,2026-04-18 16:42
VERUS,-0.34,-118.977,2026_01_04,2026-04-18 16:42
VESBE,0.84,,2026_01_04,2026-04-18 16:42
BIZIM,0.26,71.902,2026_01_04,2026-04-18 16:42
VKFYO,0.0,891.0,2026_01_04,2026-04-18 16:42
VKGYO,0.43,,2026_01_04,2026-04-18 16:42
VKING,0.19,58.139,2026_01_04,2026-04-18 16:42
VRGYO,1.56,,2026_01_04,2026-04-18 16:42
VSNMD,-1.31,-313.297,2026_01_04,2026-04-18 16:42
YAPRK,-0.43,-18.017,2026_01_04,2026-04-18 16:42
YATAS,0.29,269.347,2026_01_04,2026-04-18 16:42
YAYLA,0.2,83.024,2026_01_04,2026-04-18 16:42
YBTAS,0.0,0.0,2026_01_04,2026-04-18 16:42
BJKAS,0.26,,2026_01_04,2026-04-18 16:42
YESIL,0.24,,2026_01_04,2026-04-18 16:42
YGGYO,0.04,97.321,2026_01_04,2026-04-18 16:42
YGYO,-0.04,-455.546,2026_01_04,2026-04-18 16:42
YIGIT,-1.73,,2026_01_04,2026-04-18 16:42
BLCYT,0.46,224.227,2026_01_04,2026-04-18 16:42
YKSLN,-3.0,,2026_01_04,2026-04-18 16:42
YONGA,-0.04,-2.5,2026_01_04,2026-04-18 16:42
YUNSA,1.31,,2026_01_04,2026-04-18 16:42
YYAPI,-0.22,,2026_01_04,2026-04-18 16:42
YYLGD,-0.23,-874.524,2026_01_04,2026-04-18 16:42
ZEDUR,-1.67,,2026_01_04,2026-04-18 16:42
ZERGY,4.08,,2026_01_04,2026-04-18 16:42
ZGYO,-7.68,,2026_01_04,2026-04-18 16:42
BLUME,0.27,480.828,2026_01_04,2026-04-18 16:42
ZRGYO,0.0,78.584,2026_01_04,2026-04-18 16:42
TUPRS,-0.86,,2026_02_02,2026-04-18 17:18
THYAO,1.4,,2026_02_02,2026-04-18 17:18
SASA,0.87,,2026_02_02,2026-04-18 17:18
ASELS,0.6,,2026_02_02,2026-04-18 17:18
ISCTR,1.07,,2026_02_02,2026-04-18 17:18
HEKTS,0.18,,2026_02_02,2026-04-18 17:18
SISE,1.11,,2026_02_02,2026-04-18 17:18
PGSUS,2.8,,2026_02_02,2026-04-18 17:18
EREGL,0.27,,2026_02_02,2026-04-18 17:18
ALTNY,0.37,,2026_02_02,2026-04-18 17:18
REEDR,0.7,,2026_02_02,2026-04-18 17:18
KCHOL,1.0,,2026_02_02,2026-04-18 17:18
KONTR,0.27,,2026_02_02,2026-04-18 17:18
FROTO,1.79,,2026_02_02,2026-04-18 17:18
CWENE,0.55,,2026_02_02,2026-04-18 17:18
ASTOR,2.92,,2026_02_02,2026-04-18 17:18
PATEK,-0.2,-585.451,2026_02_02,2026-04-18 17:18
TABGD,-0.64,-333.455,2026_02_02,2026-04-18 17:18
IZENR,-0.02,-222.702,2026_02_02,2026-04-18 17:18
ZOREN,0.4,,2026_02_02,2026-04-18 17:18
CANTE,-1.88,,2026_02_02,2026-04-18 17:18
ENERY,0.3,,2026_02_02,2026-04-18 17:18
DOAS,0.33,325.818,2026_02_02,2026-04-18 17:18
PETKM,1.44,,2026_02_02,2026-04-18 17:18
OBAMS,-0.48,,2026_02_02,2026-04-18 17:18
ENJSA,0.21,501.243,2026_02_02,2026-04-18 17:18
AKBNK,1.56,,2026_02_02,2026-04-18 17:18
SAHOL,-0.06,-622.971,2026_02_02,2026-04-18 17:18
TCELL,0.16,,2026_02_02,2026-04-18 17:18
KCAER,0.59,,2026_02_02,2026-04-18 17:18
BIMAS,-0.04,-173.556,2026_02_02,2026-04-18 17:18
EUPWR,1.64,,2026_02_02,2026-04-18 17:18
MIATK,0.69,,2026_02_02,2026-04-18 17:18
YKBNK,1.95,,2026_02_02,2026-04-18 17:18
OYAKC,0.1,,2026_02_02,2026-04-18 17:18
TTRAK,0.33,84.246,2026_02_02,2026-04-18 17:18
TOASO,0.29,351.16,2026_02_02,2026-04-18 17:18
TUKAS,0.05,,2026_02_02,2026-04-18 17:18
ENKAI,0.17,,2026_02_02,2026-04-18 17:18
GARAN,0.09,,2026_02_02,2026-04-18 17:18
KRDMD,2.32,,2026_02_02,2026-04-18 17:18
MGROS,-0.37,-352.129,2026_02_02,2026-04-18 17:18
TRALT,2.59,,2026_02_02,2026-04-18 17:18
ISMEN,0.2,957.942,2026_02_02,2026-04-18 17:18
GSRAY,1.23,,2026_02_02,2026-04-18 17:18
AEFES,1.49,,2026_02_02,2026-04-18 17:18
TSPOR,2.6,,2026_02_02,2026-04-18 17:18
AKSA,0.25,,2026_02_02,2026-04-18 17:18
ODAS,1.24,,2026_02_02,2026-04-18 17:18
YEOTK,0.35,552.174,2026_02_02,2026-04-18 17:18
ALARK,0.93,,2026_02_02,2026-04-18 17:18
GESAN,0.5,701.945,2026_02_02,2026-04-18 17:18
EKGYO,0.61,,2026_02_02,2026-04-18 17:18
FENER,0.18,,2026_02_02,2026-04-18 17:18
ARCLK,0.98,,2026_02_02,2026-04-18 17:18
MAVI,0.24,,2026_02_02,2026-04-18 17:18
CIMSA,-0.19,-931.779,2026_02_02,2026-04-18 17:18
TTKOM,-0.52,,2026_02_02,2026-04-18 17:18
TAVHL,-0.36,-778.353,2026_02_02,2026-04-18 17:18
ULKER,-0.1,-356.475,2026_02_02,2026-04-18 17:18
VESTL,0.37,,2026_02_02,2026-04-18 17:18
SKBNK,0.11,,2026_02_02,2026-04-18 17:18
CCOLA,0.17,,2026_02_02,2026-04-18 17:18
AKSEN,-0.02,-126.928,2026_02_02,2026-04-18 17:18
TURSG,0.24,,2026_02_02,2026-04-18 17:18
QUAGR,-2.32,,2026_02_02,2026-04-18 17:18
DOHOL,0.05,567.516,2026_02_02,2026-04-18 17:18
GLRMK,-2.1,-812.604,2026_02_02,2026-04-18 17:18
SOKM,0.56,,2026_02_02,2026-04-18 17:18
HALKB,0.06,,2026_02_02,2026-04-18 17:18
BRSAN,1.31,469.558,2026_02_02,2026-04-18 17:18
TSKB,1.52,,2026_02_02,2026-04-18 17:18
KTLEV,1.04,,2026_02_02,2026-04-18 17:18
GUBRF,0.3,258.175,2026_02_02,2026-04-18 17:18
TUREX,1.83,,2026_02_02,2026-04-18 17:18
VAKBN,0.02,,2026_02_02,2026-04-18 17:18
PASEU,-1.01,,2026_02_02,2026-04-18 17:18
OTKAR,0.89,295.67,2026_02_02,2026-04-18 17:18
EFOR,0.16,,2026_02_02,2026-04-18 17:18
ECILC,-0.51,,2026_02_02,2026-04-18 17:18
TKFEN,0.46,,2026_02_02,2026-04-18 17:18
AGHOL,0.16,,2026_02_02,2026-04-18 17:18
BALSU,0.16,422.008,2026_02_02,2026-04-18 17:18
BTCIM,0.57,,2026_02_02,2026-04-18 17:18
ANSGR,-0.06,-933.929,2026_02_02,2026-04-18 17:18
GRTHO,-0.8,-293.369,2026_02_02,2026-04-18 17:18
DAPGM,0.42,,2026_02_02,2026-04-18 17:18
MAGEN,0.2,,2026_02_02,2026-04-18 17:18
TRMET,-0.26,-452.126,2026_02_02,2026-04-18 17:18
EGEEN,0.25,2.831,2026_02_02,2026-04-18 17:18
GENIL,-1.52,,2026_02_02,2026-04-18 17:18
BSOKE,0.58,,2026_02_02,2026-04-18 17:18
BRYAT,0.15,15.638,2026_02_02,2026-04-18 17:18
KUYAS,0.27,,2026_02_02,2026-04-18 17:18
MPARK,0.23,185.677,2026_02_02,2026-04-18 17:18
TRENJ,-0.01,-7.855,2026_02_02,2026-04-18 17:18
DSTKF,0.15,,2026_02_02,2026-04-18 17:18
KLRHO,0.01,53.77,2026_02_02,2026-04-18 17:18
GRSEL,0.54,160.395,2026_02_02,2026-04-18 17:18
RALYH,0.23,393.188,2026_02_02,2026-04-18 17:18
BLCYT,1.27,621.768,2026_02_02,2026-04-18 17:18
BLUME,0.32,563.583,2026_02_02,2026-04-18 17:18
BMSCH,1.16,800.498,2026_02_02,2026-04-18 17:18
BMSTL,0.27,202.448,2026_02_02,2026-04-18 17:18
BNTAS,1.41,,2026_02_02,2026-04-18 17:18
BOBET,0.6,692.078,2026_02_02,2026-04-18 17:18
BORLS,1.26,,2026_02_02,2026-04-18 17:18
BORSK,3.05,,2026_02_02,2026-04-18 17:18
BOSSA,0.13,652.21,2026_02_02,2026-04-18 17:18
BRISA,0.4,124.003,2026_02_02,2026-04-18 17:18
BRKO,0.02,35.801,2026_02_02,2026-04-18 17:18
BRKSN,-0.11,-64.801,2026_02_02,2026-04-18 17:18
BRKVY,0.42,58.124,2026_02_02,2026-04-18 17:18
BRLSM,-0.73,-779.074,2026_02_02,2026-04-18 17:18
BRMEN,0.0,1.0,2026_02_02,2026-04-18 17:18
AHSGY,0.13,238.044,2026_02_02,2026-04-18 17:18
ACSEL,0.15,13.224,2026_02_02,2026-04-18 17:18
AKCNS,1.58,619.415,2026_02_02,2026-04-18 17:18
AKENR,0.79,,2026_02_02,2026-04-18 17:18
BUCIM,-0.14,-463.779,2026_02_02,2026-04-18 17:18
BULGS,3.38,,2026_02_02,2026-04-18 17:18
BURCE,-0.12,-53.923,2026_02_02,2026-04-18 17:18
BURVA,0.2,9.432,2026_02_02,2026-04-18 17:18
BVSAN,1.21,166.126,2026_02_02,2026-04-18 17:18
BYDNR,-0.75,2.78,2026_02_02,2026-04-18 17:18
AKFGY,0.18,,2026_02_02,2026-04-18 17:18
CASA,-0.02,-1.0,2026_02_02,2026-04-18 17:18
CATES,1.49,490.535,2026_02_02,2026-04-18 17:18
AKFIS,0.55,370.347,2026_02_02,2026-04-18 17:18
CELHA,0.08,118.147,2026_02_02,2026-04-18 17:18
CEMAS,-1.66,,2026_02_02,2026-04-18 17:18
CEMTS,0.92,,2026_02_02,2026-04-18 17:18
CEMZY,0.43,535.393,2026_02_02,2026-04-18 17:18
CEOEM,0.34,75.504,2026_02_02,2026-04-18 17:18
CGCAM,4.03,,2026_02_02,2026-04-18 17:18
AKFYE,-0.15,-796.067,2026_02_02,2026-04-18 17:18
CLEBI,0.52,28.123,2026_02_02,2026-04-18 17:18
CMBTN,0.66,6.831,2026_02_02,2026-04-18 17:18
CMENT,0.0,0.0,2026_02_02,2026-04-18 17:18
CONSE,1.09,,2026_02_02,2026-04-18 17:18
COSMO,0.04,3.224,2026_02_02,2026-04-18 17:18
CRDFA,0.83,622.487,2026_02_02,2026-04-18 17:18
CRFSA,-1.28,-235.457,2026_02_02,2026-04-18 17:18
CUSAN,-1.11,-206.14,2026_02_02,2026-04-18 17:18
CVKMD,2.66,,2026_02_02,2026-04-18 17:18
AKGRT,0.58,,2026_02_02,2026-04-18 17:18
TRHOL,1.04,183.385,2026_02_02,2026-04-18 17:18
DAGI,-1.59,,2026_02_02,2026-04-18 17:18
AKHAN,-33.34,,2026_02_02,2026-04-18 17:18
DARDL,0.52,,2026_02_02,2026-04-18 17:18
DCTTR,-0.11,-172.896,2026_02_02,2026-04-18 17:18
DENGE,0.91,,2026_02_02,2026-04-18 17:18
DERHL,0.42,823.182,2026_02_02,2026-04-18 17:18
DERIM,0.26,105.992,2026_02_02,2026-04-18 17:18
DESA,-0.15,-257.966,2026_02_02,2026-04-18 17:18
DESPC,1.2,191.596,2026_02_02,2026-04-18 17:18
DEVA,0.33,667.368,2026_02_02,2026-04-18 17:18
DGATE,-0.54,-81.638,2026_02_02,2026-04-18 17:18
DGGYO,0.0,1.766,2026_02_02,2026-04-18 17:18
DGNMO,0.0,17.719,2026_02_02,2026-04-18 17:18
DIRIT,0.0,84.0,2026_02_02,2026-04-18 17:18
DITAS,-2.21,,2026_02_02,2026-04-18 17:18
DMRGD,-0.9,,2026_02_02,2026-04-18 17:18
DMSAS,0.8,,2026_02_02,2026-04-18 17:18
DNISI,0.01,9.101,2026_02_02,2026-04-18 17:18
AKMGY,0.0,-739.0,2026_02_02,2026-04-18 17:18
DOCO,1.37,3.995,2026_02_02,2026-04-18 17:18
DOFER,1.01,207.577,2026_02_02,2026-04-18 17:18
DOFRB,0.94,425.539,2026_02_02,2026-04-18 17:18
DOGUB,-0.52,-104.093,2026_02_02,2026-04-18 17:18
ADEL,0.08,87.798,2026_02_02,2026-04-18 17:18
DOKTA,0.03,33.003,2026_02_02,2026-04-18 17:18
ADESE,2.57,,2026_02_02,2026-04-18 17:18
DUNYH,0.03,11.778,2026_02_02,2026-04-18 17:18
DURDO,-1.35,,2026_02_02,2026-04-18 17:18
DURKN,-1.52,-644.963,2026_02_02,2026-04-18 17:18
DYOBY,0.67,,2026_02_02,2026-04-18 17:18
DZGYO,0.07,277.489,2026_02_02,2026-04-18 17:18
EBEBK,-0.29,-119.331,2026_02_02,2026-04-18 17:18
AKSGY,0.04,590.442,2026_02_02,2026-04-18 17:18
ECOGR,0.88,969.595,2026_02_02,2026-04-18 17:18
ECZYT,0.23,105.376,2026_02_02,2026-04-18 17:18
EDATA,-3.93,,2026_02_02,2026-04-18 17:18
EDIP,1.29,470.759,2026_02_02,2026-04-18 17:18
AKSUE,-0.32,-180.975,2026_02_02,2026-04-18 17:18
AKYHO,0.28,624.575,2026_02_02,2026-04-18 17:18
EGEGY,1.14,782.254,2026_02_02,2026-04-18 17:18
EGEPO,1.81,,2026_02_02,2026-04-18 17:18
EGGUB,-0.07,-54.918,2026_02_02,2026-04-18 17:18
EGPRO,0.28,497.838,2026_02_02,2026-04-18 17:18
EGSER,0.5,,2026_02_02,2026-04-18 17:18
ADGYO,-0.06,-218.521,2026_02_02,2026-04-18 17:18
EKIZ,-0.05,-4.384,2026_02_02,2026-04-18 17:18
EKOS,0.32,979.533,2026_02_02,2026-04-18 17:18
EKSUN,1.62,,2026_02_02,2026-04-18 17:18
ELITE,0.69,309.094,2026_02_02,2026-04-18 17:18
EMKEL,-1.02,,2026_02_02,2026-04-18 17:18
EMNIS,0.0,1.0,2026_02_02,2026-04-18 17:18
ENDAE,-0.38,-470.795,2026_02_02,2026-04-18 17:18
ALBRK,1.8,,2026_02_02,2026-04-18 17:18
ALCAR,0.16,2.644,2026_02_02,2026-04-18 17:18
ALCTL,1.19,161.428,2026_02_02,2026-04-18 17:18
ENSRI,0.7,,2026_02_02,2026-04-18 17:18
ENTRA,-0.51,,2026_02_02,2026-04-18 17:18
EPLAS,-0.77,,2026_02_02,2026-04-18 17:18
ERBOS,0.19,31.272,2026_02_02,2026-04-18 17:18
ERCB,0.38,159.079,2026_02_02,2026-04-18 17:18
ALFAS,0.57,483.187,2026_02_02,2026-04-18 17:18
ERSU,-0.28,-89.072,2026_02_02,2026-04-18 17:18
ESCAR,0.78,787.36,2026_02_02,2026-04-18 17:18
ESCOM,0.75,,2026_02_02,2026-04-18 17:18
ESEN,-0.66,,2026_02_02,2026-04-18 17:18
ETILR,0.95,,2026_02_02,2026-04-18 17:18
ETYAT,0.06,11.44,2026_02_02,2026-04-18 17:18
EUHOL,0.0,1.0,2026_02_02,2026-04-18 17:18
EUKYO,0.88,174.693,2026_02_02,2026-04-18 17:18
ALGYO,1.32,,2026_02_02,2026-04-18 17:18
EUREN,0.29,,2026_02_02,2026-04-18 17:18
EUYO,0.25,49.196,2026_02_02,2026-04-18 17:18
EYGYO,0.44,,2026_02_02,2026-04-18 17:18
FADE,1.06,449.995,2026_02_02,2026-04-18 17:18
ALKA,0.21,704.296,2026_02_02,2026-04-18 17:18
FLAP,-0.28,-257.247,2026_02_02,2026-04-18 17:18
FMIZP,0.74,25.65,2026_02_02,2026-04-18 17:18
FONET,1.64,,2026_02_02,2026-04-18 17:18
FORMT,-3.7,,2026_02_02,2026-04-18 17:18
FORTE,-0.61,-134.655,2026_02_02,2026-04-18 17:18
FRIGO,2.34,,2026_02_02,2026-04-18 17:18
FRMPL,1.38,551.485,2026_02_02,2026-04-18 17:18
ALKIM,0.16,307.809,2026_02_02,2026-04-18 17:18
FZLGY,0.1,416.981,2026_02_02,2026-04-18 17:18
ALKLC,1.36,617.328,2026_02_02,2026-04-18 17:18
GARFA,0.17,230.271,2026_02_02,2026-04-18 17:18
GATEG,0.17,18.0,2026_02_02,2026-04-18 17:18
GEDIK,-0.22,,2026_02_02,2026-04-18 17:18
GEDZA,-0.15,-65.693,2026_02_02,2026-04-18 17:18
RUZYE,0.07,198.781,2026_02_02,2026-04-18 17:18
GENTS,-0.01,-88.094,2026_02_02,2026-04-18 17:18
GEREL,1.31,,2026_02_02,2026-04-18 17:18
A1CAP,2.0,,2026_02_02,2026-04-18 17:18
GIPTA,0.24,123.076,2026_02_02,2026-04-18 17:18
GLBMD,0.05,15.62,2026_02_02,2026-04-18 17:18
GLCVY,3.12,823.487,2026_02_02,2026-04-18 17:18
ALVES,1.18,,2026_02_02,2026-04-18 17:18
GLRYH,0.42,,2026_02_02,2026-04-18 17:18
GLYHO,0.18,,2026_02_02,2026-04-18 17:18
GMTAS,0.19,580.565,2026_02_02,2026-04-18 17:18
GOKNR,1.11,,2026_02_02,2026-04-18 17:18
GOLTS,0.98,122.01,2026_02_02,2026-04-18 17:18
GOODY,0.09,128.694,2026_02_02,2026-04-18 17:18
GOZDE,-0.21,-801.74,2026_02_02,2026-04-18 17:18
GRNYO,0.0,3.0,2026_02_02,2026-04-18 17:18
ANELE,0.44,657.471,2026_02_02,2026-04-18 17:18
ANGEN,0.66,575.041,2026_02_02,2026-04-18 17:18
GSDDE,0.36,378.465,2026_02_02,2026-04-18 17:18
GSDHO,0.45,,2026_02_02,2026-04-18 17:18
ANHYT,-0.42,-377.964,2026_02_02,2026-04-18 17:18
AFYON,0.22,899.601,2026_02_02,2026-04-18 17:18
GUNDG,4.07,770.65,2026_02_02,2026-04-18 17:18
GWIND,2.55,,2026_02_02,2026-04-18 17:18
GZNMI,-1.48,-606.852,2026_02_02,2026-04-18 17:18
ARASE,0.73,368.1,2026_02_02,2026-04-18 17:18
HATEK,0.16,102.318,2026_02_02,2026-04-18 17:18
HATSN,-1.56,-689.832,2026_02_02,2026-04-18 17:18
HDFGS,0.15,,2026_02_02,2026-04-18 17:18
HEDEF,0.37,,2026_02_02,2026-04-18 17:18
AGESA,0.23,83.375,2026_02_02,2026-04-18 17:18
HKTM,0.81,588.285,2026_02_02,2026-04-18 17:18
HLGYO,-0.06,-749.027,2026_02_02,2026-04-18 17:18
HOROZ,1.8,442.432,2026_02_02,2026-04-18 17:18
HRKET,0.89,213.291,2026_02_02,2026-04-18 17:18
HTTBT,-0.09,-73.098,2026_02_02,2026-04-18 17:18
HUBVC,0.07,204.364,2026_02_02,2026-04-18 17:18
HUNER,0.96,,2026_02_02,2026-04-18 17:18
HURGZ,0.11,250.048,2026_02_02,2026-04-18 17:18
ICBCT,0.2,417.845,2026_02_02,2026-04-18 17:18
ICUGS,0.27,893.913,2026_02_02,2026-04-18 17:18
IDGYO,0.01,2.02,2026_02_02,2026-04-18 17:18
IEYHO,-0.4,,2026_02_02,2026-04-18 17:18
IHAAS,-4.73,,2026_02_02,2026-04-18 17:18
IHEVA,0.1,278.693,2026_02_02,2026-04-18 17:18
IHGZT,0.99,,2026_02_02,2026-04-18 17:18
IHLAS,1.34,,2026_02_02,2026-04-18 17:18
IHLGM,0.8,,2026_02_02,2026-04-18 17:18
IHYAY,1.21,,2026_02_02,2026-04-18 17:18
IMASM,-0.56,,2026_02_02,2026-04-18 17:18
INDES,0.41,,2026_02_02,2026-04-18 17:18
INFO,0.51,,2026_02_02,2026-04-18 17:18
INGRM,0.08,11.33,2026_02_02,2026-04-18 17:18
INTEK,0.0,0.0,2026_02_02,2026-04-18 17:18
INTEM,0.39,36.621,2026_02_02,2026-04-18 17:18
INVEO,-0.05,-489.122,2026_02_02,2026-04-18 17:18
INVES,-0.17,-65.517,2026_02_02,2026-04-18 17:18
ARDYZ,0.15,432.599,2026_02_02,2026-04-18 17:18
ISATR,0.02,0.0,2026_02_02,2026-04-18 17:18
ISBIR,0.0,0.0,2026_02_02,2026-04-18 17:18
ISBTR,0.01,1.0,2026_02_02,2026-04-18 17:18
ARENA,0.0,1.93,2026_02_02,2026-04-18 17:18
ISDMR,0.85,,2026_02_02,2026-04-18 17:18
ISFIN,0.24,739.452,2026_02_02,2026-04-18 17:18
ISGSY,0.0,4.5,2026_02_02,2026-04-18 17:18
ISGYO,-0.26,,2026_02_02,2026-04-18 17:18
ISKPL,1.18,,2026_02_02,2026-04-18 17:18
ISKUR,0.0,0.0,2026_02_02,2026-04-18 17:18
ARFYE,2.94,,2026_02_02,2026-04-18 17:18
ISSEN,0.41,440.314,2026_02_02,2026-04-18 17:18
ISYAT,0.3,448.95,2026_02_02,2026-04-18 17:18
ARMGD,-1.81,-994.36,2026_02_02,2026-04-18 17:18
IZFAS,-0.48,-749.046,2026_02_02,2026-04-18 17:18
IZINV,-0.13,-17.85,2026_02_02,2026-04-18 17:18
IZMDC,0.73,,2026_02_02,2026-04-18 17:18
JANTS,0.0,-17.429,2026_02_02,2026-04-18 17:18
KAPLM,0.07,3.074,2026_02_02,2026-04-18 17:18
