hisse,pp_fark,lot_fark,donem,yukleme
GMTAS,0.04,113.141,2026_03_03,2026-04-18 17:31
GOKNR,0.35,621.296,2026_03_03,2026-04-18 17:31
GOLTS,-0.32,-40.202,2026_03_03,2026-04-18 17:31
GOODY,-0.14,-184.745,2026_03_03,2026-04-18 17:31
GOZDE,-0.08,-295.868,2026_03_03,2026-04-18 17:31
GRNYO,-0.06,-23.145,2026_03_03,2026-04-18 17:31
ANELE,0.04,50.976,2026_03_03,2026-04-18 17:31
ANGEN,0.45,387.3,2026_03_03,2026-04-18 17:31
GSDDE,1.12,,2026_03_03,2026-04-18 17:31
GSDHO,0.23,,2026_03_03,2026-04-18 17:31
ANHYT,-0.55,-494.865,2026_03_03,2026-04-18 17:31
AFYON,-0.38,,2026_03_03,2026-04-18 17:31
GUNDG,1.8,340.283,2026_03_03,2026-04-18 17:31
GWIND,-0.21,-384.687,2026_03_03,2026-04-18 17:31
GZNMI,-0.56,-230.867,2026_03_03,2026-04-18 17:31
ARASE,0.17,80.872,2026_03_03,2026-04-18 17:31
HATEK,0.2,128.272,2026_03_03,2026-04-18 17:31
HATSN,-0.39,-171.547,2026_03_03,2026-04-18 17:31
HDFGS,0.33,,2026_03_03,2026-04-18 17:31
HEDEF,0.34,,2026_03_03,2026-04-18 17:31
AGESA,0.01,3.934,2026_03_03,2026-04-18 17:31
HKTM,0.14,104.244,2026_03_03,2026-04-18 17:31
HLGYO,-1.91,,2026_03_03,2026-04-18 17:31
HOROZ,-2.34,-575.846,2026_03_03,2026-04-18 17:31
HRKET,-0.81,-195.402,2026_03_03,2026-04-18 17:31
HTTBT,-0.42,-354.112,2026_03_03,2026-04-18 17:31
HUBVC,0.14,382.869,2026_03_03,2026-04-18 17:31
HUNER,0.32,,2026_03_03,2026-04-18 17:31
HURGZ,-0.45,,2026_03_03,2026-04-18 17:31
ICBCT,0.25,533.686,2026_03_03,2026-04-18 17:31
ICUGS,-0.36,,2026_03_03,2026-04-18 17:31
IDGYO,0.11,124.667,2026_03_03,2026-04-18 17:31
IEYHO,0.16,881.044,2026_03_03,2026-04-18 17:31
IHAAS,0.12,70.594,2026_03_03,2026-04-18 17:31
IHEVA,0.01,42.071,2026_03_03,2026-04-18 17:31
IHGZT,0.0,-4.508,2026_03_03,2026-04-18 17:31
IHLAS,0.15,,2026_03_03,2026-04-18 17:31
IHLGM,0.84,,2026_03_03,2026-04-18 17:31
IHYAY,0.73,,2026_03_03,2026-04-18 17:31
IMASM,-0.01,-62.654,2026_03_03,2026-04-18 17:31
INDES,-0.25,,2026_03_03,2026-04-18 17:31
INFO,0.26,,2026_03_03,2026-04-18 17:31
INGRM,0.0,252.0,2026_03_03,2026-04-18 17:31
INTEK,0.0,-1.0,2026_03_03,2026-04-18 17:31
INTEM,0.06,6.474,2026_03_03,2026-04-18 17:31
INVEO,0.11,,2026_03_03,2026-04-18 17:31
INVES,0.27,97.896,2026_03_03,2026-04-18 17:31
ARDYZ,-0.11,-314.509,2026_03_03,2026-04-18 17:31
ISATR,0.0,0.0,2026_03_03,2026-04-18 17:31
ISBIR,0.0,0.0,2026_03_03,2026-04-18 17:31
ISBTR,-0.01,-1.0,2026_03_03,2026-04-18 17:31
ARENA,-0.12,-80.922,2026_03_03,2026-04-18 17:31
ISDMR,-0.66,-973.833,2026_03_03,2026-04-18 17:31
ISFIN,-0.07,-216.426,2026_03_03,2026-04-18 17:31
ISGSY,-0.66,-312.527,2026_03_03,2026-04-18 17:31
ISGYO,0.11,622.206,2026_03_03,2026-04-18 17:31
ISKPL,0.35,,2026_03_03,2026-04-18 17:31
ISKUR,0.0,0.0,2026_03_03,2026-04-18 17:31
ARFYE,1.96,924.425,2026_03_03,2026-04-18 17:31
ISSEN,0.19,208.572,2026_03_03,2026-04-18 17:31
ISYAT,0.2,313.227,2026_03_03,2026-04-18 17:31
ARMGD,-1.31,-717.209,2026_03_03,2026-04-18 17:31
IZFAS,0.73,,2026_03_03,2026-04-18 17:31
IZINV,0.19,25.798,2026_03_03,2026-04-18 17:31
IZMDC,-0.06,-394.115,2026_03_03,2026-04-18 17:31
JANTS,-0.05,-108.521,2026_03_03,2026-04-18 17:31
KAPLM,0.69,31.528,2026_03_03,2026-04-18 17:31
KAREL,-0.36,,2026_03_03,2026-04-18 17:31
KARSN,-0.15,,2026_03_03,2026-04-18 17:31
KARTN,0.0,1.876,2026_03_03,2026-04-18 17:31
KATMR,0.88,,2026_03_03,2026-04-18 17:31
KAYSE,-1.72,,2026_03_03,2026-04-18 17:31
KBORU,0.36,511.08,2026_03_03,2026-04-18 17:31
ARSAN,-0.03,-219.432,2026_03_03,2026-04-18 17:31
ARTMS,0.32,93.278,2026_03_03,2026-04-18 17:31
KENT,-0.01,-158.0,2026_03_03,2026-04-18 17:31
KERVN,0.0,1.144,2026_03_03,2026-04-18 17:31
KFEIN,0.2,298.293,2026_03_03,2026-04-18 17:31
KGYO,3.61,,2026_03_03,2026-04-18 17:31
KIMMR,-0.48,-360.216,2026_03_03,2026-04-18 17:31
KLGYO,-0.17,,2026_03_03,2026-04-18 17:31
KLKIM,0.12,178.558,2026_03_03,2026-04-18 17:31
KLMSN,-0.32,-100.673,2026_03_03,2026-04-18 17:31
KLNMA,0.09,75.825,2026_03_03,2026-04-18 17:31
ARZUM,0.22,890.024,2026_03_03,2026-04-18 17:31
KLSER,-0.02,-21.676,2026_03_03,2026-04-18 17:31
KLSYN,0.31,340.05,2026_03_03,2026-04-18 17:31
KLYPV,-0.08,-35.89,2026_03_03,2026-04-18 17:31
KMPUR,1.55,,2026_03_03,2026-04-18 17:31
KNFRT,0.39,517.919,2026_03_03,2026-04-18 17:31
KOCMT,0.81,,2026_03_03,2026-04-18 17:31
KONKA,0.28,251.94,2026_03_03,2026-04-18 17:31
A1YEN,0.22,91.315,2026_03_03,2026-04-18 17:31
KONYA,0.02,399.0,2026_03_03,2026-04-18 17:31
KOPOL,7.79,,2026_03_03,2026-04-18 17:31
KORDS,-0.06,-43.106,2026_03_03,2026-04-18 17:31
KOTON,-0.5,-684.434,2026_03_03,2026-04-18 17:31
ASGYO,0.62,,2026_03_03,2026-04-18 17:31
AGROT,-1.0,,2026_03_03,2026-04-18 17:31
KRDMA,0.33,797.543,2026_03_03,2026-04-18 17:31
KRDMB,-4.92,,2026_03_03,2026-04-18 17:31
ASUZU,0.11,44.612,2026_03_03,2026-04-18 17:31
KRGYO,1.04,,2026_03_03,2026-04-18 17:31
KRONT,-0.54,-632.446,2026_03_03,2026-04-18 17:31
KRPLS,1.61,,2026_03_03,2026-04-18 17:31
KRSTL,-0.15,-281.897,2026_03_03,2026-04-18 17:31
KRTEK,0.3,57.008,2026_03_03,2026-04-18 17:31
KRVGD,0.3,,2026_03_03,2026-04-18 17:31
KSTUR,0.0,-13.0,2026_03_03,2026-04-18 17:31
ATAGY,0.25,111.871,2026_03_03,2026-04-18 17:31
KTSKR,0.3,43.452,2026_03_03,2026-04-18 17:31
KUTPO,0.22,23.38,2026_03_03,2026-04-18 17:31
KUVVA,0.05,10.652,2026_03_03,2026-04-18 17:31
ATAKP,-0.08,-22.542,2026_03_03,2026-04-18 17:31
KZBGY,-0.1,,2026_03_03,2026-04-18 17:31
KZGYO,-0.15,-77.092,2026_03_03,2026-04-18 17:31
LIDER,-0.02,-48.183,2026_03_03,2026-04-18 17:31
LIDFA,0.06,306.223,2026_03_03,2026-04-18 17:31
LILAK,0.24,630.91,2026_03_03,2026-04-18 17:31
LINK,0.43,,2026_03_03,2026-04-18 17:31
LKMNH,-0.11,-173.33,2026_03_03,2026-04-18 17:31
LMKDC,0.46,720.226,2026_03_03,2026-04-18 17:31
LOGO,-0.33,-238.16,2026_03_03,2026-04-18 17:31
LRSHO,-0.11,-785.9,2026_03_03,2026-04-18 17:31
LUKSK,-0.03,-8.242,2026_03_03,2026-04-18 17:31
LXGYO,-20.79,,2026_03_03,2026-04-18 17:31
LYDHO,0.07,138.22,2026_03_03,2026-04-18 17:31
LYDYE,0.14,2.011,2026_03_03,2026-04-18 17:31
MAALT,0.64,30.22,2026_03_03,2026-04-18 17:31
MACKO,-1.02,-426.102,2026_03_03,2026-04-18 17:31
ATATP,0.78,146.21,2026_03_03,2026-04-18 17:31
MAKIM,-0.41,-172.096,2026_03_03,2026-04-18 17:31
MAKTK,0.0,-3.791,2026_03_03,2026-04-18 17:31
MANAS,0.03,112.465,2026_03_03,2026-04-18 17:31
MARBL,-0.41,-265.025,2026_03_03,2026-04-18 17:31
MARKA,-0.27,-55.88,2026_03_03,2026-04-18 17:31
MARMR,0.45,,2026_03_03,2026-04-18 17:31
MARTI,0.68,,2026_03_03,2026-04-18 17:31
ATATR,-0.49,,2026_03_03,2026-04-18 17:31
MCARD,-32.79,,2026_03_03,2026-04-18 17:31
MEDTR,0.21,50.748,2026_03_03,2026-04-18 17:31
MEGAP,0.01,29.985,2026_03_03,2026-04-18 17:31
MEGMT,-0.54,-393.893,2026_03_03,2026-04-18 17:31
MEKAG,-0.52,,2026_03_03,2026-04-18 17:31
MEPET,0.05,32.835,2026_03_03,2026-04-18 17:31
MERCN,0.49,364.071,2026_03_03,2026-04-18 17:31
MERIT,0.13,411.256,2026_03_03,2026-04-18 17:31
MERKO,0.45,451.674,2026_03_03,2026-04-18 17:31
METRO,-0.69,,2026_03_03,2026-04-18 17:31
MEYSU,0.36,631.859,2026_03_03,2026-04-18 17:31
ATEKS,-0.02,-1.1,2026_03_03,2026-04-18 17:31
MHRGY,0.53,,2026_03_03,2026-04-18 17:31
ATLAS,-0.02,-10.319,2026_03_03,2026-04-18 17:31
MMCAS,0.0,0.0,2026_03_03,2026-04-18 17:31
MNDRS,0.11,228.859,2026_03_03,2026-04-18 17:31
MNDTR,-0.02,-156.159,2026_03_03,2026-04-18 17:31
MOBTL,1.04,,2026_03_03,2026-04-18 17:31
MOGAN,-0.34,-896.7,2026_03_03,2026-04-18 17:31
MOPAS,0.21,118.439,2026_03_03,2026-04-18 17:31
ATSYH,0.0,0.0,2026_03_03,2026-04-18 17:31
MRGYO,0.53,,2026_03_03,2026-04-18 17:31
MRSHL,-0.05,-2.355,2026_03_03,2026-04-18 17:31
MSGYO,-0.06,-98.296,2026_03_03,2026-04-18 17:31
MTRKS,0.37,161.777,2026_03_03,2026-04-18 17:31
MTRYO,0.0,0.0,2026_03_03,2026-04-18 17:31
MZHLD,-0.03,-17.321,2026_03_03,2026-04-18 17:31
NATEN,0.22,692.861,2026_03_03,2026-04-18 17:31
NETAS,-0.05,-18.004,2026_03_03,2026-04-18 17:31
NETCD,0.04,14.296,2026_03_03,2026-04-18 17:31
NIBAS,0.77,,2026_03_03,2026-04-18 17:31
NTGAZ,0.66,,2026_03_03,2026-04-18 17:31
NTHOL,-0.29,,2026_03_03,2026-04-18 17:31
NUGYO,0.13,422.53,2026_03_03,2026-04-18 17:31
NUHCM,-0.22,-75.426,2026_03_03,2026-04-18 17:31
AVGYO,0.16,179.547,2026_03_03,2026-04-18 17:31
OBASE,0.68,101.535,2026_03_03,2026-04-18 17:31
AVHOL,-0.07,-17.385,2026_03_03,2026-04-18 17:31
ODINE,0.08,39.448,2026_03_03,2026-04-18 17:31
OFSYM,-0.24,-55.289,2026_03_03,2026-04-18 17:31
ONCSM,0.95,96.548,2026_03_03,2026-04-18 17:31
ONRYT,0.22,42.584,2026_03_03,2026-04-18 17:31
ORCAY,-0.03,-38.116,2026_03_03,2026-04-18 17:31
ORGE,-0.39,-164.938,2026_03_03,2026-04-18 17:31
ORMA,0.0,0.0,2026_03_03,2026-04-18 17:31
OSMEN,0.15,236.311,2026_03_03,2026-04-18 17:31
OSTIM,0.05,279.382,2026_03_03,2026-04-18 17:31
AVOD,0.45,,2026_03_03,2026-04-18 17:31
OTTO,-0.37,-21.616,2026_03_03,2026-04-18 17:31
AVPGY,-0.57,-564.442,2026_03_03,2026-04-18 17:31
OYAYO,0.07,12.071,2026_03_03,2026-04-18 17:31
OYLUM,0.22,175.434,2026_03_03,2026-04-18 17:31
OYYAT,-0.04,-39.329,2026_03_03,2026-04-18 17:31
OZATD,-0.41,-55.193,2026_03_03,2026-04-18 17:31
OZGYO,0.79,,2026_03_03,2026-04-18 17:31
OZKGY,-0.3,,2026_03_03,2026-04-18 17:31
OZRDN,-0.05,-26.747,2026_03_03,2026-04-18 17:31
OZSUB,0.69,353.251,2026_03_03,2026-04-18 17:31
OZYSR,-0.2,-82.424,2026_03_03,2026-04-18 17:31
PAGYO,-0.3,-174.807,2026_03_03,2026-04-18 17:31
PAHOL,-0.24,,2026_03_03,2026-04-18 17:31
PAMEL,0.07,14.902,2026_03_03,2026-04-18 17:31
PAPIL,0.07,155.477,2026_03_03,2026-04-18 17:31
PARSN,-0.1,-34.05,2026_03_03,2026-04-18 17:31
AVTUR,0.34,146.293,2026_03_03,2026-04-18 17:31
AYCES,-1.09,-20.537,2026_03_03,2026-04-18 17:31
PCILT,0.99,446.981,2026_03_03,2026-04-18 17:31
TEHOL,-0.86,,2026_03_03,2026-04-18 17:31
PEKGY,-2.19,,2026_03_03,2026-04-18 17:31
PENGD,-0.02,-23.897,2026_03_03,2026-04-18 17:31
PENTA,0.03,62.011,2026_03_03,2026-04-18 17:31
AYDEM,0.51,668.295,2026_03_03,2026-04-18 17:31
PETUN,-0.07,-99.988,2026_03_03,2026-04-18 17:31
AYEN,-0.23,-129.982,2026_03_03,2026-04-18 17:31
PINSU,0.17,171.199,2026_03_03,2026-04-18 17:31
PKART,0.28,30.956,2026_03_03,2026-04-18 17:31
PKENT,0.12,27.856,2026_03_03,2026-04-18 17:31
PLTUR,-0.89,-444.377,2026_03_03,2026-04-18 17:31
PNLSN,0.9,310.145,2026_03_03,2026-04-18 17:31
PNSUT,0.01,17.348,2026_03_03,2026-04-18 17:31
POLHO,0.83,,2026_03_03,2026-04-18 17:31
POLTK,0.08,915.0,2026_03_03,2026-04-18 17:31
PRDGS,-0.16,-181.439,2026_03_03,2026-04-18 17:31
PRKAB,-0.67,-233.648,2026_03_03,2026-04-18 17:31
PRKME,0.45,240.281,2026_03_03,2026-04-18 17:31
PRZMA,-0.12,-71.642,2026_03_03,2026-04-18 17:31
PSDTC,-0.02,-1.165,2026_03_03,2026-04-18 17:31
PSGYO,1.1,,2026_03_03,2026-04-18 17:31
QNBFK,0.0,-8.0,2026_03_03,2026-04-18 17:31
QNBTR,0.0,-27.0,2026_03_03,2026-04-18 17:31
AYES,0.0,-5.004,2026_03_03,2026-04-18 17:31
AYGAZ,-0.15,-153.422,2026_03_03,2026-04-18 17:31
RAYSG,0.04,20.54,2026_03_03,2026-04-18 17:31
AZTEK,0.03,80.169,2026_03_03,2026-04-18 17:31
RGYAS,-0.2,-211.639,2026_03_03,2026-04-18 17:31
RNPOL,0.2,668.457,2026_03_03,2026-04-18 17:31
RODRG,0.15,25.409,2026_03_03,2026-04-18 17:31
ROYAL,0.0,0.0,2026_03_03,2026-04-18 17:31
RTALB,0.11,462.369,2026_03_03,2026-04-18 17:31
RUBNS,0.48,203.277,2026_03_03,2026-04-18 17:31
RYGYO,0.08,618.841,2026_03_03,2026-04-18 17:31
RYSAS,0.01,178.721,2026_03_03,2026-04-18 17:31
SAFKR,-0.07,-60.127,2026_03_03,2026-04-18 17:31
BAGFS,-0.32,-316.373,2026_03_03,2026-04-18 17:31
SAMAT,0.29,291.663,2026_03_03,2026-04-18 17:31
SANEL,0.09,16.446,2026_03_03,2026-04-18 17:31
SANFM,-0.16,-347.972,2026_03_03,2026-04-18 17:31
SANKO,-0.09,-34.785,2026_03_03,2026-04-18 17:31
SARKY,0.14,,2026_03_03,2026-04-18 17:31
BAHKM,8.47,,2026_03_03,2026-04-18 17:31
SAYAS,-0.03,-10.674,2026_03_03,2026-04-18 17:31
SDTTR,0.86,137.024,2026_03_03,2026-04-18 17:31
SEGMN,-0.92,-741.229,2026_03_03,2026-04-18 17:31
SEGYO,-13.22,,2026_03_03,2026-04-18 17:31
SEKFK,0.0,0.0,2026_03_03,2026-04-18 17:31
SEKUR,0.22,293.033,2026_03_03,2026-04-18 17:31
SELEC,0.26,321.307,2026_03_03,2026-04-18 17:31
SELVA,3.09,,2026_03_03,2026-04-18 17:31
SERNT,-1.07,,2026_03_03,2026-04-18 17:31
SEYKM,0.05,84.346,2026_03_03,2026-04-18 17:31
SILVR,-0.06,-125.977,2026_03_03,2026-04-18 17:31
BAKAB,0.02,8.352,2026_03_03,2026-04-18 17:31
BALAT,-0.02,-1.374,2026_03_03,2026-04-18 17:31
SKTAS,0.79,,2026_03_03,2026-04-18 17:31
SKYLP,0.12,8.573,2026_03_03,2026-04-18 17:31
SKYMD,-0.2,-101.382,2026_03_03,2026-04-18 17:31
SMART,-0.67,-198.937,2026_03_03,2026-04-18 17:31
SMRTG,0.18,,2026_03_03,2026-04-18 17:31
SMRVA,2.14,599.276,2026_03_03,2026-04-18 17:31
SNGYO,-0.59,,2026_03_03,2026-04-18 17:31
SNICA,-0.06,-175.481,2026_03_03,2026-04-18 17:31
SNPAM,0.0,1.0,2026_03_03,2026-04-18 17:31
SODSN,0.0,0.0,2026_03_03,2026-04-18 17:31
SOKE,0.89,,2026_03_03,2026-04-18 17:31
AGYO,0.05,65.707,2026_03_03,2026-04-18 17:31
SONME,0.07,2.988,2026_03_03,2026-04-18 17:31
SRVGY,1.2,,2026_03_03,2026-04-18 17:31
SUMAS,0.0,0.0,2026_03_03,2026-04-18 17:31
SUNTK,-0.03,-41.304,2026_03_03,2026-04-18 17:31
SURGY,-0.05,-19.441,2026_03_03,2026-04-18 17:31
SUWEN,0.02,55.086,2026_03_03,2026-04-18 17:31
SVGYO,7.51,,2026_03_03,2026-04-18 17:31
BANVT,0.01,3.622,2026_03_03,2026-04-18 17:31
TARKM,0.43,21.579,2026_03_03,2026-04-18 17:31
TATEN,-4.79,,2026_03_03,2026-04-18 17:31
TATGD,0.3,354.746,2026_03_03,2026-04-18 17:31
BARMA,0.3,239.438,2026_03_03,2026-04-18 17:31
TBORG,-0.2,-118.591,2026_03_03,2026-04-18 17:31
BASCM,0.03,13.381,2026_03_03,2026-04-18 17:31
TCKRC,-0.31,-217.99,2026_03_03,2026-04-18 17:31
TDGYO,0.77,473.222,2026_03_03,2026-04-18 17:31
TEKTU,-0.69,,2026_03_03,2026-04-18 17:31
TERA,0.93,,2026_03_03,2026-04-18 17:31
TEZOL,0.86,,2026_03_03,2026-04-18 17:31
TGSAS,-0.12,-14.143,2026_03_03,2026-04-18 17:31
BASGZ,0.17,297.512,2026_03_03,2026-04-18 17:31
BAYRK,0.25,471.586,2026_03_03,2026-04-18 17:31
TKNSA,-0.42,-421.368,2026_03_03,2026-04-18 17:31
TLMAN,-0.28,-28.57,2026_03_03,2026-04-18 17:31
TMPOL,0.62,69.19,2026_03_03,2026-04-18 17:31
TMSN,-0.01,-5.261,2026_03_03,2026-04-18 17:31
TNZTP,-0.52,-526.127,2026_03_03,2026-04-18 17:31
BEGYO,0.33,941.424,2026_03_03,2026-04-18 17:31
TRCAS,-0.13,-259.028,2026_03_03,2026-04-18 17:31
TRGYO,-0.14,-341.392,2026_03_03,2026-04-18 17:31
TRILC,-0.15,-179.319,2026_03_03,2026-04-18 17:31
TSGYO,0.05,126.033,2026_03_03,2026-04-18 17:31
BERA,0.24,,2026_03_03,2026-04-18 17:31
BESLR,0.09,587.053,2026_03_03,2026-04-18 17:31
BESTE,8.02,,2026_03_03,2026-04-18 17:31
BEYAZ,0.35,149.823,2026_03_03,2026-04-18 17:31
TUCLK,0.99,,2026_03_03,2026-04-18 17:31
BFREN,-0.08,-19.803,2026_03_03,2026-04-18 17:31
BIENY,0.67,556.249,2026_03_03,2026-04-18 17:31
BIGCH,-0.32,,2026_03_03,2026-04-18 17:31
TURGG,0.02,6.948,2026_03_03,2026-04-18 17:31
BIGEN,-0.62,-715.605,2026_03_03,2026-04-18 17:31
UCAYM,0.58,347.499,2026_03_03,2026-04-18 17:31
UFUK,0.0,1.223,2026_03_03,2026-04-18 17:31
ULAS,0.08,19.791,2026_03_03,2026-04-18 17:31
BIGTK,0.06,14.645,2026_03_03,2026-04-18 17:31
ULUFA,0.26,803.149,2026_03_03,2026-04-18 17:31
ULUSE,0.04,9.891,2026_03_03,2026-04-18 17:31
ULUUN,-0.6,,2026_03_03,2026-04-18 17:31
UMPAS,0.0,0.0,2026_03_03,2026-04-18 17:31
UNLU,0.3,313.292,2026_03_03,2026-04-18 17:31
USAK,0.65,,2026_03_03,2026-04-18 17:31
AHGAZ,0.24,,2026_03_03,2026-04-18 17:31
VAKFA,0.48,,2026_03_03,2026-04-18 17:31
VAKFN,-0.45,,2026_03_03,2026-04-18 17:31
VAKKO,0.11,33.048,2026_03_03,2026-04-18 17:31
VANGD,0.02,6.218,2026_03_03,2026-04-18 17:31
VBTYZ,0.24,146.526,2026_03_03,2026-04-18 17:31
VERTU,0.25,55.315,2026_03_03,2026-04-18 17:31
VERUS,0.17,57.125,2026_03_03,2026-04-18 17:31
VESBE,-0.05,-280.851,2026_03_03,2026-04-18 17:31
BINBN,0.77,130.833,2026_03_03,2026-04-18 17:31
VKFYO,0.03,8.727,2026_03_03,2026-04-18 17:31
VKGYO,-0.42,,2026_03_03,2026-04-18 17:31
VKING,-3.67,,2026_03_03,2026-04-18 17:31
VRGYO,0.09,547.174,2026_03_03,2026-04-18 17:31
VSNMD,-0.68,-163.312,2026_03_03,2026-04-18 17:31
YAPRK,3.02,,2026_03_03,2026-04-18 17:31
YATAS,-0.04,-35.592,2026_03_03,2026-04-18 17:31
YAYLA,0.58,230.504,2026_03_03,2026-04-18 17:31
YBTAS,0.0,0.0,2026_03_03,2026-04-18 17:31
BINHO,-0.55,,2026_03_03,2026-04-18 17:31
YESIL,0.0,3.0,2026_03_03,2026-04-18 17:31
YGGYO,0.05,122.003,2026_03_03,2026-04-18 17:31
YGYO,-3.89,,2026_03_03,2026-04-18 17:31
YIGIT,0.14,105.208,2026_03_03,2026-04-18 17:31
BIOEN,-0.31,-606.774,2026_03_03,2026-04-18 17:31
YKSLN,0.91,,2026_03_03,2026-04-18 17:31
YONGA,0.0,0.0,2026_03_03,2026-04-18 17:31
YUNSA,-0.21,-432.521,2026_03_03,2026-04-18 17:31
YYAPI,0.0,3.0,2026_03_03,2026-04-18 17:31
YYLGD,-0.11,-431.172,2026_03_03,2026-04-18 17:31
ZEDUR,0.05,28.388,2026_03_03,2026-04-18 17:31
ZERGY,0.69,,2026_03_03,2026-04-18 17:31
ZGYO,-2.31,,2026_03_03,2026-04-18 17:31
BIZIM,0.16,43.385,2026_03_03,2026-04-18 17:31
ZRGYO,0.03,297.892,2026_03_03,2026-04-18 17:31
THYAO,0.61,,2026_03_04,2026-04-18 17:32
TUPRS,3.12,,2026_03_04,2026-04-18 17:32
SASA,-0.3,,2026_03_04,2026-04-18 17:32
ASELS,-0.16,,2026_03_04,2026-04-18 17:32
ISCTR,-1.05,,2026_03_04,2026-04-18 17:32
HEKTS,-0.34,,2026_03_04,2026-04-18 17:32
SISE,1.2,,2026_03_04,2026-04-18 17:32
PGSUS,-0.72,,2026_03_04,2026-04-18 17:32
ALTNY,0.0,-34.238,2026_03_04,2026-04-18 17:32
EREGL,-0.05,,2026_03_04,2026-04-18 17:32
REEDR,1.07,,2026_03_04,2026-04-18 17:32
KCHOL,0.98,,2026_03_04,2026-04-18 17:32
KONTR,0.12,,2026_03_04,2026-04-18 17:32
FROTO,-1.27,,2026_03_04,2026-04-18 17:32
CWENE,0.81,,2026_03_04,2026-04-18 17:32
ASTOR,2.13,,2026_03_04,2026-04-18 17:32
PATEK,0.01,31.368,2026_03_04,2026-04-18 17:32
TABGD,-0.07,-36.086,2026_03_04,2026-04-18 17:32
IZENR,1.43,,2026_03_04,2026-04-18 17:32
CANTE,0.11,,2026_03_04,2026-04-18 17:32
ZOREN,-0.92,,2026_03_04,2026-04-18 17:32
ENERY,0.06,,2026_03_04,2026-04-18 17:32
DOAS,-3.23,,2026_03_04,2026-04-18 17:32
AKBNK,-2.11,,2026_03_04,2026-04-18 17:32
PETKM,2.35,,2026_03_04,2026-04-18 17:32
OBAMS,0.32,,2026_03_04,2026-04-18 17:32
ENJSA,-0.84,,2026_03_04,2026-04-18 17:32
SAHOL,-0.88,,2026_03_04,2026-04-18 17:32
TCELL,-0.25,,2026_03_04,2026-04-18 17:32
KCAER,0.05,245.194,2026_03_04,2026-04-18 17:32
BIMAS,0.21,905.339,2026_03_04,2026-04-18 17:32
YKBNK,-0.87,,2026_03_04,2026-04-18 17:32
OYAKC,0.13,,2026_03_04,2026-04-18 17:32
EUPWR,2.94,,2026_03_04,2026-04-18 17:32
MIATK,1.17,,2026_03_04,2026-04-18 17:32
TOASO,-2.32,,2026_03_04,2026-04-18 17:32
PAHOL,0.16,,2026_03_04,2026-04-18 17:32
TTRAK,0.04,10.068,2026_03_04,2026-04-18 17:32
GARAN,-0.77,,2026_03_04,2026-04-18 17:32
ENKAI,-0.43,,2026_03_04,2026-04-18 17:32
TUKAS,-0.91,,2026_03_04,2026-04-18 17:32
KRDMD,-0.21,,2026_03_04,2026-04-18 17:32
MGROS,0.15,143.311,2026_03_04,2026-04-18 17:32
ISMEN,-2.06,,2026_03_04,2026-04-18 17:32
TRALT,-4.18,,2026_03_04,2026-04-18 17:32
GSRAY,-0.02,,2026_03_04,2026-04-18 17:32
TSPOR,-0.87,,2026_03_04,2026-04-18 17:32
AEFES,-0.11,,2026_03_04,2026-04-18 17:32
AKSA,0.04,515.004,2026_03_04,2026-04-18 17:32
YEOTK,-1.25,,2026_03_04,2026-04-18 17:32
EKGYO,-0.94,,2026_03_04,2026-04-18 17:32
EUREN,-0.36,,2026_03_04,2026-04-18 17:32
ODAS,-1.07,,2026_03_04,2026-04-18 17:32
ALARK,-0.23,-388.015,2026_03_04,2026-04-18 17:32
CVKMD,0.13,633.842,2026_03_04,2026-04-18 17:32
GESAN,-0.56,-800.721,2026_03_04,2026-04-18 17:32
FENER,0.68,,2026_03_04,2026-04-18 17:32
ARCLK,-0.49,-822.285,2026_03_04,2026-04-18 17:32
MAVI,0.14,778.646,2026_03_04,2026-04-18 17:32
TTKOM,-1.44,,2026_03_04,2026-04-18 17:32
SARKY,-0.16,,2026_03_04,2026-04-18 17:32
ULKER,0.98,,2026_03_04,2026-04-18 17:32
CIMSA,1.16,,2026_03_04,2026-04-18 17:32
TAVHL,0.2,423.932,2026_03_04,2026-04-18 17:32
VESTL,-0.37,,2026_03_04,2026-04-18 17:32
SKBNK,-0.43,,2026_03_04,2026-04-18 17:32
CCOLA,0.14,,2026_03_04,2026-04-18 17:32
PSGYO,0.29,,2026_03_04,2026-04-18 17:32
HALKB,-0.07,,2026_03_04,2026-04-18 17:32
AKSEN,-0.2,,2026_03_04,2026-04-18 17:32
TURSG,0.03,,2026_03_04,2026-04-18 17:32
QUAGR,-0.34,,2026_03_04,2026-04-18 17:32
GLRMK,16.83,,2026_03_04,2026-04-18 17:32
DOHOL,-0.28,,2026_03_04,2026-04-18 17:32
SOKM,-0.76,,2026_03_04,2026-04-18 17:32
KTLEV,1.47,,2026_03_04,2026-04-18 17:32
BRSAN,0.52,183.364,2026_03_04,2026-04-18 17:32
TSKB,-1.5,,2026_03_04,2026-04-18 17:32
VAKBN,-0.11,,2026_03_04,2026-04-18 17:32
GUBRF,-0.92,-762.295,2026_03_04,2026-04-18 17:32
TUREX,0.56,,2026_03_04,2026-04-18 17:32
OTKAR,0.13,43.892,2026_03_04,2026-04-18 17:32
EFOR,-5.95,,2026_03_04,2026-04-18 17:32
PASEU,2.88,,2026_03_04,2026-04-18 17:32
ECILC,-1.15,,2026_03_04,2026-04-18 17:32
AGHOL,-0.41,,2026_03_04,2026-04-18 17:32
