hisse,yab_fark,tks2,donem,yukleme
BYDNR,0,17999984,2026_01_03,2026-04-18 16:40
EUHOL,0,142999955,2026_01_03,2026-04-18 16:40
AKPAZ,0,22489187,2026_01_03,2026-04-18 16:40
PRZMA,0,61941154,2026_01_03,2026-04-18 16:40
UKIM,0,2053621,2026_01_03,2026-04-18 16:40
ULAS,0,25200172,2026_01_03,2026-04-18 16:40
PSDTC,0,6599991,2026_01_03,2026-04-18 16:40
MANAS,0,127852000,2026_01_03,2026-04-18 16:40
QNBFK,0,843137646,2026_01_03,2026-04-18 16:40
UNTAR,0,29562129,2026_01_03,2026-04-18 16:40
UZEL,0,26329793,2026_01_03,2026-04-18 16:40
QNBTR,0,1566427106,2026_01_03,2026-04-18 16:40
MANGO,0,37831688,2026_01_03,2026-04-18 16:40
DGGYO,0,280709437,2026_01_03,2026-04-18 16:40
GUNDG,0,18968972,2026_01_03,2026-04-18 16:40
ATEKS,0,5441598,2026_01_03,2026-04-18 16:40
RNPOL,0,16795000,2026_01_03,2026-04-18 16:40
YGYO,0,1310632851,2026_01_03,2026-04-18 16:40
MEGAP,0,234498757,2026_01_03,2026-04-18 16:40
KENT,0,1191005,2026_01_03,2026-04-18 16:40
KERVN,0,588346973,2026_01_03,2026-04-18 16:40
MEMSA,0,160110709,2026_01_03,2026-04-18 16:40
MENBA,0,3496852,2026_01_03,2026-04-18 16:40
FENIS,0,26080019,2026_01_03,2026-04-18 16:40
SANEL,0,18112451,2026_01_03,2026-04-18 16:40
FLAP,0,93599986,2026_01_03,2026-04-18 16:40
EGCYO,0,21986285,2026_01_03,2026-04-18 16:40
ATPET,0,11403497,2026_01_03,2026-04-18 16:40
EGEEN,-44,1137161,2026_01_03,2026-04-18 16:40
DOGUB,-115,19821566,2026_01_03,2026-04-18 16:40
MRSHL,-190,4212888,2026_01_03,2026-04-18 16:40
PKENT,-332,23766169,2026_01_03,2026-04-18 16:40
BIZIM,-710,27601626,2026_01_03,2026-04-18 16:40
INVES,-1778,37480000,2026_01_03,2026-04-18 16:40
BANVT,-2235,36961044,2026_01_03,2026-04-18 16:40
KNFRT,-2359,131747000,2026_01_03,2026-04-18 16:40
YAPRK,-3370,4214998,2026_01_03,2026-04-18 16:40
PLTUR,-3849,49500000,2026_01_03,2026-04-18 16:40
ACSEL,-4011,8589113,2026_01_03,2026-04-18 16:40
CLEBI,-4814,5490178,2026_01_03,2026-04-18 16:40
PENTA,-5497,181070136,2026_01_03,2026-04-18 16:40
TGSAS,-5850,12348294,2026_01_03,2026-04-18 16:40
NUHCM,-6025,33135899,2026_01_03,2026-04-18 16:40
KUTPO,-6053,10524430,2026_01_03,2026-04-18 16:40
PARSN,-6175,34033246,2026_01_03,2026-04-18 16:40
BVSAN,-6490,13749998,2026_01_03,2026-04-18 16:40
TBORG,-7357,59392160,2026_01_03,2026-04-18 16:40
VKING,-7536,30932905,2026_01_03,2026-04-18 16:40
AKMGY,-7661,21568998,2026_01_03,2026-04-18 16:40
VERUS,-8108,34499937,2026_01_03,2026-04-18 16:40
HOROZ,-9899,24599986,2026_01_03,2026-04-18 16:40
DAGI,-10633,175301274,2026_01_03,2026-04-18 16:40
BMSCH,-11283,69277402,2026_01_03,2026-04-18 16:40
EGPRO,-11328,175170570,2026_01_03,2026-04-18 16:40
DOKTA,-13427,145872862,2026_01_03,2026-04-18 16:40
ALCAR,-14017,1721735,2026_01_03,2026-04-18 16:40
GARFA,-14418,138399778,2026_01_03,2026-04-18 16:40
OZATD,-15722,13349933,2026_01_03,2026-04-18 16:40
MAKTK,-16421,184370066,2026_01_03,2026-04-18 16:40
KONKA,-16643,89670000,2026_01_03,2026-04-18 16:40
AVGYO,-18534,111590302,2026_01_03,2026-04-18 16:40
DESA,-18917,171107590,2026_01_03,2026-04-18 16:40
PETUN,-19489,134673118,2026_01_03,2026-04-18 16:40
ANGEN,-19521,86440002,2026_01_03,2026-04-18 16:40
BIGCH,-19629,73786589,2026_01_03,2026-04-18 16:40
PCILT,-19665,45014183,2026_01_03,2026-04-18 16:40
ZRGYO,-21579,1173404997,2026_01_03,2026-04-18 16:40
POLTK,-22250,1125000,2026_01_03,2026-04-18 16:40
TLMAN,-25520,10300000,2026_01_03,2026-04-18 16:40
ENDAE,-26343,120211591,2026_01_03,2026-04-18 16:40
AKFIS,-27795,66841328,2026_01_03,2026-04-18 16:40
BESLR,-28800,658098036,2026_01_03,2026-04-18 16:40
KRONT,-32812,116892885,2026_01_03,2026-04-18 16:40
INGRM,-34940,14969536,2026_01_03,2026-04-18 16:40
EMKEL,-35281,149999456,2026_01_03,2026-04-18 16:40
SELEC,-38287,124262097,2026_01_03,2026-04-18 16:40
ONCSM,-42642,10086000,2026_01_03,2026-04-18 16:40
BASGZ,-43325,174999999,2026_01_03,2026-04-18 16:40
AHSGY,-43611,184999889,2026_01_03,2026-04-18 16:40
DGATE,-44992,15227271,2026_01_03,2026-04-18 16:40
TRENJ,-45297,97964682,2026_01_03,2026-04-18 16:40
AVPGY,-46279,100000000,2026_01_03,2026-04-18 16:40
VSNMD,-47420,24000000,2026_01_03,2026-04-18 16:40
AKCNS,-48061,39359284,2026_01_03,2026-04-18 16:40
PINSU,-48918,101635846,2026_01_03,2026-04-18 16:40
ODINE,-49675,52576848,2026_01_03,2026-04-18 16:40
AYEN,-50573,55531320,2026_01_03,2026-04-18 16:40
KRTEK,-54908,18914650,2026_01_03,2026-04-18 16:40
NIBAS,-55475,267767946,2026_01_03,2026-04-18 16:40
FZLGY,-56450,398427439,2026_01_03,2026-04-18 16:40
OZSUB,-58094,42499126,2026_01_03,2026-04-18 16:40
DESPC,-58917,16023700,2026_01_03,2026-04-18 16:40
SEKFK,-58993,62311473,2026_01_03,2026-04-18 16:40
KMPUR,-59257,132432524,2026_01_03,2026-04-18 16:40
ARCLK,-60218,170054748,2026_01_03,2026-04-18 16:40
DEVA,-60931,199971814,2026_01_03,2026-04-18 16:40
PAGYO,-61675,57777302,2026_01_03,2026-04-18 16:40
GWIND,-63298,179165491,2026_01_03,2026-04-18 16:40
SAYAS,-64339,42530887,2026_01_03,2026-04-18 16:40
PAPIL,-66380,206247674,2026_01_03,2026-04-18 16:40
KLMSN,-66694,30881197,2026_01_03,2026-04-18 16:40
BRSAN,-71496,35912460,2026_01_03,2026-04-18 16:40
CEMZY,-72106,124118690,2026_01_03,2026-04-18 16:40
MARKA,-73908,20752018,2026_01_03,2026-04-18 16:40
HURGZ,-75687,220784167,2026_01_03,2026-04-18 16:40
EKOS,-76469,307199852,2026_01_03,2026-04-18 16:40
PRKAB,-76666,35225443,2026_01_03,2026-04-18 16:40
UNLU,-77643,102181558,2026_01_03,2026-04-18 16:40
TTRAK,-78425,24967458,2026_01_03,2026-04-18 16:40
VRGYO,-83877,597643904,2026_01_03,2026-04-18 16:40
LINK,-85255,18231985,2026_01_03,2026-04-18 16:40
GEDZA,-85948,42983624,2026_01_03,2026-04-18 16:40
LIDER,-86827,279500000,2026_01_03,2026-04-18 16:40
KZGYO,-87230,49999985,2026_01_03,2026-04-18 16:40
HATSN,-90510,44299973,2026_01_03,2026-04-18 16:40
TKFEN,-92992,230848007,2026_01_03,2026-04-18 16:40
AGYO,-94409,129036460,2026_01_03,2026-04-18 16:40
KLSER,-96882,109457566,2026_01_03,2026-04-18 16:40
YATAS,-98253,94866488,2026_01_03,2026-04-18 16:40
DOFRB,-99142,45000000,2026_01_03,2026-04-18 16:40
CUSAN,-101214,18500000,2026_01_03,2026-04-18 16:40
OZYSR,-101848,40488000,2026_01_03,2026-04-18 16:40
VAKFA,-103508,224999701,2026_01_03,2026-04-18 16:40
ICBCT,-104817,216761845,2026_01_03,2026-04-18 16:40
AKSEN,-105404,638545796,2026_01_03,2026-04-18 16:40
TRCAS,-107521,206252778,2026_01_03,2026-04-18 16:40
FORTE,-112129,21999999,2026_01_03,2026-04-18 16:40
GLCVY,-112296,26400000,2026_01_03,2026-04-18 16:40
AKENR,-113111,385189146,2026_01_03,2026-04-18 16:40
LOGO,-113306,74328248,2026_01_03,2026-04-18 16:40
BLCYT,-114662,49088907,2026_01_03,2026-04-18 16:40
ERCB,-121016,39113273,2026_01_03,2026-04-18 16:40
YEOTK,-122308,160933198,2026_01_03,2026-04-18 16:40
DSTKF,-126002,82195267,2026_01_03,2026-04-18 16:40
YAYLA,-132753,39812553,2026_01_03,2026-04-18 16:40
OYYAT,-142971,91048322,2026_01_03,2026-04-18 16:40
TKNSA,-144703,100485379,2026_01_03,2026-04-18 16:40
HDFGS,-146112,956974190,2026_01_03,2026-04-18 16:40
ENSRI,-153355,236333503,2026_01_03,2026-04-18 16:40
BAGFS,-154324,100042745,2026_01_03,2026-04-18 16:40
KLRHO,-154643,341250000,2026_01_03,2026-04-18 16:40
IZFAS,-157107,156001658,2026_01_03,2026-04-18 16:40
KRPLS,-164064,78486163,2026_01_03,2026-04-18 16:40
ZEDUR,-168149,69899992,2026_01_03,2026-04-18 16:40
ISSEN,-170394,107411517,2026_01_03,2026-04-18 16:40
USAK,-177318,1218028690,2026_01_03,2026-04-18 16:40
SERNT,-185108,113000000,2026_01_03,2026-04-18 16:40
NATEN,-185313,309375000,2026_01_03,2026-04-18 16:40
NTGAZ,-187164,276000000,2026_01_03,2026-04-18 16:40
TNZTP,-191478,87496826,2026_01_03,2026-04-18 16:40
HTTBT,-191677,82805422,2026_01_03,2026-04-18 16:40
ISFIN,-198866,310154523,2026_01_03,2026-04-18 16:40
TRILC,-199847,118499496,2026_01_03,2026-04-18 16:40
ENTRA,-200585,369383564,2026_01_03,2026-04-18 16:40
DGNMO,-203690,327634635,2026_01_03,2026-04-18 16:40
LKMNH,-205573,163262533,2026_01_03,2026-04-18 16:40
GSDDE,-212132,106850751,2026_01_03,2026-04-18 16:40
ISGYO,-221434,531312439,2026_01_03,2026-04-18 16:40
ANELE,-224611,151405542,2026_01_03,2026-04-18 16:40
SUNTK,-231180,144433250,2026_01_03,2026-04-18 16:40
MACKO,-233213,41453550,2026_01_03,2026-04-18 16:40
PRDGS,-252397,110850000,2026_01_03,2026-04-18 16:40
IHYAY,-255099,388124996,2026_01_03,2026-04-18 16:40
EFOR,-263207,539999994,2026_01_03,2026-04-18 16:40
BIGEN,-263424,115500000,2026_01_03,2026-04-18 16:40
OTKAR,-272113,33417145,2026_01_03,2026-04-18 16:40
MERCN,-272533,74389005,2026_01_03,2026-04-18 16:40
POLHO,-278624,164140074,2026_01_03,2026-04-18 16:40
NTHOL,-288027,485479112,2026_01_03,2026-04-18 16:40
OSMEN,-299320,157750927,2026_01_03,2026-04-18 16:40
KFEIN,-301942,150306170,2026_01_03,2026-04-18 16:40
BARMA,-302227,67594701,2026_01_03,2026-04-18 16:40
EGSER,-313933,545751057,2026_01_03,2026-04-18 16:40
ARDYZ,-319702,279551557,2026_01_03,2026-04-18 16:40
GENTS,-323209,748157819,2026_01_03,2026-04-18 16:40
VAKFN,-334374,2064378140,2026_01_03,2026-04-18 16:40
TURGG,-338982,32042988,2026_01_03,2026-04-18 16:40
MARBL,-344091,65226403,2026_01_03,2026-04-18 16:40
BINBN,-347492,17000000,2026_01_03,2026-04-18 16:40
MNDRS,-358474,222007982,2026_01_03,2026-04-18 16:40
MEDTR,-364606,24499999,2026_01_03,2026-04-18 16:40
CGCAM,-367591,42000000,2026_01_03,2026-04-18 16:40
PGSUS,-395188,245068870,2026_01_03,2026-04-18 16:40
YIGIT,-396056,74999975,2026_01_03,2026-04-18 16:40
ALBRK,-420958,1050739765,2026_01_03,2026-04-18 16:40
EDATA,-464593,160065396,2026_01_03,2026-04-18 16:40
INVEO,-476623,998999954,2026_01_03,2026-04-18 16:40
YKSLN,-499962,197429570,2026_01_03,2026-04-18 16:40
DERHL,-501043,197281316,2026_01_03,2026-04-18 16:40
RALYH,-504697,176324572,2026_01_03,2026-04-18 16:40
EGEGY,-511102,61200000,2026_01_03,2026-04-18 16:40
AGROT,-511976,843979911,2026_01_03,2026-04-18 16:40
ESEN,-520994,682499950,2026_01_03,2026-04-18 16:40
BULGS,-529782,72489900,2026_01_03,2026-04-18 16:40
CEMTS,-540360,233425986,2026_01_03,2026-04-18 16:40
OSTIM,-581923,509984964,2026_01_03,2026-04-18 16:40
MIATK,-623510,313087979,2026_01_03,2026-04-18 16:40
BORLS,-633460,308652686,2026_01_03,2026-04-18 16:40
MTRKS,-670382,43633165,2026_01_03,2026-04-18 16:40
KRSTL,-773395,183664642,2026_01_03,2026-04-18 16:40
INDES,-774314,462749768,2026_01_03,2026-04-18 16:40
KBORU,-783339,143999994,2026_01_03,2026-04-18 16:40
TRGYO,-803858,251573369,2026_01_03,2026-04-18 16:40
RYSAS,-854660,1504020937,2026_01_03,2026-04-18 16:40
TEZOL,-903929,139835975,2026_01_03,2026-04-18 16:40
MOGAN,-935652,262635000,2026_01_03,2026-04-18 16:40
PASEU,-947044,215295868,2026_01_03,2026-04-18 16:40
ADEL,-951510,112043619,2026_01_03,2026-04-18 16:40
GENIL,-958549,85937999,2026_01_03,2026-04-18 16:40
ISKPL,-1010951,724625736,2026_01_03,2026-04-18 16:40
AKFGY,-1086763,3457819315,2026_01_03,2026-04-18 16:40
AHGAZ,-1097583,659370871,2026_01_03,2026-04-18 16:40
THYAO,-1202848,739329751,2026_01_03,2026-04-18 16:40
AKSGY,-1251079,1628451947,2026_01_03,2026-04-18 16:40
KARSN,-1262617,827850973,2026_01_03,2026-04-18 16:40
EKSUN,-1296325,171792833,2026_01_03,2026-04-18 16:40
CEMAS,-1312527,790779220,2026_01_03,2026-04-18 16:40
IHLGM,-1392696,986078000,2026_01_03,2026-04-18 16:40
CONSE,-1414863,377854899,2026_01_03,2026-04-18 16:40
GSDHO,-1505798,999994969,2026_01_03,2026-04-18 16:40
VESBE,-1589181,503578676,2026_01_03,2026-04-18 16:40
KZBGY,-2013587,585996164,2026_01_03,2026-04-18 16:40
ULUUN,-2071132,290523352,2026_01_03,2026-04-18 16:40
ISMEN,-2102875,467723147,2026_01_03,2026-04-18 16:40
KONTR,-2162628,936038763,2026_01_03,2026-04-18 16:40
BIMAS,-2181896,436214016,2026_01_03,2026-04-18 16:40
FROTO,-2249822,625120847,2026_01_03,2026-04-18 16:40
YYLGD,-2473063,369826200,2026_01_03,2026-04-18 16:40
SKBNK,-2545702,2498879854,2026_01_03,2026-04-18 16:40
TUKAS,-2589492,4499401041,2026_01_03,2026-04-18 16:40
GEDIK,-2610176,983076856,2026_01_03,2026-04-18 16:40
GOZDE,-2789829,384992447,2026_01_03,2026-04-18 16:40
HLGYO,-3008132,1075198516,2026_01_03,2026-04-18 16:40
SNGYO,-3101505,3607173097,2026_01_03,2026-04-18 16:40
TSPOR,-3334368,3674526664,2026_01_03,2026-04-18 16:40
KLSYN,-3431281,107854952,2026_01_03,2026-04-18 16:40
TERA,-3634759,240888789,2026_01_03,2026-04-18 16:40
ARFYE,-3948804,46970750,2026_01_03,2026-04-18 16:40
TURSG,-4014895,7907296076,2026_01_03,2026-04-18 16:40
BSOKE,-4035440,458486931,2026_01_03,2026-04-18 16:40
TSKB,-4208140,1516591673,2026_01_03,2026-04-18 16:40
PEKGY,-4494079,4685012615,2026_01_03,2026-04-18 16:40
ODAS,-4564923,1113798031,2026_01_03,2026-04-18 16:40
VKGYO,-4835679,1637053242,2026_01_03,2026-04-18 16:40
AKSA,-6305938,1503670642,2026_01_03,2026-04-18 16:40
KTLEV,-6492530,1288500000,2026_01_03,2026-04-18 16:40
YESIL,-6729202,640699952,2026_01_03,2026-04-18 16:40
YYAPI,-7807503,1705025550,2026_01_03,2026-04-18 16:40
HUNER,-8811135,670137934,2026_01_03,2026-04-18 16:40
IZENR,-9225539,914537597,2026_01_03,2026-04-18 16:40
BJKAS,-11083097,1776089716,2026_01_03,2026-04-18 16:40
DMRGD,-37598688,1277294592,2026_01_03,2026-04-18 16:40
FENER,-38152263,2772321026,2026_01_03,2026-04-18 16:40
EUREN,-81350080,1040132637,2026_01_03,2026-04-18 16:40
SASA,-202933101,25700421137,2026_01_03,2026-04-18 16:40
SASA,250525866,25700421137,2026_01_04,2026-04-18 16:42
ISCTR,84230680,8880196742,2026_01_04,2026-04-18 16:42
YKBNK,76810954,4705235952,2026_01_04,2026-04-18 16:42
AKBNK,64858637,3059020211,2026_01_04,2026-04-18 16:42
EREGL,56615560,3554238535,2026_01_04,2026-04-18 16:42
SMRTG,36096195,664164672,2026_01_04,2026-04-18 16:42
AEFES,30312451,2028860053,2026_01_04,2026-04-18 16:42
ZOREN,24517102,2681244172,2026_01_04,2026-04-18 16:42
EKGYO,23988592,1925107366,2026_01_04,2026-04-18 16:42
GSRAY,19137195,10123744690,2026_01_04,2026-04-18 16:42
TRALT,17398967,952271819,2026_01_04,2026-04-18 16:42
SISE,14227978,1814922730,2026_01_04,2026-04-18 16:42
GLYHO,12558564,1949290631,2026_01_04,2026-04-18 16:42
TSPOR,10768836,3674526664,2026_01_04,2026-04-18 16:42
QUAGR,9400716,1771950000,2026_01_04,2026-04-18 16:42
PETKM,9227577,1241736844,2026_01_04,2026-04-18 16:42
CANTE,9026535,6026143802,2026_01_04,2026-04-18 16:42
GARAN,7805528,2454854227,2026_01_04,2026-04-18 16:42
ALVES,7732179,862856920,2026_01_04,2026-04-18 16:42
KCHOL,7284265,674052308,2026_01_04,2026-04-18 16:42
TSKB,6133876,1516591673,2026_01_04,2026-04-18 16:42
VAKBN,5784588,8046896130,2026_01_04,2026-04-18 16:42
SAHOL,5651613,1142761094,2026_01_04,2026-04-18 16:42
ISKPL,5465858,724625736,2026_01_04,2026-04-18 16:42
ANSGR,4573781,1564416026,2026_01_04,2026-04-18 16:42
AKSA,3948687,1503670642,2026_01_04,2026-04-18 16:42
FROTO,3857447,625120847,2026_01_04,2026-04-18 16:42
SKBNK,3819150,2498879854,2026_01_04,2026-04-18 16:42
HUNER,3000825,670137934,2026_01_04,2026-04-18 16:42
METRO,2846238,539989959,2026_01_04,2026-04-18 16:42
AKGRT,2798172,629007625,2026_01_04,2026-04-18 16:42
TTKOM,2759427,524999999,2026_01_04,2026-04-18 16:42
HALKB,2755552,6546422780,2026_01_04,2026-04-18 16:42
GMTAS,2328576,298687813,2026_01_04,2026-04-18 16:42
DOHOL,2320195,984706959,2026_01_04,2026-04-18 16:42
CCOLA,2269933,818085147,2026_01_04,2026-04-18 16:42
MANAS,2192069,149942371,2026_01_04,2026-04-18 16:42
RYGYO,2003738,770588057,2026_01_04,2026-04-18 16:42
TEKTU,1998512,195639308,2026_01_04,2026-04-18 16:42
AGHOL,1791428,1068828243,2026_01_04,2026-04-18 16:42
IEYHO,1763609,541032947,2026_01_04,2026-04-18 16:42
HDFGS,1718404,956974190,2026_01_04,2026-04-18 16:42
INFO,1694009,767463337,2026_01_04,2026-04-18 16:42
CVKMD,1680238,461999787,2026_01_04,2026-04-18 16:42
ULKER,1492474,338855989,2026_01_04,2026-04-18 16:42
SARKY,1475102,999999671,2026_01_04,2026-04-18 16:42
BJKAS,1445155,1776089716,2026_01_04,2026-04-18 16:42
IHYAY,1432043,388124996,2026_01_04,2026-04-18 16:42
PAPIL,1405441,206247674,2026_01_04,2026-04-18 16:42
VRGYO,1397380,597643904,2026_01_04,2026-04-18 16:42
OSTIM,1371320,509984964,2026_01_04,2026-04-18 16:42
IMASM,1278058,622850499,2026_01_04,2026-04-18 16:42
FENER,1098261,2772321026,2026_01_04,2026-04-18 16:42
ALTNY,1091692,399889404,2026_01_04,2026-04-18 16:42
LIDFA,1026457,458180545,2026_01_04,2026-04-18 16:42
ESCAR,989692,101933690,2026_01_04,2026-04-18 16:42
VESTL,959271,295447203,2026_01_04,2026-04-18 16:42
BINHO,939047,488884390,2026_01_04,2026-04-18 16:42
TRMET,930262,174454588,2026_01_04,2026-04-18 16:42
ALBRK,920709,1050739765,2026_01_04,2026-04-18 16:42
TOASO,907382,120585076,2026_01_04,2026-04-18 16:42
DOAS,885654,97899975,2026_01_04,2026-04-18 16:42
PSGYO,874275,2954231556,2026_01_04,2026-04-18 16:42
AYDEM,863530,130000000,2026_01_04,2026-04-18 16:42
ENSRI,850942,236333503,2026_01_04,2026-04-18 16:42
BULGS,843584,72499900,2026_01_04,2026-04-18 16:42
YUNSA,840700,202164056,2026_01_04,2026-04-18 16:42
KOCMT,830025,581991187,2026_01_04,2026-04-18 16:42
TABGD,773659,52499906,2026_01_04,2026-04-18 16:42
BERA,753507,491816866,2026_01_04,2026-04-18 16:42
SEGMN,750459,80999980,2026_01_04,2026-04-18 16:42
MEYSU,716626,175000000,2026_01_04,2026-04-18 16:42
MNDTR,690520,910071938,2026_01_04,2026-04-18 16:42
GUBRF,676440,85359737,2026_01_04,2026-04-18 16:42
ISDMR,665840,147623050,2026_01_04,2026-04-18 16:42
BIMAS,665016,436214016,2026_01_04,2026-04-18 16:42
KZBGY,630370,585996164,2026_01_04,2026-04-18 16:42
KFEIN,626173,150306170,2026_01_04,2026-04-18 16:42
ARSAN,589223,887344274,2026_01_04,2026-04-18 16:42
MPARK,560018,80869110,2026_01_04,2026-04-18 16:42
ALARK,549795,164975148,2026_01_04,2026-04-18 16:42
GLRYH,513085,599623814,2026_01_04,2026-04-18 16:42
TRENJ,504485,97964682,2026_01_04,2026-04-18 16:42
LMKDC,504014,155929999,2026_01_04,2026-04-18 16:42
AKFYE,500000,551782160,2026_01_04,2026-04-18 16:42
ZRGYO,498741,1173404997,2026_01_04,2026-04-18 16:42
KOTON,498291,136599960,2026_01_04,2026-04-18 16:42
IHLGM,496728,986078000,2026_01_04,2026-04-18 16:42
DYOBY,459285,186553687,2026_01_04,2026-04-18 16:42
MAVI,459013,576779312,2026_01_04,2026-04-18 16:42
MERCN,441444,74389005,2026_01_04,2026-04-18 16:42
MEGMT,439675,72749999,2026_01_04,2026-04-18 16:42
BUCIM,435150,1286538062,2026_01_04,2026-04-18 16:42
MOBTL,386816,207999999,2026_01_04,2026-04-18 16:42
LYDHO,375779,197140910,2026_01_04,2026-04-18 16:42
KRVGD,341688,596159766,2026_01_04,2026-04-18 16:42
CWENE,341485,530758241,2026_01_04,2026-04-18 16:42
KRDMA,337766,240300917,2026_01_04,2026-04-18 16:42
IHAAS,336931,56031248,2026_01_04,2026-04-18 16:42
KZGYO,323169,49999985,2026_01_04,2026-04-18 16:42
HRKET,300122,24000000,2026_01_04,2026-04-18 16:42
IZMDC,287411,723225318,2026_01_04,2026-04-18 16:42
KGYO,287168,767895149,2026_01_04,2026-04-18 16:42
SURGY,278843,44745990,2026_01_04,2026-04-18 16:42
EGEPO,275636,200000000,2026_01_04,2026-04-18 16:42
SOKM,262257,448708248,2026_01_04,2026-04-18 16:42
DOFRB,262232,45000000,2026_01_04,2026-04-18 16:42
VESBE,259596,503578676,2026_01_04,2026-04-18 16:42
DSTKF,244488,82195267,2026_01_04,2026-04-18 16:42
EUPWR,242815,199610525,2026_01_04,2026-04-18 16:42
HATEK,241202,62998947,2026_01_04,2026-04-18 16:42
MOGAN,234392,262635000,2026_01_04,2026-04-18 16:42
BORLS,222836,308652686,2026_01_04,2026-04-18 16:42
SUWEN,214508,365687500,2026_01_04,2026-04-18 16:42
ASELS,206764,1178597817,2026_01_04,2026-04-18 16:42
ARCLK,203295,170054748,2026_01_04,2026-04-18 16:42
DURKN,198494,42500000,2026_01_04,2026-04-18 16:42
ENJSA,196201,236211770,2026_01_04,2026-04-18 16:42
ALCTL,192425,13543218,2026_01_04,2026-04-18 16:42
PNLSN,177031,34752383,2026_01_04,2026-04-18 16:42
BMSTL,167704,74772260,2026_01_04,2026-04-18 16:42
ARASE,167171,49999991,2026_01_04,2026-04-18 16:42
BRSAN,166537,35912460,2026_01_04,2026-04-18 16:42
BLUME,165387,174710134,2026_01_04,2026-04-18 16:42
EGPRO,164126,175170570,2026_01_04,2026-04-18 16:42
SOKE,159341,126999996,2026_01_04,2026-04-18 16:42
YYAPI,156174,1705025550,2026_01_04,2026-04-18 16:42
KRPLS,150353,78486163,2026_01_04,2026-04-18 16:42
KONTR,138333,936038763,2026_01_04,2026-04-18 16:42
KLSYN,135757,107854952,2026_01_04,2026-04-18 16:42
OTKAR,134156,33417145,2026_01_04,2026-04-18 16:42
KOPOL,130483,266319652,2026_01_04,2026-04-18 16:42
DARDL,127228,1753442695,2026_01_04,2026-04-18 16:42
DZGYO,123846,399777846,2026_01_04,2026-04-18 16:42
CEMZY,115708,124118690,2026_01_04,2026-04-18 16:42
IHGZT,112763,570666228,2026_01_04,2026-04-18 16:42
AKSEN,112375,638545796,2026_01_04,2026-04-18 16:42
LINK,112179,18231985,2026_01_04,2026-04-18 16:42
IHEVA,108995,291631239,2026_01_04,2026-04-18 16:42
SKTAS,105500,332865443,2026_01_04,2026-04-18 16:42
KRGYO,105015,275373393,2026_01_04,2026-04-18 16:42
BEGYO,104282,277250000,2026_01_04,2026-04-18 16:42
FZLGY,103238,398427439,2026_01_04,2026-04-18 16:42
KIMMR,102401,75000000,2026_01_04,2026-04-18 16:42
USAK,102190,1218028690,2026_01_04,2026-04-18 16:42
BEYAZ,100110,42317352,2026_01_04,2026-04-18 16:42
EBEBK,99890,40534692,2026_01_04,2026-04-18 16:42
KLGYO,97456,689399869,2026_01_04,2026-04-18 16:42
ORGE,91512,41839996,2026_01_04,2026-04-18 16:42
HEDEF,91485,562499930,2026_01_04,2026-04-18 16:42
PENTA,86516,181070136,2026_01_04,2026-04-18 16:42
KRTEK,85435,18914650,2026_01_04,2026-04-18 16:42
TATEN,83453,347769724,2026_01_04,2026-04-18 16:42
GEDIK,81638,983076856,2026_01_04,2026-04-18 16:42
GRTHO,81442,36745000,2026_01_04,2026-04-18 16:42
TTRAK,80711,24967458,2026_01_04,2026-04-18 16:42
GUNDG,77742,18968972,2026_01_04,2026-04-18 16:42
ARMGD,74494,54996000,2026_01_04,2026-04-18 16:42
GARFA,72454,138399778,2026_01_04,2026-04-18 16:42
ONCSM,71753,10086000,2026_01_04,2026-04-18 16:42
ADGYO,71344,379654367,2026_01_04,2026-04-18 16:42
EMKEL,71330,149999456,2026_01_04,2026-04-18 16:42
MOPAS,70361,57330000,2026_01_04,2026-04-18 16:42
ZERGY,70276,156799985,2026_01_04,2026-04-18 16:42
PATEK,70046,293081892,2026_01_04,2026-04-18 16:42
EDATA,65946,160065396,2026_01_04,2026-04-18 16:42
UNLU,64758,102181558,2026_01_04,2026-04-18 16:42
BIENY,63722,83144831,2026_01_04,2026-04-18 16:42
RAYSG,62982,51947024,2026_01_04,2026-04-18 16:42
CRFSA,61073,18312793,2026_01_04,2026-04-18 16:42
GZNMI,60473,40910271,2026_01_04,2026-04-18 16:42
BINBN,60222,17000000,2026_01_04,2026-04-18 16:42
SANKO,59478,37499197,2026_01_04,2026-04-18 16:42
LILAK,57700,260252730,2026_01_04,2026-04-18 16:42
AVGYO,55738,111590302,2026_01_04,2026-04-18 16:42
OBASE,49566,14924000,2026_01_04,2026-04-18 16:42
MERIT,49515,329748900,2026_01_04,2026-04-18 16:42
KARSN,49016,827850973,2026_01_04,2026-04-18 16:42
POLHO,48066,164140074,2026_01_04,2026-04-18 16:42
ENERY,41707,2420686786,2026_01_04,2026-04-18 16:42
AYGAZ,40197,98568807,2026_01_04,2026-04-18 16:42
SDTTR,39969,15990000,2026_01_04,2026-04-18 16:42
TURGG,39347,32042988,2026_01_04,2026-04-18 16:42
SUNTK,37371,144433250,2026_01_04,2026-04-18 16:42
GESAN,34830,141759180,2026_01_04,2026-04-18 16:42
MZHLD,34543,72215314,2026_01_04,2026-04-18 16:42
