hisse,yab_fark,tks2,donem,yukleme
HOROZ,-33396,24599986,2026_03_04,2026-04-18 17:32
SOKE,-35949,126999996,2026_03_04,2026-04-18 17:32
TATEN,-36289,347799724,2026_03_04,2026-04-18 17:32
OFSYM,-36860,22749998,2026_03_04,2026-04-18 17:32
PKART,-36987,11048497,2026_03_04,2026-04-18 17:32
PRDGS,-37134,110850000,2026_03_04,2026-04-18 17:32
SANKO,-37647,37499197,2026_03_04,2026-04-18 17:32
BMSCH,-39066,69277402,2026_03_04,2026-04-18 17:32
IEYHO,-42682,541033797,2026_03_04,2026-04-18 17:32
MNDRS,-44557,222008082,2026_03_04,2026-04-18 17:32
KBORU,-45863,143999994,2026_03_04,2026-04-18 17:32
HUNER,-47572,670137933,2026_03_04,2026-04-18 17:32
TKFEN,-49301,230848007,2026_03_04,2026-04-18 17:32
DITAS,-49310,83407810,2026_03_04,2026-04-18 17:32
EGPRO,-49432,175170570,2026_03_04,2026-04-18 17:32
EDIP,-50233,36468204,2026_03_04,2026-04-18 17:32
KLYPV,-50821,46334639,2026_03_04,2026-04-18 17:32
OBASE,-51083,14924000,2026_03_04,2026-04-18 17:32
LKMNH,-52748,163262533,2026_03_04,2026-04-18 17:32
VAKKO,-53544,30788486,2026_03_04,2026-04-18 17:32
KONKA,-53659,89670000,2026_03_04,2026-04-18 17:32
GZNMI,-57606,40949825,2026_03_04,2026-04-18 17:32
DOKTA,-59476,145872862,2026_03_04,2026-04-18 17:32
BNTAS,-59542,170624998,2026_03_04,2026-04-18 17:32
CRFSA,-60324,18312793,2026_03_04,2026-04-18 17:32
ICUGS,-61536,336250000,2026_03_04,2026-04-18 17:32
AKFYE,-62142,551782160,2026_03_04,2026-04-18 17:32
SMRVA,-66170,28000000,2026_03_04,2026-04-18 17:32
ORGE,-66294,41839996,2026_03_04,2026-04-18 17:32
SELEC,-68319,124262097,2026_03_04,2026-04-18 17:32
GLYHO,-69236,1949290631,2026_03_04,2026-04-18 17:32
HRKET,-70930,24000000,2026_03_04,2026-04-18 17:32
ALKIM,-71317,182767821,2026_03_04,2026-04-18 17:32
DEVA,-73288,199971824,2026_03_04,2026-04-18 17:32
ADEL,-74111,112043619,2026_03_04,2026-04-18 17:32
EDATA,-78435,160065395,2026_03_04,2026-04-18 17:32
BOBET,-78511,113999998,2026_03_04,2026-04-18 17:32
ADGYO,-79581,379654333,2026_03_04,2026-04-18 17:32
PARSN,-81142,34033246,2026_03_04,2026-04-18 17:32
OTKAR,-81351,33417145,2026_03_04,2026-04-18 17:32
BALSU,-83091,278000000,2026_03_04,2026-04-18 17:32
PETUN,-83979,134673118,2026_03_04,2026-04-18 17:32
KARSN,-85066,827827039,2026_03_04,2026-04-18 17:32
MERKO,-88576,101104700,2026_03_04,2026-04-18 17:32
ALARK,-91582,165125148,2026_03_04,2026-04-18 17:32
GUNDG,-100000,18968983,2026_03_04,2026-04-18 17:32
KTSKR,-100118,14691795,2026_03_04,2026-04-18 17:32
AVGYO,-103537,111590302,2026_03_04,2026-04-18 17:32
MOGAN,-107115,262635000,2026_03_04,2026-04-18 17:32
BINBN,-107902,17000000,2026_03_04,2026-04-18 17:32
DERIM,-113203,40403770,2026_03_04,2026-04-18 17:32
GOZDE,-113851,384991447,2026_03_04,2026-04-18 17:32
OSTIM,-115493,510004637,2026_03_04,2026-04-18 17:32
CEMTS,-116557,233425986,2026_03_04,2026-04-18 17:32
LOGO,-116637,74328248,2026_03_04,2026-04-18 17:32
PENTA,-117898,181070136,2026_03_04,2026-04-18 17:32
ICBCT,-126713,216761845,2026_03_04,2026-04-18 17:32
SUWEN,-129484,365687500,2026_03_04,2026-04-18 17:32
FONET,-133574,577082984,2026_03_04,2026-04-18 17:32
GESAN,-137777,141759179,2026_03_04,2026-04-18 17:32
MPARK,-140625,80869110,2026_03_04,2026-04-18 17:32
MERIT,-150649,329748900,2026_03_04,2026-04-18 17:32
RALYH,-154356,176370972,2026_03_04,2026-04-18 17:32
GSDDE,-160528,106850751,2026_03_04,2026-04-18 17:32
EGEPO,-162042,200000000,2026_03_04,2026-04-18 17:32
PRKME,-162498,53038641,2026_03_04,2026-04-18 17:32
AKSGY,-163039,1628451947,2026_03_04,2026-04-18 17:32
ISFIN,-166169,310154523,2026_03_04,2026-04-18 17:32
HTTBT,-172180,82805422,2026_03_04,2026-04-18 17:32
ENDAE,-175030,123711910,2026_03_04,2026-04-18 17:32
VESTL,-176702,295447203,2026_03_04,2026-04-18 17:32
AGESA,-184354,35829553,2026_03_04,2026-04-18 17:32
MACKO,-186117,41500000,2026_03_04,2026-04-18 17:32
GWIND,-188152,179165491,2026_03_04,2026-04-18 17:32
ENSRI,-190067,236333503,2026_03_04,2026-04-18 17:32
POLHO,-194173,164140074,2026_03_04,2026-04-18 17:32
ARASE,-211349,49999991,2026_03_04,2026-04-18 17:32
RTALB,-213069,432976722,2026_03_04,2026-04-18 17:32
YIGIT,-215981,74999974,2026_03_04,2026-04-18 17:32
EGSER,-217656,545751057,2026_03_04,2026-04-18 17:32
BARMA,-218908,78130939,2026_03_04,2026-04-18 17:32
MAKIM,-223526,42559998,2026_03_04,2026-04-18 17:32
YKSLN,-233922,197429566,2026_03_04,2026-04-18 17:32
GRTHO,-246797,36745000,2026_03_04,2026-04-18 17:32
DMSAS,-260745,199994510,2026_03_04,2026-04-18 17:32
AHSGY,-266175,184999889,2026_03_04,2026-04-18 17:32
KATMR,-266824,1980989998,2026_03_04,2026-04-18 17:32
OZKGY,-272060,363999945,2026_03_04,2026-04-18 17:32
ARMGD,-275053,54996000,2026_03_04,2026-04-18 17:32
EMKEL,-277513,149999458,2026_03_04,2026-04-18 17:32
UNLU,-280772,102181558,2026_03_04,2026-04-18 17:32
INVEO,-296802,998999954,2026_03_04,2026-04-18 17:32
YATAS,-299387,94866488,2026_03_04,2026-04-18 17:32
NATEN,-313967,309374995,2026_03_04,2026-04-18 17:32
BRSAN,-320646,35912460,2026_03_04,2026-04-18 17:32
ISDMR,-336250,147631816,2026_03_04,2026-04-18 17:32
DOHOL,-340395,984706978,2026_03_04,2026-04-18 17:32
MHRGY,-371156,310499991,2026_03_04,2026-04-18 17:32
KLSER,-387445,109457654,2026_03_04,2026-04-18 17:32
IZMDC,-395580,723225318,2026_03_04,2026-04-18 17:32
KARTN,-413933,72781126,2026_03_04,2026-04-18 17:32
RGYAS,-464699,105523000,2026_03_04,2026-04-18 17:32
BOSSA,-471857,508724189,2026_03_04,2026-04-18 17:32
DARDL,-474035,1753442695,2026_03_04,2026-04-18 17:32
METRO,-478431,539989959,2026_03_04,2026-04-18 17:32
BULGS,-487054,72500000,2026_03_04,2026-04-18 17:32
KGYO,-525935,767894934,2026_03_04,2026-04-18 17:32
VKGYO,-525948,1637203242,2026_03_04,2026-04-18 17:32
ALFAS,-544515,84639559,2026_03_04,2026-04-18 17:32
EBEBK,-565267,40534692,2026_03_04,2026-04-18 17:32
MAVI,-567310,576779312,2026_03_04,2026-04-18 17:32
KRSTL,-581684,183664642,2026_03_04,2026-04-18 17:32
CEOEM,-586345,22209658,2026_03_04,2026-04-18 17:32
ISSEN,-597388,107411517,2026_03_04,2026-04-18 17:32
VAKFA,-606269,224999701,2026_03_04,2026-04-18 17:32
BUCIM,-634747,1292638065,2026_03_04,2026-04-18 17:32
SNICA,-643732,321688855,2026_03_04,2026-04-18 17:32
AYDEM,-657861,130000000,2026_03_04,2026-04-18 17:32
TRMET,-761323,174483588,2026_03_04,2026-04-18 17:32
ALVES,-762175,1159999780,2026_03_04,2026-04-18 17:32
GLRMK,-769469,58116000,2026_03_04,2026-04-18 17:32
KCAER,-788931,496494775,2026_03_04,2026-04-18 17:32
EUREN,-827454,1040132637,2026_03_04,2026-04-18 17:32
INDES,-958490,462749767,2026_03_04,2026-04-18 17:32
KTLEV,-960829,1288500000,2026_03_04,2026-04-18 17:32
ESEN,-975303,682499950,2026_03_04,2026-04-18 17:32
KOCMT,-999663,587485478,2026_03_04,2026-04-18 17:32
KOPOL,-1022181,266319652,2026_03_04,2026-04-18 17:32
NTHOL,-1090888,485479112,2026_03_04,2026-04-18 17:32
BIMAS,-1192792,436214016,2026_03_04,2026-04-18 17:32
PENGD,-1203210,171069968,2026_03_04,2026-04-18 17:32
KRDMA,-1241966,240300917,2026_03_04,2026-04-18 17:32
ISGYO,-1248659,531312439,2026_03_04,2026-04-18 17:32
DMRGD,-1328401,1277294592,2026_03_04,2026-04-18 17:32
ALGYO,-1390654,989338262,2026_03_04,2026-04-18 17:32
ULUFA,-1475362,305269391,2026_03_04,2026-04-18 17:32
TUREX,-1482148,432000000,2026_03_04,2026-04-18 17:32
YEOTK,-1531024,160933198,2026_03_04,2026-04-18 17:32
AGHOL,-1662386,1069828243,2026_03_04,2026-04-18 17:32
MOBTL,-1712076,207999999,2026_03_04,2026-04-18 17:32
DOAS,-1749567,97899975,2026_03_04,2026-04-18 17:32
ZRGYO,-1907388,1173404997,2026_03_04,2026-04-18 17:32
VESBE,-2106998,503578676,2026_03_04,2026-04-18 17:32
GENIL,-2155939,1289069985,2026_03_04,2026-04-18 17:32
ALBRK,-2264895,1050739765,2026_03_04,2026-04-18 17:32
ENERY,-2378708,2420687469,2026_03_04,2026-04-18 17:32
BJKAS,-2512517,1776089716,2026_03_04,2026-04-18 17:32
GSDHO,-2543850,999994969,2026_03_04,2026-04-18 17:32
SARKY,-2591467,999999671,2026_03_04,2026-04-18 17:32
THYAO,-2621287,739463453,2026_03_04,2026-04-18 17:32
DAPGM,-2637591,928276145,2026_03_04,2026-04-18 17:32
IHGZT,-2824773,570666228,2026_03_04,2026-04-18 17:32
SKBNK,-2871554,2498877855,2026_03_04,2026-04-18 17:32
ADESE,-3456962,4687131701,2026_03_04,2026-04-18 17:32
TUKAS,-3817924,4499995929,2026_03_04,2026-04-18 17:32
HALKB,-3904926,6546422780,2026_03_04,2026-04-18 17:32
AKFGY,-4045786,3457819313,2026_03_04,2026-04-18 17:32
LINK,-4323361,747511382,2026_03_04,2026-04-18 17:32
GARAN,-4348165,2454957797,2026_03_04,2026-04-18 17:32
VAKBN,-4384858,8046896130,2026_03_04,2026-04-18 17:32
HEKTS,-4390713,3946424637,2026_03_04,2026-04-18 17:32
TSKB,-4743741,1516591673,2026_03_04,2026-04-18 17:32
EFOR,-4920567,670679994,2026_03_04,2026-04-18 17:32
CWENE,-4944070,530758241,2026_03_04,2026-04-18 17:32
EKGYO,-6589328,1925107366,2026_03_04,2026-04-18 17:32
SOKM,-6756119,448708248,2026_03_04,2026-04-18 17:32
ZOREN,-8663452,2681244194,2026_03_04,2026-04-18 17:32
ISKPL,-9353388,724625736,2026_03_04,2026-04-18 17:32
TURSG,-10995716,7907296076,2026_03_04,2026-04-18 17:32
TSPOR,-12206304,3674975174,2026_03_04,2026-04-18 17:32
YKBNK,-27633365,4705620952,2026_03_04,2026-04-18 17:32
TRALT,-38639737,952269019,2026_03_04,2026-04-18 17:32
AKBNK,-51527206,3059320211,2026_03_04,2026-04-18 17:32
SASA,-72821672,25700434927,2026_03_04,2026-04-18 17:32
FORMT,46316887,1093380096,2026_04_01,2026-04-18 17:34
ISCTR,30329239,8880396856,2026_04_01,2026-04-18 17:34
CANTE,18398391,8608815636,2026_04_01,2026-04-18 17:34
PETKM,10692907,1241729843,2026_04_01,2026-04-18 17:34
TEHOL,10515129,1967930261,2026_04_01,2026-04-18 17:34
TUPRS,10288708,942334139,2026_04_01,2026-04-18 17:34
TSPOR,10024607,3674975174,2026_04_01,2026-04-18 17:34
CWENE,9915733,530758241,2026_04_01,2026-04-18 17:34
HEKTS,8782659,3946424637,2026_04_01,2026-04-18 17:34
YKBNK,8626084,4705620952,2026_04_01,2026-04-18 17:34
OYAKC,7986659,4656879379,2026_04_01,2026-04-18 17:34
SRVGY,7118712,812499687,2026_04_01,2026-04-18 17:34
IHLAS,5861794,1396079076,2026_04_01,2026-04-18 17:34
ICUGS,5711087,336250000,2026_04_01,2026-04-18 17:34
DMRGD,4618223,1277294592,2026_04_01,2026-04-18 17:34
LIDFA,4125983,458180545,2026_04_01,2026-04-18 17:34
ENKAI,3887978,874733059,2026_04_01,2026-04-18 17:34
MIATK,3881357,313087979,2026_04_01,2026-04-18 17:34
TCELL,3524353,1622604373,2026_04_01,2026-04-18 17:34
VAKFN,3501742,2064378140,2026_04_01,2026-04-18 17:34
LILAK,2847751,260252705,2026_04_01,2026-04-18 17:34
KRDMD,2620534,780216365,2026_04_01,2026-04-18 17:34
BURCE,1950000,44422390,2026_04_01,2026-04-18 17:34
BORSK,1934298,279999879,2026_04_01,2026-04-18 17:34
ANELE,1660881,151405542,2026_04_01,2026-04-18 17:34
MNDRS,1630772,222008082,2026_04_01,2026-04-18 17:34
TTKOM,1535037,524999999,2026_04_01,2026-04-18 17:34
SMRTG,1460091,664164672,2026_04_01,2026-04-18 17:34
BIMAS,1388424,436214016,2026_04_01,2026-04-18 17:34
AGROT,1378150,879999770,2026_04_01,2026-04-18 17:34
AYGAZ,1285765,98568807,2026_04_01,2026-04-18 17:34
BULGS,1256448,72500000,2026_04_01,2026-04-18 17:34
MEYSU,1223799,175000000,2026_04_01,2026-04-18 17:34
ARZUM,1147661,400949823,2026_04_01,2026-04-18 17:34
SELVA,1142651,775687737,2026_04_01,2026-04-18 17:34
EUPWR,1118032,199610525,2026_04_01,2026-04-18 17:34
YKSLN,1047921,197429566,2026_04_01,2026-04-18 17:34
GSRAY,1035078,10123744690,2026_04_01,2026-04-18 17:34
AKFYE,991484,551782160,2026_04_01,2026-04-18 17:34
RGYAS,979511,105523000,2026_04_01,2026-04-18 17:34
ECOGR,952599,110000000,2026_04_01,2026-04-18 17:34
IHGZT,942695,570666228,2026_04_01,2026-04-18 17:34
EGSER,939832,545751057,2026_04_01,2026-04-18 17:34
ANSGR,864874,1564416026,2026_04_01,2026-04-18 17:34
ULKER,858210,338855989,2026_04_01,2026-04-18 17:34
ETILR,831659,156217454,2026_04_01,2026-04-18 17:34
KAREL,808981,329659497,2026_04_01,2026-04-18 17:34
CIMSA,803120,488602363,2026_04_01,2026-04-18 17:34
SNICA,795480,321688855,2026_04_01,2026-04-18 17:34
ESEN,759565,682499950,2026_04_01,2026-04-18 17:34
ENTRA,755635,369383564,2026_04_01,2026-04-18 17:34
OZGYO,750609,490916869,2026_04_01,2026-04-18 17:34
KRGYO,735735,275246747,2026_04_01,2026-04-18 17:34
MEGMT,734929,85749986,2026_04_01,2026-04-18 17:34
DOHOL,719051,984706978,2026_04_01,2026-04-18 17:34
GMTAS,712384,298687813,2026_04_01,2026-04-18 17:34
YYLGD,708423,369826200,2026_04_01,2026-04-18 17:34
SKTAS,698583,332865443,2026_04_01,2026-04-18 17:34
CCOLA,676754,820001147,2026_04_01,2026-04-18 17:34
DGNMO,672461,327634635,2026_04_01,2026-04-18 17:34
ULUFA,666029,305269391,2026_04_01,2026-04-18 17:34
KCHOL,639937,674053695,2026_04_01,2026-04-18 17:34
RYSAS,603605,1504020937,2026_04_01,2026-04-18 17:34
TUCLK,558796,273182600,2026_04_01,2026-04-18 17:34
GLRMK,532972,58116000,2026_04_01,2026-04-18 17:34
ARCLK,494557,170054765,2026_04_01,2026-04-18 17:34
ADEL,461466,112043619,2026_04_01,2026-04-18 17:34
PAHOL,441919,3999999979,2026_04_01,2026-04-18 17:34
MOGAN,412304,262635000,2026_04_01,2026-04-18 17:34
BUCIM,396960,1292638065,2026_04_01,2026-04-18 17:34
GENIL,391894,1289069985,2026_04_01,2026-04-18 17:34
TAVHL,387365,213213415,2026_04_01,2026-04-18 17:34
RALYH,383820,176370972,2026_04_01,2026-04-18 17:34
ALTNY,364831,399885115,2026_04_01,2026-04-18 17:34
FENER,361630,2772321468,2026_04_01,2026-04-18 17:34
TEKTU,361535,195639311,2026_04_01,2026-04-18 17:34
AHGAZ,343650,659370871,2026_04_01,2026-04-18 17:34
BOSSA,337764,508724189,2026_04_01,2026-04-18 17:34
VKGYO,332203,1637203242,2026_04_01,2026-04-18 17:34
DAGI,319022,175301274,2026_04_01,2026-04-18 17:34
NTGAZ,314970,276000000,2026_04_01,2026-04-18 17:34
BRMEN,305960,57566555,2026_04_01,2026-04-18 17:34
ZEDUR,304075,69899991,2026_04_01,2026-04-18 17:34
RTALB,294266,432976722,2026_04_01,2026-04-18 17:34
NATEN,291865,309374995,2026_04_01,2026-04-18 17:34
CEMTS,291658,233425986,2026_04_01,2026-04-18 17:34
CONSE,270358,377854899,2026_04_01,2026-04-18 17:34
VESTL,265113,295447203,2026_04_01,2026-04-18 17:34
MAGEN,263651,719512140,2026_04_01,2026-04-18 17:34
BSOKE,258811,458487038,2026_04_01,2026-04-18 17:34
ANHYT,241135,88457041,2026_04_01,2026-04-18 17:34
EPLAS,212357,190491857,2026_04_01,2026-04-18 17:34
LYDHO,208147,197140970,2026_04_01,2026-04-18 17:34
KLKIM,203834,138383655,2026_04_01,2026-04-18 17:34
EGGUB,203635,75862197,2026_04_01,2026-04-18 17:34
EYGYO,200655,362859668,2026_04_01,2026-04-18 17:34
RUZYE,200193,267748491,2026_04_01,2026-04-18 17:34
MGROS,198407,96563588,2026_04_01,2026-04-18 17:34
OSTIM,192764,510004637,2026_04_01,2026-04-18 17:34
AKSUE,191286,56376184,2026_04_01,2026-04-18 17:34
SAFKR,190900,140056162,2026_04_01,2026-04-18 17:34
KGYO,190604,767894934,2026_04_01,2026-04-18 17:34
HEDEF,176496,562499930,2026_04_01,2026-04-18 17:34
ALKIM,171299,182767821,2026_04_01,2026-04-18 17:34
IZFAS,169126,156001658,2026_04_01,2026-04-18 17:34
TKFEN,169044,230848007,2026_04_01,2026-04-18 17:34
IHYAY,168282,388124996,2026_04_01,2026-04-18 17:34
BESLR,167293,658098036,2026_04_01,2026-04-18 17:34
AKSGY,166725,1628451947,2026_04_01,2026-04-18 17:34
SUNTK,163898,145280000,2026_04_01,2026-04-18 17:34
NUHCM,149842,33164430,2026_04_01,2026-04-18 17:34
DERHL,148429,197281316,2026_04_01,2026-04-18 17:34
HUNER,146125,670137933,2026_04_01,2026-04-18 17:34
YGGYO,145411,240625951,2026_04_01,2026-04-18 17:34
PASEU,145374,215295868,2026_04_01,2026-04-18 17:34
TATGD,135693,119286243,2026_04_01,2026-04-18 17:34
ENSRI,131723,236333503,2026_04_01,2026-04-18 17:34
BIENY,128050,83144831,2026_04_01,2026-04-18 17:34
TATEN,123345,347799724,2026_04_01,2026-04-18 17:34
LOGO,123282,74328248,2026_04_01,2026-04-18 17:34
PATEK,121292,293081893,2026_04_01,2026-04-18 17:34
TRENJ,118362,98018735,2026_04_01,2026-04-18 17:34
GESAN,109177,141759179,2026_04_01,2026-04-18 17:34
ATATR,100000,280000000,2026_04_01,2026-04-18 17:34
VBTYZ,90222,56205000,2026_04_01,2026-04-18 17:34
IZMDC,88144,723225318,2026_04_01,2026-04-18 17:34
GOODY,84256,132804473,2026_04_01,2026-04-18 17:34
ONCSM,83017,10086000,2026_04_01,2026-04-18 17:34
KNFRT,82200,131747000,2026_04_01,2026-04-18 17:34
PETUN,81937,134673118,2026_04_01,2026-04-18 17:34
KONKA,81756,89670000,2026_04_01,2026-04-18 17:34
CEOEM,79199,22209658,2026_04_01,2026-04-18 17:34
SOKE,78092,126999996,2026_04_01,2026-04-18 17:34
TSGYO,78048,266499982,2026_04_01,2026-04-18 17:34
KZBGY,75541,1959999915,2026_04_01,2026-04-18 17:34
GENTS,75066,749958921,2026_04_01,2026-04-18 17:34
PAGYO,74586,57781202,2026_04_01,2026-04-18 17:34
MTRKS,71910,43633165,2026_04_01,2026-04-18 17:34
RUBNS,70284,42377765,2026_04_01,2026-04-18 17:34
TEZOL,67388,139999972,2026_04_01,2026-04-18 17:34
VERTU,67123,22000000,2026_04_01,2026-04-18 17:34
BAKAB,66044,34985326,2026_04_01,2026-04-18 17:34
KOPOL,65807,266319652,2026_04_01,2026-04-18 17:34
FORTE,63988,27999999,2026_04_01,2026-04-18 17:34
PENTA,63298,181070136,2026_04_01,2026-04-18 17:34
UNLU,63258,102181558,2026_04_01,2026-04-18 17:34
TUREX,59557,432000000,2026_04_01,2026-04-18 17:34
LINK,59278,747511382,2026_04_01,2026-04-18 17:34
GARFA,57993,138399778,2026_04_01,2026-04-18 17:34
KRPLS,57490,78486163,2026_04_01,2026-04-18 17:34
KMPUR,57356,132432524,2026_04_01,2026-04-18 17:34
ARASE,55075,49999991,2026_04_01,2026-04-18 17:34
VAKFA,49950,224999701,2026_04_01,2026-04-18 17:34
ARSAN,49265,887344281,2026_04_01,2026-04-18 17:34
YESIL,48414,640699949,2026_04_01,2026-04-18 17:34
ARDYZ,46902,279551557,2026_04_01,2026-04-18 17:34
TURGG,46785,32042988,2026_04_01,2026-04-18 17:34
BMSTL,43220,74772261,2026_04_01,2026-04-18 17:34
PNSUT,43002,128323851,2026_04_01,2026-04-18 17:34
SAYAS,42545,42530887,2026_04_01,2026-04-18 17:34
KZGYO,40292,49999978,2026_04_01,2026-04-18 17:34
PNLSN,40277,34752383,2026_04_01,2026-04-18 17:34
ZRGYO,40168,1173404997,2026_04_01,2026-04-18 17:34
BINHO,39580,488884380,2026_04_01,2026-04-18 17:34
DNISI,38824,59171727,2026_04_01,2026-04-18 17:34
ICBCT,38555,216761845,2026_04_01,2026-04-18 17:34
KLMSN,38426,30881297,2026_04_01,2026-04-18 17:34
LMKDC,37723,155929999,2026_04_01,2026-04-18 17:34
BYDNR,35441,22999984,2026_04_01,2026-04-18 17:34
SELEC,34878,124262097,2026_04_01,2026-04-18 17:34
SEGYO,34109,203351321,2026_04_01,2026-04-18 17:34
MAKTK,34016,184370066,2026_04_01,2026-04-18 17:34
PRDGS,33967,110850000,2026_04_01,2026-04-18 17:34
VSNMD,33852,24000000,2026_04_01,2026-04-18 17:34
TCKRC,33462,70000000,2026_04_01,2026-04-18 17:34
TGSAS,32988,12348294,2026_04_01,2026-04-18 17:34
PAMEL,29739,21533681,2026_04_01,2026-04-18 17:34
MEDTR,28386,24499999,2026_04_01,2026-04-18 17:34
EDIP,28377,36468204,2026_04_01,2026-04-18 17:34
EKSUN,27728,171792833,2026_04_01,2026-04-18 17:34
SMRVA,27524,28000000,2026_04_01,2026-04-18 17:34
DYOBY,27072,186553687,2026_04_01,2026-04-18 17:34
ONRYT,27015,19730000,2026_04_01,2026-04-18 17:34
BAYRK,26234,189751123,2026_04_01,2026-04-18 17:34
INDES,25524,462749767,2026_04_01,2026-04-18 17:34
BINBN,24086,17000000,2026_04_01,2026-04-18 17:34
TTRAK,24006,24967158,2026_04_01,2026-04-18 17:34
FZLGY,22886,398427644,2026_04_01,2026-04-18 17:34
OZATD,21482,13349988,2026_04_01,2026-04-18 17:34
INVES,21459,37480000,2026_04_01,2026-04-18 17:34
DOKTA,21250,145872862,2026_04_01,2026-04-18 17:34
ARMGD,20089,54996000,2026_04_01,2026-04-18 17:34
LUKSK,19367,27257202,2026_04_01,2026-04-18 17:34
ALCTL,19295,13543218,2026_04_01,2026-04-18 17:34
OFSYM,18772,22749998,2026_04_01,2026-04-18 17:34
GRSEL,18498,29650000,2026_04_01,2026-04-18 17:34
AVGYO,16824,111590302,2026_04_01,2026-04-18 17:34
SUWEN,15214,365687500,2026_04_01,2026-04-18 17:34
OZSUB,15164,44247402,2026_04_01,2026-04-18 17:34
HRKET,14352,24000000,2026_04_01,2026-04-18 17:34
SERNT,12456,113000000,2026_04_01,2026-04-18 17:34
ORGE,11655,41839996,2026_04_01,2026-04-18 17:34
EUREN,11195,1040132637,2026_04_01,2026-04-18 17:34
ARTMS,10704,28399999,2026_04_01,2026-04-18 17:34
SMART,10618,29737499,2026_04_01,2026-04-18 17:34
PINSU,10573,101635846,2026_04_01,2026-04-18 17:34
BEYAZ,10308,42317352,2026_04_01,2026-04-18 17:34
ULUSE,10236,24000000,2026_04_01,2026-04-18 17:34
BORLS,10096,308652686,2026_04_01,2026-04-18 17:34
KATMR,10020,1980989998,2026_04_01,2026-04-18 17:34
GZNMI,9458,40949825,2026_04_01,2026-04-18 17:34
CELHA,9165,146124225,2026_04_01,2026-04-18 17:34
INVEO,9106,998999954,2026_04_01,2026-04-18 17:34
REEDR,8679,632419525,2026_04_01,2026-04-18 17:34
PAPIL,7100,206247674,2026_04_01,2026-04-18 17:34
ASUZU,6962,41130807,2026_04_01,2026-04-18 17:34
TMSN,6942,44449999,2026_04_01,2026-04-18 17:34
IEYHO,6834,541033797,2026_04_01,2026-04-18 17:34
SURGY,6807,44999990,2026_04_01,2026-04-18 17:34
ATAKP,6482,28224000,2026_04_01,2026-04-18 17:34
CUSAN,5933,18500000,2026_04_01,2026-04-18 17:34
KOTON,4794,136599922,2026_04_01,2026-04-18 17:34
INGRM,4589,14969536,2026_04_01,2026-04-18 17:34
HATEK,4505,62998947,2026_04_01,2026-04-18 17:34
ARENA,4474,66996461,2026_04_01,2026-04-18 17:34
NIBAS,4195,267767946,2026_04_01,2026-04-18 17:34
EKOS,4104,307199852,2026_04_01,2026-04-18 17:34
VERUS,3817,34499937,2026_04_01,2026-04-18 17:34
TBORG,3579,59392160,2026_04_01,2026-04-18 17:34
PARSN,3446,34033246,2026_04_01,2026-04-18 17:34
YIGIT,3355,74999974,2026_04_01,2026-04-18 17:34
AVHOL,3213,26047279,2026_04_01,2026-04-18 17:34
ALFAS,2902,84639559,2026_04_01,2026-04-18 17:34
DEVA,2254,199971824,2026_04_01,2026-04-18 17:34
KAPLM,2066,4571305,2026_04_01,2026-04-18 17:34
PKART,1973,11048497,2026_04_01,2026-04-18 17:34
ISGSY,1796,47378729,2026_04_01,2026-04-18 17:34
ACSEL,1637,8589113,2026_04_01,2026-04-18 17:34
FMIZP,1412,3497641,2026_04_01,2026-04-18 17:34
RAYSG,1331,51947024,2026_04_01,2026-04-18 17:34
HKTM,1306,72747495,2026_04_01,2026-04-18 17:34
ALCAR,1215,1721735,2026_04_01,2026-04-18 17:34
BRISA,1207,31247472,2026_04_01,2026-04-18 17:34
CRFSA,681,18312793,2026_04_01,2026-04-18 17:34
GOLTS,658,12422783,2026_04_01,2026-04-18 17:34
HATSN,533,44299964,2026_04_01,2026-04-18 17:34
CLEBI,370,5490178,2026_04_01,2026-04-18 17:34
MRSHL,356,4212888,2026_04_01,2026-04-18 17:34
BRSAN,344,35912460,2026_04_01,2026-04-18 17:34
KTSKR,335,14691795,2026_04_01,2026-04-18 17:34
OYYAT,298,91048322,2026_04_01,2026-04-18 17:34
BFREN,253,24586148,2026_04_01,2026-04-18 17:34
CMBTN,78,1023000,2026_04_01,2026-04-18 17:34
FRMPL,64,39997767,2026_04_01,2026-04-18 17:34
OBASE,22,14924000,2026_04_01,2026-04-18 17:34
EGEEN,21,1137161,2026_04_01,2026-04-18 17:34
CRDFA,0,224990570,2026_04_01,2026-04-18 17:34
ASYAB,0,477899601,2026_04_01,2026-04-18 17:34
SKYLP,0,7159255,2026_04_01,2026-04-18 17:34
KENT,0,1786507,2026_04_01,2026-04-18 17:34
MZHLD,0,72215314,2026_04_01,2026-04-18 17:34
KERVN,0,588346973,2026_04_01,2026-04-18 17:34
DOGUB,0,19821566,2026_04_01,2026-04-18 17:34
SNPAM,0,19679871,2026_04_01,2026-04-18 17:34
EUHOL,0,142999954,2026_04_01,2026-04-18 17:34
SONME,0,4349319,2026_04_01,2026-04-18 17:34
ANGEN,0,86440002,2026_04_01,2026-04-18 17:34
KLNMA,0,91846864,2026_04_01,2026-04-18 17:34
CMENT,0,56829666,2026_04_01,2026-04-18 17:34
AKMGY,0,21568998,2026_04_01,2026-04-18 17:34
ATEKS,0,5441598,2026_04_01,2026-04-18 17:34
ORCAY,0,151124962,2026_04_01,2026-04-18 17:34
FENIS,0,26080019,2026_04_01,2026-04-18 17:34
